,id,name,release_date,artist_id,genre
2807,1tjlXYBSBB2YGvvz7ORoAY,Three Chords And The Truth,2019-10-25,44NX2ffIYHr6D4n7RaZF7A,rock
2808,2CEyisD97usC5nVY8yW16p,The Prophet Speaks,2018-12-07,44NX2ffIYHr6D4n7RaZF7A,rock
2809,2IeJQjP8XhVszce2kcO2j8,You're Driving Me Crazy,2018-04-27,44NX2ffIYHr6D4n7RaZF7A,rock
2810,1fkvfNGEibe9uCaexBRDvG,Versatile,2017-12-01,44NX2ffIYHr6D4n7RaZF7A,rock
2811,7iEgLiepZW1GHTfMuWumBG,Roll With The Punches,2017-09-22,44NX2ffIYHr6D4n7RaZF7A,rock
2812,2n07q4IwkYrp3RzmZE4CiY,The Authorized Bang Collection,2017-03-24,44NX2ffIYHr6D4n7RaZF7A,rock
2813,40hRF2ZOWSUxCu2iY5pEYL,Keep Me Singing,2016-09-30,44NX2ffIYHr6D4n7RaZF7A,rock
2814,2DZ6GAyIjS3nyGsPbHe2uU,"..It's Too Late to Stop Now...Volumes II, III & IV (Live)",2016-06-10,44NX2ffIYHr6D4n7RaZF7A,rock
2815,1WZPexv6jHN4AmvJ52WZHh,Duets: Re-Working The Catalogue,2015-03-16,44NX2ffIYHr6D4n7RaZF7A,rock
2816,36rKJ26J7x3zirPbH4JAMC,Born to Sing: No Plan B,2012-10-02,44NX2ffIYHr6D4n7RaZF7A,rock
2817,7J0BUlxogdpZAtuZnhomb0,Requiem,2022-02-04,3RNrq3jvMZxD9ZyoOZbQOD,rock
2818,6mWsWVsfWpoZ2d6uxm1ND1,The Nothing,2019-09-13,3RNrq3jvMZxD9ZyoOZbQOD,rock
2819,4RjHOlFpX2rHqsViJa0fSn,The Serenity of Suffering (Deluxe),2016-10-21,3RNrq3jvMZxD9ZyoOZbQOD,rock
2820,14gKIvHuVsbf3cQVRxDOu1,The Paradigm Shift (World Tour Edition),2014-07-15,3RNrq3jvMZxD9ZyoOZbQOD,rock
2821,2O7NeYeqcV0nBEVFk1EpuF,The Paradigm Shift (Deluxe),2013-10-08,3RNrq3jvMZxD9ZyoOZbQOD,rock
2822,5XOyntNFPIkgWp0UejtwLz,The Path of Totality,2011-12-05,3RNrq3jvMZxD9ZyoOZbQOD,rock
2823,3ARqpnmjMB5O8uihXOOxbW,The Path of Totality (Special Edition),2011-11-30,3RNrq3jvMZxD9ZyoOZbQOD,rock
2825,3raGpQ4GgxmbvwgeQcdNB3,Korn III: Remember Who You Are,2010-07-12,3RNrq3jvMZxD9ZyoOZbQOD,rock
2826,2WuADVcxasM1VvDfnwiACn,Korn III: Remember Who You Are (Special Edition),2010-07-09,3RNrq3jvMZxD9ZyoOZbQOD,rock
2827,4nZK0mIT7u5eRKYtyil1e1,Marigold Sky,2022-03-25,77tT1kLj6mCWtFNqiOmP9H,rock
2828,2JKuZz5wuyejAaek0Nv92A,Automatic Action (Live '85),2021-10-26,77tT1kLj6mCWtFNqiOmP9H,rock
2829,0uwkFcFatexNEpcEOptDFA,Masterpieces: Early Years,2021-05-20,77tT1kLj6mCWtFNqiOmP9H,rock
2830,6HtN0R4RzGM8ILAYkkPYRp,Lean And Hungry (Live Chicago '83),2021-02-15,77tT1kLj6mCWtFNqiOmP9H,rock
2831,3kphfSfvomtiKokeBzDtz9,Return to Paradise (Live 1979),2020-08-03,77tT1kLj6mCWtFNqiOmP9H,rock
2832,5WFFPySID0bNJVZC8tv75G,Eternity In The City (Chicago '78 WXRT Broadcast Remastered),2020-07-21,77tT1kLj6mCWtFNqiOmP9H,rock
2833,4DpZaxFLE08ywGl3gG2pvk,Feed The Flame (Live 1980),2019-09-27,77tT1kLj6mCWtFNqiOmP9H,rock
2834,2yaT2iovnjDDrMQt9ZkCBq,Philadelphia,2019-07-14,77tT1kLj6mCWtFNqiOmP9H,rock
2835,6VZ8w6OUzDwrspgwsKB8Nc,12inch Collection (Deluxe Edition),2018-10-05,77tT1kLj6mCWtFNqiOmP9H,rock
2836,3y0beIJA0J9yM3u6F6vwuY,Live at the Troubadour (Unplugged),2016-11-30,77tT1kLj6mCWtFNqiOmP9H,rock
2837,0Xp6SFQ4zVcn7HQpKIjMGm,Live in Dublin,2015-01-01,77tT1kLj6mCWtFNqiOmP9H,rock
2838,2tUAHk3GMkprK8KnoXP0HW,Hall And Oates I'm really Smokin,2014-02-25,77tT1kLj6mCWtFNqiOmP9H,rock
2839,17InlxTbYA6WRFgn4NkYm0,Live at The Troubadour,2008-11-25,77tT1kLj6mCWtFNqiOmP9H,rock
2840,0o5xjCboti8vXhdoUG9LYi,Notes On A Conditional Form,2020-05-22,3mIj9lX2MWuHmhNCA7LSCW,pop
2841,6PWXKiakqhI17mTYM4y6oY,A Brief Inquiry Into Online Relationships,2018-11-30,3mIj9lX2MWuHmhNCA7LSCW,pop
2842,4BjDDZlAEmOcwk93K3xANV,"DH00278 (Live from The O2, London. 16.12.16)",2017-12-15,3mIj9lX2MWuHmhNCA7LSCW,pop
2843,5CaaORpJt5cmmTK7KDdX82,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26,3mIj9lX2MWuHmhNCA7LSCW,pop
2844,19ewbVMoVanyJ2PFA3AkkG,The 1975 (Deluxe Version),2014-01-01,3mIj9lX2MWuHmhNCA7LSCW,pop
2845,5Cu3N4SpVSsonxaz0bHjTN,The 1975,2013-09-02,3mIj9lX2MWuHmhNCA7LSCW,pop
2846,4wIX07SiESzMbSLCK3qCWQ,Misadventures,2016-05-13,4iJLPqClelZOBCBifm8Fzv,rock
2847,6F05ZwnERzhfJ7KNVq6fsU,Selfish Machines (Reissue),2013-09-24,4iJLPqClelZOBCBifm8Fzv,rock
2848,661Hz0qJK8WIp7vAWsqKvk,Collide With The Sky,2012-07-17,4iJLPqClelZOBCBifm8Fzv,rock
2849,46jNVD2NJCCdH0E6aUfJW5,Collide With the Sky,2012-07-16,4iJLPqClelZOBCBifm8Fzv,rock
2850,0C2LBPGcsoHGuAKdv5lrWI,Collide The Sky,2012,4iJLPqClelZOBCBifm8Fzv,rock
2851,5j53HGspZrUT5nXmVAUAsN,Selfish Machines,2010-07-02,4iJLPqClelZOBCBifm8Fzv,rock
2853,6LkthUHeWKSJsXhjs7SXFq,A Flair For The Dramatic,2007,4iJLPqClelZOBCBifm8Fzv,rock
2854,3jpj1gAA8kbB6HFDByBaJt,Today I Saw The Whole World EP,2017-10-06,4iJLPqClelZOBCBifm8Fzv,rock
2855,2isc12bFWhGjvhDgPgVcFO,Green Day: The Early Years (Covers & New Classics),2017-04-17,4iJLPqClelZOBCBifm8Fzv,rock
2857,2f0O1aBb7YfwNgDjslGhCB,The Divine Zero,2015-06-19,4iJLPqClelZOBCBifm8Fzv,rock
2858,4asWoLoM0GnazTgLc2M8Wr,King For A Day,2012,4iJLPqClelZOBCBifm8Fzv,rock
2859,02ukRA7nwKEktQ709geVYO,When We Were Young,2022-02-09,4iJLPqClelZOBCBifm8Fzv,rock
2860,1juP3gpTM050ygM4dmm2XT,Punk Rock,2021-12-10,4iJLPqClelZOBCBifm8Fzv,rock
2861,2q1WacLvjOnffRIbzbL6Px,Live From Red Rocks,2021-05-21,6deZN1bslXzeGvOLaLMOIF,rock
2862,3MNvfg19MJsXCQ0I3WVdkm,All The Right Reasons (15th Anniversary Expanded Edition),2020-10-02,6deZN1bslXzeGvOLaLMOIF,rock
2863,4FYvuWhNshZBsOT0fptzR3,Feed the Machine,2017-06-16,6deZN1bslXzeGvOLaLMOIF,rock
2864,2mepXKJlgU28VBwkSXjWfY,No Fixed Address,2014-11-17,6deZN1bslXzeGvOLaLMOIF,rock
2865,2NsIKNfmtZ6cFLqRmPXJjM,Here And Now,2011-11-14,6deZN1bslXzeGvOLaLMOIF,rock
2866,0GQ9AZBJSj109gmSdSrviC,Dark Horse,2008-10-28,6deZN1bslXzeGvOLaLMOIF,rock
2868,74qGFpCx9XpFaZUnqqdDtb,All the Right Reasons (Walmart Exclusive Edition),2005-09-26,6deZN1bslXzeGvOLaLMOIF,rock
2869,5CAZNmKikaNvktsfyM9FkA,The Long Road,2003-09-23,6deZN1bslXzeGvOLaLMOIF,rock
2870,3mXapRk3gmW2Uk6TZlDMvM,"""Feel Flows"" The Sunflower & Surf’s Up Sessions 1969-1971 (Super Deluxe)",2021-08-27,3oDbviiivRWhXwIE8hxkVV,rock
2871,735pCVxLq95jxO16eFP2qL,The Beach Boys On Tour: 1968 (Live),2018-12-14,3oDbviiivRWhXwIE8hxkVV,rock
2872,5kU8vfvTw9uagny4iDOG5v,I Can Hear Music: The 20/20 Sessions,2018-12-07,3oDbviiivRWhXwIE8hxkVV,rock
2873,11IshdNymucuMOL1GcleRX,The Beach Boys With The Royal Philharmonic Orchestra,2018-06-08,3oDbviiivRWhXwIE8hxkVV,rock
2874,1JW9qjI4AaE2dmKSoZvMse,1967 - Live Sunshine,2017-12-08,3oDbviiivRWhXwIE8hxkVV,rock
2875,2se9vEQ4zC8kP4xtR9zg5G,1967 - Sunshine Tomorrow,2017-06-30,3oDbviiivRWhXwIE8hxkVV,rock
2876,0Zn8FlSOsIpShxJWj5blhc,Graduation Day 1966: Live At The University Of Michigan,2016-12-09,3oDbviiivRWhXwIE8hxkVV,rock
2877,1gubtTsNSrdWZc2GJJ5LR2,Becoming the Beach Boys: The Complete Hite & Dorinda Morgan Sessions,2016-08-26,3oDbviiivRWhXwIE8hxkVV,rock
2878,2LSURkxm7ENiWXJl4yx1ED,Live In Chicago 1965,2015-12-11,3oDbviiivRWhXwIE8hxkVV,rock
2879,6WJJsJ787nHobhFR6c5VKv,The Beach Boys’ Party! Uncovered And Unplugged,2015-11-20,3oDbviiivRWhXwIE8hxkVV,rock
2880,47Hlcbv77B0Oljb3NlPMFG,Keep An Eye On Summer - The Beach Boys Sessions 1964,2014-01-01,3oDbviiivRWhXwIE8hxkVV,rock
2881,1nUlyPmm1FEZXiS39pJ4hw,That's Why God Made The Radio,2012-06-05,3oDbviiivRWhXwIE8hxkVV,rock
2882,0U3nI78LUpAwprraUf7vAS,Reboot,2019-04-05,0XKOBt59crntr7HQXXO8Yz,rock
2883,2X3fLHcJN2Quyzaf4Hm3hz,The Essential Brooks & Dunn,2012-04-17,0XKOBt59crntr7HQXXO8Yz,rock
2884,1ZXM9jY3Bsg12KXgwftBrO,#1s ... and then some,2009-09-08,0XKOBt59crntr7HQXXO8Yz,rock
2885,17TAGHz2PNov3uOzx2lNrn,Cowboy Town,2007-10-02,0XKOBt59crntr7HQXXO8Yz,rock
2886,0Pj9usAe5cnhsfBAIqgcOP,Hillbilly Deluxe,2005-08-30,0XKOBt59crntr7HQXXO8Yz,rock
2887,3fVrL1hr7JAWTeFYW0akdf,Red Dirt Road,2003-07-15,0XKOBt59crntr7HQXXO8Yz,rock
2888,682Ss8jlvCzMHTCNNfKSZp,It Won't Be Christmas Without You,2002-10-08,0XKOBt59crntr7HQXXO8Yz,rock
2889,1E8WkSznQgZJWDPF6S1fn5,Steers & Stripes,2001-04-17,0XKOBt59crntr7HQXXO8Yz,rock
2890,5B9PdR9B1YsmpOxnS4pHWL,Tight Rope,1999-09-21,0XKOBt59crntr7HQXXO8Yz,rock
2891,0GZCiJi7omoIdg44XT9O3g,If You See Her,1998-06-02,0XKOBt59crntr7HQXXO8Yz,rock
2892,30DhSd45CPtwx14Kw6SpfL,Borderline,1996-04-16,0XKOBt59crntr7HQXXO8Yz,rock
2893,7oekWZ6RtGbFs25d917aNu,Waitin' On Sundown,1994-09-27,0XKOBt59crntr7HQXXO8Yz,rock
2894,7pvtnidoCEO4BQlhIjNY7y,Hard Workin' Man,1993-02-23,0XKOBt59crntr7HQXXO8Yz,rock
2895,4cqxNQQB21g1jEWtnu3jN3,Brand New Man,1991-08-13,0XKOBt59crntr7HQXXO8Yz,rock
2896,4YW8huyK8igJHvCJFLjuYT,Achtung Baby (30th Anniversary Edition),2021-11-19,51Blml2LZPmy7TTiAg47vQ,rock
2897,6GKpINyYmLRPjGnpzo8LIS,All That You Can’t Leave Behind (20th Anniversary Edition / Super Deluxe / Remastered 2020),2020-10-30,51Blml2LZPmy7TTiAg47vQ,rock
2898,3TbG4ZvwHmzkU9JGltkxnf,Songs Of Experience (Deluxe Edition),2017-12-01,51Blml2LZPmy7TTiAg47vQ,rock
2899,45Ec0wYJ7npo6lXH4GWmxz,Songs Of Innocence,2014-01-01,51Blml2LZPmy7TTiAg47vQ,rock
2900,5yqMA7IvahYJc53ewRAMnP,No Line On The Horizon,2009-01-01,51Blml2LZPmy7TTiAg47vQ,rock
2901,2XHksgb0SsUL4NBaqTXHDX,Boy,2008-01-01,51Blml2LZPmy7TTiAg47vQ,rock
2902,3f9gSNrcSQxcEjWDSbOxAK,The Live Series: Songs Of Location,2022-04-29,3eqjTLE0HfPfh78zjh6TqT,rock
2903,00V1MSXp0ral9K394aItww,Bruce Springsteen & The E Street Band - The Legendary 1979 No Nukes Concerts,2021-11-19,3eqjTLE0HfPfh78zjh6TqT,rock
2904,5devPxQnSKVF2Ed0CVwQZh,Letter To You,2020-10-23,3eqjTLE0HfPfh78zjh6TqT,rock
2905,1V2AYh4idtsw2CYlJGZNro,Western Stars - Songs From The Film,2019-10-25,3eqjTLE0HfPfh78zjh6TqT,rock
2906,6BhqPpIgY83rqoZ2L78Lte,Western Stars,2019-06-14,3eqjTLE0HfPfh78zjh6TqT,rock
2907,42eusslaYHJvhxttuMbwj9,Springsteen on Broadway,2018-12-14,3eqjTLE0HfPfh78zjh6TqT,rock
2908,40ZzMYuZTncA0b3kW29iPe,Live At Hollywood Center Studios 1992 Vol.2,2018,3eqjTLE0HfPfh78zjh6TqT,rock
2909,0zFnhdX1FnfuExLlbVdnFU,Chapter and Verse,2016-09-23,3eqjTLE0HfPfh78zjh6TqT,rock
2910,5QbfBwvuHoe2fz1TCCV6dX,The Ties That Bind: The River Collection,2015-12-04,3eqjTLE0HfPfh78zjh6TqT,rock
2911,6QH6ltpFEZXObrQHmgpKSN,High Hopes,2014-01-14,3eqjTLE0HfPfh78zjh6TqT,rock
2912,75kN1qUWvE10QcnpE6nEsM,Wrecking Ball,2012-03-06,3eqjTLE0HfPfh78zjh6TqT,rock
2913,7oR8aZ4ECropTmxPydooZ9,The Promise,2010-11-16,3eqjTLE0HfPfh78zjh6TqT,rock
2914,5xJSVog0izeuIURO34C7Qa,Working On A Dream,2009-01-27,3eqjTLE0HfPfh78zjh6TqT,rock
2915,79fnwKynD56xIXBVWkyaE5,Coming Home (Deluxe Edition),2017-04-07,2CmaKO2zEGJ1NWpS1yfVGz,rock
2916,6Q6AwXjxcD7zL8fJMtHVo7,Just Like You (Deluxe Edition),2015-02-24,2CmaKO2zEGJ1NWpS1yfVGz,rock
2917,0KgRZOlXJssqaxzebmdf1w,Fashionably Late (Deluxe Edition),2013-06-18,2CmaKO2zEGJ1NWpS1yfVGz,rock
2918,1KwwS07TEbKS8r1rU4UUe4,The Drug In Me Is You,2011-07-26,2CmaKO2zEGJ1NWpS1yfVGz,rock
2919,7nYa3AJUXbBrRLPXtneIEX,ZOMBIFIED,2022-01-05,2CmaKO2zEGJ1NWpS1yfVGz,rock
2920,0FRskKcVGmqtxf0gcDNCUl,I'm Not A Vampire (Revamped),2021-02-12,2CmaKO2zEGJ1NWpS1yfVGz,rock
2921,6XFC1ujDeUwUT5Iq6AbhzF,Popular Monster (NGHTMRE & Galantis Remix),2020-10-23,2CmaKO2zEGJ1NWpS1yfVGz,rock
2922,1y4gZwFijhkj8DjqzkBZwI,Carry On,2020-07-14,2CmaKO2zEGJ1NWpS1yfVGz,rock
2923,6jYHiDFvM3aRaUVhd0FZkk,The Drug In Me Is Reimagined,2020-02-13,2CmaKO2zEGJ1NWpS1yfVGz,rock
2924,4gxFqhVYU4wp1XDH1KiIo4,Popular Monster,2019-11-20,2CmaKO2zEGJ1NWpS1yfVGz,rock
2925,4RAskRcPGU9RuCIZVRl5Gb,Drugs,2019-04-08,2CmaKO2zEGJ1NWpS1yfVGz,rock
2926,5G03Tq1WkXqANsy8DjTSsJ,Losing My Life,2018-06-26,2CmaKO2zEGJ1NWpS1yfVGz,rock
2927,4njMx2T4XVqlu43LCNHolm,Losing My Mind,2018-02-23,2CmaKO2zEGJ1NWpS1yfVGz,rock
2928,2gF27UrUuR5771TKTUtoED,Coming Home (Edit),2017-04-06,2CmaKO2zEGJ1NWpS1yfVGz,rock
2929,2ovnIlKLJXseJBZcOSHM8y,Hot & Fresh Music Sampler,2015-06-23,2CmaKO2zEGJ1NWpS1yfVGz,rock
2930,7acEciVtnuTzmwKptkjth5,Fear Inoculum,2019-08-30,2yEwvVSSSUkcLeSTNyHKh8,rock
2931,1fvWYcbjuycyHpzNPH1Vfk,"10,000 Days",2006-04-28,2yEwvVSSSUkcLeSTNyHKh8,rock
2932,5l5m1hnH4punS1GQXgEi3T,Lateralus,2001-05-15,2yEwvVSSSUkcLeSTNyHKh8,rock
2933,6yWMN087PgSimbcVmHLEwG,Ænima,1996-09-17,2yEwvVSSSUkcLeSTNyHKh8,rock
2934,3Esn6LoXuWtLZNYq8FCzr0,Undertow,1993-04-06,2yEwvVSSSUkcLeSTNyHKh8,rock
2935,13sWe0tYKenwLd2t25bHIi,Opiate²,2022-03-01,2yEwvVSSSUkcLeSTNyHKh8,rock
2936,6ZuGioRryrgXjmhdW14jel,Opiate,1992-03-10,2yEwvVSSSUkcLeSTNyHKh8,rock
2937,28TSnlmkCEmvRmBGiSrKLP,"Stephen C. O'connell Center, Gainesville, November 4th 1993",2022-04-29,2UZMlIwnkgAEDBsw1Rejkn,rock
2938,1jgih0FAXPARtNTlHvNK8Z,Body and Soul (Live 1993),2021-11-26,2UZMlIwnkgAEDBsw1Rejkn,rock
2939,7mGSmvbhReIKDlpjCFxkJo,Make It Last All Night (Live 1977),2021-05-19,2UZMlIwnkgAEDBsw1Rejkn,rock
2940,0hRuPNZV5ff9JZwRBNqosj,Finding Wildflowers (Alternate Versions),2021-04-16,2UZMlIwnkgAEDBsw1Rejkn,rock
2941,2s7jw1QyMFXe1fsSzla8cv,Wildflowers & All The Rest (Deluxe Edition),2020-10-16,2UZMlIwnkgAEDBsw1Rejkn,rock
2942,2S8zSHJYW9fFPK7dSfvtgk,Dockside,2019-04-05,2UZMlIwnkgAEDBsw1Rejkn,rock
2943,0m6B5ZF9TTOR0mkxVH3DWz,An American Treasure (Deluxe),2018-09-28,2UZMlIwnkgAEDBsw1Rejkn,rock
2944,6ZlwNZqq6nrsaWSuEl4faf,Damn The Torpedoes (Deluxe Edition),2010-11-09,2UZMlIwnkgAEDBsw1Rejkn,rock
2945,1CvE8Bp9CDOArk2aL3NuC4,Highway Companion,2006-07-21,2UZMlIwnkgAEDBsw1Rejkn,rock
2946,3ZGUBwDiY5HPOcWv4SBPQg,Wildflowers,1994-10-21,2UZMlIwnkgAEDBsw1Rejkn,rock
2947,5d71Imt5CIb7LpQwDMQ093,Full Moon Fever,1989-01-01,2UZMlIwnkgAEDBsw1Rejkn,rock
2948,5VgnXuGP2iZ6sxUsYLNoxe,Wild and Free: The Uncut Interview Sessions,1988-05-16,2UZMlIwnkgAEDBsw1Rejkn,rock
2949,1pHWsaRJnLL1Gf5W4z9cij,London Calling,1980,2UZMlIwnkgAEDBsw1Rejkn,rock
2950,54HN1YJ7wOAKxekOnOjW26,Damn The Torpedoes,1979-10-19,2UZMlIwnkgAEDBsw1Rejkn,rock
2951,7oeYAw8FNZoEH7ETJIcT8J,You Saw Me Comin' (Alternate Version),2021-03-04,2UZMlIwnkgAEDBsw1Rejkn,rock
2952,50JscrFGn0Ra6wHdwHi46H,Strollin' Down The Avenue (Live 1980),2021-04-23,28AyklUmMECPwdfo8NEsV0,rock
2953,3UdbDZgh2gOj7BCZiOrbeE,Songs You Don't Know By Heart,2020-11-27,28AyklUmMECPwdfo8NEsV0,rock
2954,0ne63EVUZXiNCCPsi9n9Sc,Life On the Flip Side,2020-05-29,28AyklUmMECPwdfo8NEsV0,rock
2955,4tbvVIF9xjPMFN8QzjujsC,Live at the Record Plant 1974 (Live 1974),2020-04-03,28AyklUmMECPwdfo8NEsV0,rock
2956,7x7OZeDp3yNpRBz3DEkY6L,Buried Treasure: Volume 1,2017-11-17,28AyklUmMECPwdfo8NEsV0,rock
2957,0b6ZpB99c3hNMYXb2pnQhw,´Tis the Season,2016-11-04,28AyklUmMECPwdfo8NEsV0,rock
2958,0Bu8cHckHlYn0ZCLvL247y,'Tis the SeaSon,2016-10-28,28AyklUmMECPwdfo8NEsV0,rock
2959,6hKHUGNdKQNNf614xxTX8v,Songs from St. Somewhere,2013-08-20,28AyklUmMECPwdfo8NEsV0,rock
2960,3MfMttuXgD2yVaLsz6XpEh,Volcano (Live 2011),2011-09-06,28AyklUmMECPwdfo8NEsV0,rock
2961,54H9LJgmReqGMyqtRUdROM,You Had To Be There: Recorded Live,2011-01-01,28AyklUmMECPwdfo8NEsV0,rock
2962,7dMcbjkCqOTTVWnzeSn27b,Encores (Live),2010-04-20,28AyklUmMECPwdfo8NEsV0,rock
2963,1NHOHn5kM3IXzyU8j4wGE1,Buffet Hotel,2009-12-08,28AyklUmMECPwdfo8NEsV0,rock
2964,5V8MisPCUcMmFQ7ZhJdRxc,Live in Anguilla,2007-11-06,28AyklUmMECPwdfo8NEsV0,rock
2966,0HHe1RJtYjweAHoUlo5J2v,Looks That Kill (Live Pasadena '82),2021-02-18,0cc6vw3VN8YlIcvr1v7tBL,rock
2967,1FeIa1My6QQ6oQjUYxI36O,The Dirt Soundtrack,2019-03-22,0cc6vw3VN8YlIcvr1v7tBL,rock
2968,3IhQ1zWs5QMXV2h2ARAjJu,Saints Of Los Angeles,2008-07-29,0cc6vw3VN8YlIcvr1v7tBL,rock
2970,4xgQa3Dh2Q9k4hIfz4gFoX,Saints of Los Angeles,2008,0cc6vw3VN8YlIcvr1v7tBL,rock
2971,7ICYzL0bxjwdAYWjQgeSF3,Carnival Of Sins: Live,2006-02-07,0cc6vw3VN8YlIcvr1v7tBL,rock
2972,0n7z2DWvwvVhuNvXIhA4aA,New Tattoo,2000-07-11,0cc6vw3VN8YlIcvr1v7tBL,rock
2974,7fdNXAZMChzstvKo4EjZEp,Live: Entertainment Or Death,1999-11-23,0cc6vw3VN8YlIcvr1v7tBL,rock
2975,1ZUW7enyVvaUZgkcWXk6wG,Dominion,2022-01-14,49bzE5vRBRIota4qeHtQM8,rock
2976,3YhTX4XmDv0BHQ8gReEStW,Victorious: The Aftermath (Deluxe),2020-09-11,49bzE5vRBRIota4qeHtQM8,rock
2977,6uBm8oGd1fJNWpCsaURaPZ,Victorious,2019-08-02,49bzE5vRBRIota4qeHtQM8,rock
2978,2KKPw3uv39fzhiUTS7zw37,Unleashed Beyond (Special Edition),2017-11-17,49bzE5vRBRIota4qeHtQM8,rock
2979,4rJu3hBFAUqIAQOlSStJzO,Unleashed,2016-08-05,49bzE5vRBRIota4qeHtQM8,rock
2980,0NmzhdoPm5f1LiKBAqbrY2,Vital Signs,2013-06-25,49bzE5vRBRIota4qeHtQM8,rock
2981,5KvnwzBqPi6lNgnjqG6b9C,Rise,2013-06-21,49bzE5vRBRIota4qeHtQM8,rock
2982,0E6XWT61Oo5on7HWhFkh7F,iTunes Session (Live),2010-11-15,49bzE5vRBRIota4qeHtQM8,rock
2983,7JxinKKGD15yCs3MFWC9uP,Awake (Deluxe Edition),2009-08-25,49bzE5vRBRIota4qeHtQM8,rock
2986,5SjrG7Sonmm3VmWofen8d4,Comatose Comes Alive,2008-10-21,49bzE5vRBRIota4qeHtQM8,rock
2987,5FUshtWKZlAlNAka9ph73e,Comatose Comes Alive (Deluxe Edition),2008-10-20,49bzE5vRBRIota4qeHtQM8,rock
2988,16ElbnOtY2UgGaPKoLfst4,Comatose,2006-10-03,49bzE5vRBRIota4qeHtQM8,rock
2989,0sX76SUnbgcKtdZcJ9kJwd,"Angel Dream (Songs and Music From The Motion Picture ""She’s The One"")",2021-06-12,4tX2TplrkIP4v05BNC903e,rock
2990,3xcXoGZnv9c6ubjkF9Ehio,Nobody's Children,2015-12-18,4tX2TplrkIP4v05BNC903e,rock
2991,55dSc0Ry199sq95DwnHFFa,Hypnotic Eye,2014-07-29,4tX2TplrkIP4v05BNC903e,rock
2993,1x0nxFkOWytBolK91qkUSJ,Mojo,2010-06-15,4tX2TplrkIP4v05BNC903e,rock
2994,3lS4vVIHslBZgLituEQz5i,The Last DJ,2002-10-08,4tX2TplrkIP4v05BNC903e,rock
2995,1lsBEh2R9B39hWfEo4iZSW,Echo,1999-04-13,4tX2TplrkIP4v05BNC903e,rock
2996,0FVwC6leDmim0EO68PjYto,She's the One (Songs and Music from the Motion Picture),1996-08-06,4tX2TplrkIP4v05BNC903e,rock
2997,42G5ULkCRRl3crJMlg6eKd,Into The Great Wide Open,1991-01-01,4tX2TplrkIP4v05BNC903e,rock
2998,1jti40LLiMKDuSci8PB2RZ,Let Me Up (I've Had Enough),1987-04-21,4tX2TplrkIP4v05BNC903e,rock
2999,5HutXQpnb17yRXVnrolKR0,Pack Up The Plantation: Live!,1985-11-26,4tX2TplrkIP4v05BNC903e,rock
3000,2uslG8GJwri1ewdlK2Uuv4,Southern Accents,1985-03-26,4tX2TplrkIP4v05BNC903e,rock
3001,2ztfSQWXGq5RKDItE9E3oQ,Long After Dark,1982-11-02,4tX2TplrkIP4v05BNC903e,rock
3002,5OO8oMupaMhIZhMrEM8ja3,Hard Promises,1981-05-05,4tX2TplrkIP4v05BNC903e,rock
3003,6gZ9rRJt7m8g7ZzK8U6hcq,2020 (Deluxe),2020-10-05,58lV9VcRSjABbAbfWS6skp,rock
3004,0CNCv0znPVq1m4BOIOYjl6,2020,2020-10-02,58lV9VcRSjABbAbfWS6skp,rock
3005,28d4oyzkk8kHeR9A35mkWp,The Rarities Collection,2019,58lV9VcRSjABbAbfWS6skp,rock
3006,400D8LXbvMuOzi4lVv89FM,This House Is Not For Sale,2018-02-23,58lV9VcRSjABbAbfWS6skp,rock
3007,5BBt9PG2b2QuMpWkmx8ZAj,This House Is Not For Sale (Live From The London Palladium),2016-12-16,58lV9VcRSjABbAbfWS6skp,rock
3008,7pXavvdoK23ezC22JvPq8T,Burning Bridges,2015-08-21,58lV9VcRSjABbAbfWS6skp,rock
3009,0ygrVw5SYpWGQXD84CNdMW,What About Now,2013-03-08,58lV9VcRSjABbAbfWS6skp,rock
3010,7A7tfMDctYnuSOnC9Xn0y0,What About Now (Deluxe Version),2013-01-01,58lV9VcRSjABbAbfWS6skp,rock
3011,2wu3EA8IvohnL7Ik88Usl9,Torches X (Deluxe Edition),2021-11-12,7gP3bB2nilZXLfPHJhMdvc,rock
3012,5lFvZh6pCTJzr9UStebyCF,Sacred Hearts Club,2017-07-21,7gP3bB2nilZXLfPHJhMdvc,rock
3013,4WXR981EAEHPTrUR1BcjEh,Supermodel,2014-03-19,7gP3bB2nilZXLfPHJhMdvc,rock
3015,10CyrqCzuV05dx3SV4zKvV,Torches,2011-06-27,7gP3bB2nilZXLfPHJhMdvc,rock
3017,3N6JDO9GBMR7sZHpgxY1OS,Pumped Up Kicks (Gus Dapperton Version),2021-11-10,7gP3bB2nilZXLfPHJhMdvc,rock
3018,3DUcJ8bqyo4cZNt97VkmKi,Hyperlandia,2021-10-29,7gP3bB2nilZXLfPHJhMdvc,rock
3019,1Txwny427aGDWNZPxd5mvY,Lamb's Wool (with Poolside),2021-03-26,7gP3bB2nilZXLfPHJhMdvc,rock
3020,6btmrcBvREYtau5PaPugPy,Melody & Silence,2021-03-19,7gP3bB2nilZXLfPHJhMdvc,rock
3021,1Faanhb1uFvB9Lkcy4g4nv,All About You (feat. Foster The People) [THAT KIND Remix],2021-03-12,7gP3bB2nilZXLfPHJhMdvc,rock
