"n","id","artist_name","name","duration_ms","album_name","track_number","release_date","total_tracks","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
122,"2DFi8rwHcVkTTgu7PULhtI","Saint Motel","My Type",206393,"My Type",1,"2014-06-17",1,0.596,0.897,10,-2.94,1,0.0462,0.0641,5.24e-05,0.0628,0.578,118.0,4
123,"2DgMxFMUQRPthW4ROhjen1","BROCKHAMPTON","SWEET",274274,"SATURATION II",13,"2017-08-25",16,0.718,0.628,10,-6.007,0,0.223,0.543,0,0.116,0.722,92.107,4
124,"3yI8UscZa7l6tADw4NsBCA","Black Eyed Peas","Let's Get Retarded",215893,"Elephunk",3,"2003-01-01",13,0.914,0.697,7,-4.392,1,0.21,0.0692,0,0.116,0.637,105.031,4
125,"2tn9zXqIZJbgL1swqwOktz","Fatboy Slim","Praise You - Radio Edit",227973,"Why Try Harder - The Greatest Hits",2,"2006-06-18",22,0.622,0.884,1,-6.715,1,0.0467,0.0403,0.371,0.282,0.561,109.722,4
126,"1vxw6aYJls2oq3gW0DujAo","Gnarls Barkley","Crazy",177466,"St. Elsewhere",2,"2006-04-24",14,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,4
127,"2bLqfJjuC5syrsgDsZfGmn","Timbaland","The Way I Are",179120,"Shock Value",4,"2007-01-01",17,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,4
128,"0CAfXk7DXMnon4gLudAp7J","Flo Rida","Low (feat. T-Pain)",231400,"Mail on Sunday",5,"2008-03-17",14,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4
129,"45hOioMDJktr86iKDHC8gr","Avril Lavigne","Girlfriend",216600,"The Best Damn Thing (Expanded Edition)",1,"2007-04-17",17,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,4
130,"455AfCsOhhLPRc68sE01D8","Katy Perry","Last Friday Night (T.G.I.F.)",230746,"Teenage Dream: The Complete Confection",2,"2012-03-12",19,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,4
131,"0HPD5WQqrq7wPWR7P7Dw1i","Kesha","TiK ToK",199693,"Animal (Expanded Edition)",2,"2010-01-01",18,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,4
132,"1ulXmqjktxSdrdT1bzc69H","Katy Perry","Hot N Cold",220226,"One Of The Boys",7,"2008",20,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,4
133,"2z4U9d5OAA4YLNXoCgioxo","Avril Lavigne","What the Hell",220706,"Goodbye Lullaby (Expanded Edition)",2,"2011-03-08",21,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,4
134,"1i1OuCNhNf7JwrlWlFZFu1","The Ting Tings","That's Not My Name",310573,"We Started Nothing",2,"2007",14,0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,4
135,"5p9XWUdvbUzmPCukOmwoU3","KT Tunstall","Suddenly I See",201706,"Eye To The Telescope",9,"2005-01-01",12,0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38,4
136,"4w1lzcaoZ1IC2K5TwjalRP","Vanessa Carlton","A Thousand Miles",237493,"Be Not Nobody",3,"2002-04-30",11,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,4
137,"2PpruBYCo4H7WOBJ7Q2EwM","Outkast","Hey Ya!",235213,"Speakerboxxx/The Love Below",9,"2003",40,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4
138,"2V4bv1fNWfTcyRJKmej6Sj","Mike Posner","Cooler Than Me - Single Mix",213293,"31 Minutes to Takeoff",4,"2010-08-09",12,0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,4
139,"4i387P9kogblRBfjFi3NaX","Shaggy","It Wasn't Me",227720,"Summer Party",6,"2007-01-01",12,0.85,0.551,0,-6.596,1,0.0717,0.0443,0,0.329,0.679,94.751,4
140,"2C2qFFatDW73ZOSMZASyft","PNAU","Go Bang",189092,"Go Bang",1,"2017-10-27",1,0.598,0.893,2,-3.072,1,0.0319,0.0714,0.0159,0.146,0.485,120.972,4
141,"7rlCeTnjn0plPZkVAcctPZ","LunchMoney Lewis","Bills",204600,"Bills",1,"2015-02-05",1,0.699,0.747,5,-3.453,1,0.0964,0.274,0,0.486,0.683,126.001,4
142,"1ce3DvvGQn6hY2LMGMLCr5","Kanye West","Black Skinhead",188013,"Yeezus",2,"2013-01-01",10,0.578,0.825,1,-6.107,1,0.322,0.000986,0,0.176,0.283,130.089,4
143,"1vffte5WTHIik37ePfJdo4","Kendrick Lamar","King Kunta",234693,"To Pimp A Butterfly",3,"2015-03-16",16,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,4
144,"32OlwWuMpZ6b0aN2RZOeMS","Mark Ronson","Uptown Funk (feat. Bruno Mars)",269666,"Uptown Special",4,"2015-01-12",11,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4
145,"3X38ErFiKgzUxinBlhwuWm","The Weeknd","Can't Feel My Face",215612,"Can’t Feel My Face",1,"2015-06-09",1,0.713,0.766,9,-5.389,0,0.0455,0.14,0,0.0981,0.547,107.984,4
146,"0qy5D3OJre7SPJNMOL9I71","Shelley FKA DRAM","Broccoli",225205,"Broccoli",1,"2016-04-06",1,0.886,0.525,8,-7.39,1,0.132,0.236,0,0.057,0.708,145.99,4
147,"2qONptRzQM0D3BGOgAsapI","Bloodhound Gang","The Bad Touch",259506,"Nu Rock",9,"2007-01-01",12,0.818,0.688,0,-7.083,0,0.0379,0.00209,0.0541,0.282,0.971,122.983,4
148,"6TrNRd98WksT9Kkmx9uj6R","Kevin Rudolf","Let It Rock",231173,"In The City",2,"2008-01-01",12,0.607,0.783,7,-4.41,1,0.0397,0.000683,0,0.0678,0.434,113.172,4
149,"0eqH0ALoDQevq59YcQ53KE","Gwen Stefani","Hollaback Girl",199853,"Love Angel Music Baby",3,"2004-11-22",13,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,4
150,"0d28khcov6AiegSCpG5TuT","Gorillaz","Feel Good Inc.",222640,"Demon Days",6,"2005-05-23",15,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4
151,"0BRHnOFm6sjxN1i9LJrUDu","Good Charlotte","The Anthem",175093,"The Young and The Hopeless",2,"2002-10-04",14,0.494,0.939,1,-3.127,1,0.126,0.00666,0,0.139,0.893,177.751,4
152,"67iAlVNDDdddxqSD2EZhFs","The Proclaimers","I'm Gonna Be (500 Miles)",219466,"Sunshine on Leith",1,"1988",12,0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,4
153,"3BJm2KbylyJuzZjRUFXLBJ","MKTO","Classic",175426,"MKTO",2,"2012",11,0.72,0.79,1,-4.686,1,0.125,0.0383,0,0.156,0.755,102.068,4
154,"0J6mQxEZnlRt9ymzFntA6z","Bon Jovi","Livin' On A Prayer",249293,"Slippery When Wet",3,"1986-01-01",10,0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,4
155,"7N3PAbqfTjSEU1edb2tY8j","Van Halen","Jump - 2015 Remaster",241599,"1984 (Remastered)",2,"1984-01-04",9,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,4
156,"76hfruVvmfQbw0eYn1nmeC","DNCE","Cake By The Ocean",219146,"DNCE",3,"2016-11-18",14,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,4
157,"5ZDL1Ap2Mwhk5xhmQ41Ei2","DJ Jazzy Jeff & The Fresh Prince","Boom! Shake the Room",226200,"Code Red",3,"1993-10-12",12,0.792,0.964,1,-5.405,1,0.154,0.0698,0,0.302,0.621,99.771,4
158,"5Lm8wha7kmEuqyjJ237HNM","Rihanna","Cheers (Drink To That)",261746,"Loud",3,"2010-11-16",12,0.572,0.913,9,-3.626,1,0.0425,0.018,0,0.293,0.724,79.986,4
159,"0xZgdvjmnEHdpDVm0evG0g","Reece Mastin","Good Night",182160,"Reece Mastin",1,"2011-12-09",11,0.637,0.887,7,-3.363,1,0.0384,0.00279,0,0.0458,0.901,117.978,4
160,"0CaHZUniQtDRZleX6XK9p7","Chromeo","Jealous (I Ain't With It)",228026,"White Women",1,"2014-05-07",12,0.739,0.82,5,-6.099,0,0.0889,0.00823,0,0.2,0.775,127.984,4
161,"6Z8R6UsFuGXGtiIxiD8ISb","Capital Cities","Safe And Sound",192789,"In A Tidal Wave Of Mystery (Deluxe Edition)",1,"2013",16,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5
162,"3l9CW99AHtExIRV4hW2N5m","Paramore","Misery Business",211520,"Riot!",4,"2007-06-11",14,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,4
163,"3AeicLnm55RqcXGBKYQolM","Years & Years","King",215360,"Communion (Deluxe)",8,"2015-07-10",18,0.56,0.857,4,-4.145,0,0.0384,0.0594,0,0.381,0.432,119.975,4
164,"6nTiIhLmQ3FWhvrGafw2zj","Green Day","American Idiot",176346,"American Idiot",1,"2004-09-21",9,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,4
165,"61GZJyQ9eJPVzlwJjK65xo","MARINA","Primadonna",221075,"Electra Heart (Deluxe)",2,"2012-04-30",16,0.66,0.689,4,-2.671,0,0.0337,0.0884,0,0.0922,0.427,127.98,4
166,"5NQbUaeTEOGdD6hHcre0dZ","Fetty Wap","679 (feat. Remy Boyz)",196693,"679 (feat. Remy Boyz)",1,"2015-06-29",1,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,4
167,"2gkyOTZQJ7mWf32KK0zEXc","Marcus Marr","The Trouble with Us",222066,"The Trouble with Us",1,"2015-10-16",1,0.828,0.735,2,-4.929,1,0.0636,0.323,0.000893,0.159,0.835,121.094,4
168,"3vkQ5DAB1qQMYO4Mr9zJN6","ABBA","Gimme! Gimme! Gimme! (A Man After Midnight)",292613,"Voulez-Vous",13,"1979",13,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,4
169,"7LEiExkIYCnHWhc1vbswS4","Dizzee Rascal","Bassline Junkie",202040,"Dizzee Rascal Presents DirteeTV.com The Mixtape EP Vol. 2",1,"2013-01-01",6,0.925,0.536,8,-2.595,1,0.332,0.0103,0,0.103,0.85,138.936,4
170,"5XJJdNPkwmbUwE79gv0NxK","Kanye West","Gold Digger",207626,"Late Registration",4,"2005-01-01",21,0.646,0.696,1,-5.572,0,0.342,0.0192,0,0.0762,0.625,92.88,4
171,"0N3W5peJUQtI4eyR6GJT5O","Kendrick Lamar","King Kunta",234693,"To Pimp A Butterfly",3,"2015-03-16",16,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,4
172,"1ACZpHI5vZ5Ea4xGlkdGWM","Afroman","Crazy Rap (Colt 45 & 2 Zig Zags)",328666,"The Good Times",2,"2001-08-28",11,0.927,0.367,9,-7.797,1,0.382,0.325,0,0.132,0.576,99.053,4
173,"34sGnIHB3ZthMvHpNX1i7e","Kid Cudi","Day 'N' Nite - Crookers Remix",281746,"Man On The Moon: The End Of Day (Int'l Version)",16,"2009-01-01",16,0.756,0.705,11,-4.744,0,0.0462,0.0326,0.0503,0.0552,0.962,129.993,4
174,"0nmxH6IsSQVT1YEsCB9UMi","R. Kelly","Ignition (Remix)",187733,"The R. In R&B Collection: Volume 1",5,"2003-09-11",23,0.787,0.527,1,-6.981,1,0.0512,0.0615,0,0.0656,0.807,133.107,4
175,"1DFD5Fotzgn6yYXkYsKiGs","MEDUZA","Piece Of Your Heart",152913,"Piece Of Your Heart",1,"2019-02-01",1,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4
176,"3W2ZcrRsInZbjWylOi6KhZ","Disclosure","You & Me - Flume Remix",282812,"Settle (Special Edition)",34,"2013-06-03",37,0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,4
177,"1FHNctV68GUNLgXclG2DtR","Toploader","Dancing in the Moonlight",233373,"Dancing In The Moonlight: The Best Of Toploader",1,"2009-04-22",15,0.639,0.845,0,-3.333,0,0.0372,0.0528,0,0.336,0.871,119.48,4
178,"3Dv1eDb0MEgF93GpLXlucZ","Doja Cat","Say So",237893,"Hot Pink",5,"2019-11-07",12,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4
179,"5TBsLU9TSxjDLzMpsEgJsv","Sofi Tukker","Drinkee",299294,"Drinkee",1,"2016-04-21",1,0.771,0.691,2,-7.593,1,0.0495,0.049,0.625,0.134,0.339,115.011,4
180,"0sf12qNH5qcw8qpgymFOqD","The Weeknd","Blinding Lights",201573,"Blinding Lights",1,"2019-11-29",1,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,4
181,"1SqvnNuECvid6XdiJ9OCH5","L D R U","Keeping Score (feat. Paige IV)",182950,"Keeping Score (feat. Paige IV)",1,"2015-09-25",1,0.629,0.618,5,-5.51,0,0.0918,0.0245,0,0.0938,0.644,92.071,4
182,"2Wo6QQD1KMDWeFkkjLqwx5","SAINt JHN","Roses - Imanbek Remix",176218,"Roses (Imanbek Remix)",1,"2019-09-13",1,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,4
183,"5iAxcPoyxt0HWU5sZToqe5","Lime Cordiale","Robbery",223233,"14 Steps To A Better You",2,"2020-07-10",14,0.685,0.748,3,-7.558,0,0.0959,0.306,0.105,0.183,0.879,152.949,4
184,"3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now",183290,"Future Nostalgia",2,"2020-03-27",11,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4
185,"0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights",200040,"After Hours",9,"2020-03-20",14,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4
186,"5p1ex0pXv6jSPJ6QbumQpD","MEDUZA","Piece Of Your Heart",152913,"Piece Of Your Heart",1,"2019-02-01",1,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4
187,"5nujrmhLynf4yMoMtj8AQF","Dua Lipa","Levitating (feat. DaBaby)",203064,"Future Nostalgia",12,"2020-03-27",13,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4
188,"0b6wdul3A5sQNpIOv03OxP","Duke Dumont","Ocean Drive",206320,"Ocean Drive",1,"2015-07-31",1,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,4
189,"0g5EKLgdKvNlln7TNqBByK","DJ Snake","Middle",220573,"Encore",2,"2016-08-05",14,0.583,0.695,9,-5.336,1,0.0423,0.0141,0,0.0527,0.224,104.879,4
190,"5wldXGLEOoRXxMWJ8rIUWE","Major Lazer","Lean On",176561,"Peace Is The Mission",4,"2015-06-01",9,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
191,"21RzyxY3EFaxVy6K4RqaU9","Loud Luxury","Body",163216,"Body",1,"2017-10-27",1,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,4
192,"4I2ENHg65RuKifEHdD0kMu","Stromae","Alors On Danse",214200,"Alors On Danse",1,"2010-01-01",5,0.683,0.866,1,-3.534,0,0.128,0.127,4.84e-06,0.0631,0.672,119.866,4
193,"5iUQMwxUPdJBFeGkePtM66","Mac Miller","Dang! (feat. Anderson .Paak)",305350,"The Divine Feminine",2,"2016-09-16",10,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,4
194,"6A6qBFJHid4WutQu6HHEZt","Empire of the Sun","Walking On A Dream",198440,"Walking On A Dream (Special Edition)",2,"2009-01-01",22,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,4
195,"0G4z7rIGIpPNidKoyulOKA","Marcus Marr","The Trouble With Us",222066,"The Trouble With Us",1,"2015-10-16",1,0.826,0.733,2,-4.935,1,0.0625,0.329,0.000924,0.159,0.852,121.099,4
196,"06WnUZymWyJamDivTWqJZA","Flume","Drop The Game",221894,"Lockjaw",1,"2013-11-22",3,0.559,0.67,7,-4.985,1,0.0474,0.592,0.000184,0.171,0.438,78.957,4
197,"6myDPrp86x4Lhyp5aqU0EV","Hilltop Hoods","Cosby Sweater",217720,"Walking Under Stars",3,"2014-08-08",12,0.794,0.81,3,-7.963,1,0.0422,0.629,1.73e-06,0.0888,0.802,125.252,4
198,"2HJQcyUpmUuvzS5vBAICIc","ZHU","Working For It",231813,"GENERATIONWHY",14,"2016-07-29",14,0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951,4
199,"5HGxLtYxTriF7mMiriSpaz","RÜFÜS DU SOL","You Were Right",239417,"Bloom",4,"2016-01-22",11,0.708,0.793,5,-5.426,0,0.0342,0.0136,0.00221,0.118,0.734,122.006,4
200,"0UeYCHOETPfai02uskjJ3x","Bag Raiders","Shooting Stars",235813,"Bag Raiders (Deluxe)",3,"2011-01-01",25,0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,4
201,"10yY7i70r9wtllofw0GIpx","Fatboy Slim","Praise You",324240,"You've Come a Long Way Baby",9,"1998-10-19",11,0.602,0.893,1,-8.657,1,0.0484,0.0897,0.271,0.194,0.516,109.711,4
202,"1XNvUrCop20hAWfROW1CoV","Dizzee Rascal","Dance Wiv Me - Radio Edit",203571,"Dance Wiv Me",1,"2008",3,0.887,0.66,11,-6.116,1,0.0419,0.0486,1.14e-06,0.123,0.693,112.01,4
203,"4HlsGB3QShEMkbxhAYXkTt","Dizzee Rascal","Bonkers - Radio Edit",177573,"Tongue N' Cheek",1,"2009-09-25",11,0.624,0.977,11,-3.34,0,0.22,0.00615,0,0.253,0.74,126.127,4
204,"20I8RduZC2PWMWTDCZuuAN","Franz Ferdinand","Take Me Out",237026,"Franz Ferdinand",3,"2004-02-16",11,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4
205,"3dPQuX8Gs42Y7b454ybpMR","The White Stripes","Seven Nation Army",232106,"Elephant",1,"2003-04-01",14,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4
206,"0yEhNqCwEfy8LHUmnZoHpP","The Dandy Warhols","Bohemian Like You",211706,"Thirteen Tales From Urban Bohemia",10,"2000-01-01",13,0.584,0.931,9,-6.158,1,0.0344,0.00315,0.772,0.133,0.694,131.275,4
207,"4JHg4nNYUJQ5HULcCmI18R","Two Door Cinema Club","What You Know",189693,"Tourist History",8,"2010-03-01",10,0.549,0.754,6,-4.011,0,0.0407,0.000675,6.24e-06,0.0912,0.828,139.052,4
208,"5cY8y2XgOfkAh4kSWLFKkz","Panic! At The Disco","I Write Sins Not Tragedies",185586,"A Fever You Can't Sweat Out",10,"2005-09-27",13,0.566,0.815,9,-4.481,0,0.14,0.0737,0,0.12,0.672,169.961,4
209,"7j31rVgGX9Q2blT92VBEA0","My Chemical Romance","Teenagers",161920,"The Black Parade",11,"2006-10-23",14,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,4
210,"5gb9UJkh8TfrNMRYOJNbew","The All-American Rejects","Gives You Hell",213106,"When The World Comes Down",4,"2008-01-01",12,0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,4
211,"3oottQLMDiQdTwEYXnU6fj","We The Kings","Check Yes Juliet (Run Baby Run)",220146,"We The Kings",3,"2010-09-03",13,0.347,0.916,2,-4.197,1,0.0741,0.00287,0,0.159,0.369,166.874,4
212,"6WrnSlcN0dzTO80mVVbBto","Franz Ferdinand","Do You Want To",215000,"You Could Have It So Much Better",2,"2005-10-03",13,0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,4
213,"1HNE2PX70ztbEl6MLxrpNL","Sum 41","In Too Deep",207093,"All Killer, No Filler",7,"2001-01-01",13,0.568,0.844,9,-5.875,1,0.0505,0.000189,0,0.0607,0.766,116.046,4
214,"04caEZhAsQKnWqKsMwk9ud","Foals","My Number",238853,"Holy Fire",3,"2013-01-31",18,0.639,0.715,6,-8.954,0,0.0392,0.0243,0.000552,0.619,0.813,128.072,4
215,"6JY1IdkZGeIcPegKxjSKeb","Kelly Clarkson","Since U Been Gone",188960,"Breakaway",2,"2004",12,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,4
216,"4ECvB9frSDegHfKNRh9dwT","The Veronicas","4ever",208973,"The Secret Life Of...",1,"2005-10-18",12,0.581,0.857,5,-2.21,0,0.0627,0.00168,0.000166,0.0967,0.565,145.941,4
217,"3QHPHLAkYV5cQBUYs6rowx","Kanye West","Gold Digger",207626,"Late Registration",4,"2005-01-01",22,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,4
218,"41on8RwRh22IHcChAN2gm8","Estelle","American Boy (feat. Kanye West)",284733,"Shine",3,"2008-03-28",12,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,4
219,"0I3q5fE6wg7LIfHGngUTnV","Outkast","Ms. Jackson",270506,"Stankonia",5,"2000-10-31",24,0.843,0.806,4,-5.946,0,0.269,0.143,0,0.0771,0.613,94.948,4
220,"19qn6oU2t0E72ENA0aWNsX","P!nk","So What",215160,"Funhouse: The Tour Edition",1,"2008",14,0.535,0.888,11,-3.1,1,0.0446,0.000304,2.17e-06,0.324,0.451,126.011,4
221,"0sWXjRFc91iTzq3fR1ce0t","Disclosure","Latch",255631,"Settle (Deluxe Version)",3,"2013-01-01",18,0.727,0.726,1,-5.453,1,0.0989,0.0155,9.1e-05,0.0899,0.591,121.989,4
222,"2CEgGE6aESpnmtfiZwYlbV","Taio Cruz","Dynamite",202613,"The Rokstarr Hits Collection",1,"2010-01-01",15,0.751,0.783,4,-3.724,1,0.0859,0.00379,0,0.036,0.816,119.975,4
223,"3Zwu2K0Qa5sT6teCCHPShP","Fall Out Boy","Thnks fr th Mmrs",203506,"Infinity On High",7,"2007-01-01",19,0.459,0.891,10,-5.057,0,0.0623,0.00511,0,0.106,0.588,154.837,4
224,"2TdDRjNiF1HuRvnclprnce","MIKA","Grace Kelly",187733,"Life In Cartoon Motion",1,"2007-01-01",14,0.677,0.824,0,-5.752,1,0.0449,0.0268,0.0164,0.363,0.696,122.223,4
225,"0iGckQFyv6svOfAbAY9aWJ","Katy Perry","Hot N Cold",220226,"One Of The Boys",7,"2008-06-17",13,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,4
226,"7CiS6ZX1Acw2Pl6Au36AD2","Black Eyed Peas","Let's Get Retarded",215920,"Elephunk",3,"2003",15,0.92,0.695,11,-4.364,0,0.235,0.0772,0,0.11,0.632,105.017,4
227,"6BLLQndvA0rLbLcIZmuuEJ","Good Charlotte","I Don't Wanna Be In Love (Dance Floor Anthem)",244000,"Good Morning Revival",4,"2008-05-20",14,0.64,0.884,6,-2.609,1,0.0428,0.0226,0,0.187,0.573,124.968,4
228,"70wYA8oYHoMzhRRkARoMhU","The Killers","When You Were Young",220426,"Sam's Town",3,"2006-09-27",12,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,4
229,"6PwjJ58I4t7Mae9xfZ9l9v","The Killers","Somebody Told Me",197200,"Hot Fuss",4,"2004",12,0.497,0.97,10,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,4
230,"7BHPGtpuuWWsvE7cCaMuEU","The Kooks","Naive",203506,"Inside In / Inside Out",9,"2006-01-01",14,0.391,0.808,8,-6.209,0,0.0892,0.0759,0,0.149,0.737,100.304,4
231,"5rb9QrpfcKFHM1EUbSIurX","Usher","Yeah! (feat. Lil Jon & Ludacris)",250373,"Confessions (Expanded Edition)",2,"2004-03-23",21,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,4
232,"1bM50INir8voAkVoKuvEUI","Usher","OMG (feat. will.i.am)",269493,"Raymond v Raymond (Expanded Edition)",6,"2010-03-30",22,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,4
233,"0KTsmr6JOuhxZuiXUha1xC","Justin Bieber","Beauty And A Beat",227986,"Believe (Deluxe Edition)",10,"2012-01-01",17,0.601,0.845,0,-4.711,1,0.0653,0.00116,0.0001,0.0653,0.662,127.97,4
234,"01agKeBhkaFQuGJkVzdI2K","Sticky Fingers","Gold Snafu",218902,"Land Of Pleasure",5,"2014-08-01",12,0.66,0.849,0,-5.97,1,0.029,0.00458,0.000107,0.0878,0.839,102.003,4
235,"74ciVAMC3GuSkEVTLIIqBS","Peking Duk","High - Original Mix",228000,"High",1,"2014-03-17",1,0.525,0.803,0,-4.052,0,0.0492,0.00129,0.000868,0.29,0.383,100.094,4
236,"7m2g1kKuF7Tre2PzjK3Lnh","Kylie Minogue","Can't Get You out of My Head",230640,"Fever",3,"2001-10-01",13,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,4
237,"3AjyOYxBv8bByfBtG5o9dP","Miley Cyrus","See You Again",190453,"Meet Miley Cyrus",1,"2007-06-26",10,0.692,0.911,9,-5.098,0,0.177,0.015,7.71e-05,0.112,0.8,138.975,4
238,"023H4I7HJnxRqsc9cqeFKV","Duke Dumont","I Got U",285596,"I Got U",1,"2014-01-01",1,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,4
239,"3wKKkGVn7cVSfgPeYYIiXG","Chris Brown","Kiss Kiss (feat. T-Pain)",250666,"Exclusive (Expanded Edition)",2,"2007-11-06",18,0.729,0.658,10,-3.386,0,0.225,0.0506,0,0.0693,0.551,140.043,3
240,"0gnyAfjj9sxtXmpcAf3AKu","M83","Midnight City",243960,"Hurry Up, We're Dreaming",2,"2011-10-14",22,0.519,0.728,11,-5.41,0,0.0388,0.0188,1.53e-06,0.0656,0.248,105.028,4
241,"07q0QVgO56EorrSGHC48y3","KISS","I Was Made For Lovin' You",271240,"Dynasty",1,"1979-03-23",9,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,4
242,"1A5V1sxyCLpKJezp75tUXn","Semisonic","Closing Time",274160,"20th Century Masters: The Millennium Collection: Best Of Semisonic",1,"2003-01-01",12,0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,4
243,"3OOFEF20WqtsUPcRbPY3L7","CAKE","Short Skirt / Long Jacket",204133,"Comfort Eagle",4,"2001-07-23",11,0.778,0.899,2,-6.552,1,0.0451,0.0028,0.0345,0.0263,0.881,119.995,4
244,"1Cwsd5xI8CajJz795oy4XF","New Radicals","You Get What You Give",300773,"Maybe You've Been Brainwashed Too",2,"1998-01-01",12,0.621,0.901,2,-5.396,1,0.0302,0.17,0,0.0875,0.744,113.967,4
