"n","id","artist_name","name","duration_ms","album_name","track_number","release_date","total_tracks","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
123,"2NEBP8SXEqwZt2PRdPXXuy","David Lee Murphy","Everything's Gonna Be Alright",229573,"No Zip Code",3,"2018-04-06",11,0.764,0.587,5,-7.002,0,0.0298,0.0721,6.45e-06,0.094,0.494,89.98,4
124,"5CG9Ps5ynNjpKJHmwc95pa","Dierks Bentley","Somewhere On A Beach",197120,"Black",5,"2016-06-10",13,0.569,0.638,7,-6.557,1,0.0291,0.000547,0,0.0848,0.438,144.042,4
125,"5slddJ629YcePvqD6Uyk8r","Blake Shelton","I Lived It",219600,"Texoma Shore",11,"2017-11-03",11,0.557,0.571,10,-8.106,1,0.0281,0.476,0.00114,0.101,0.392,80.981,4
126,"10M2Ex445zw585Ducldzkw","Brett Young","In Case You Didn't Know",224853,"Brett Young",4,"2017-02-10",12,0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,4
127,"0s6OWiWGuiCcm1Muzch5A8","Chris Janson","Fix a Drink",188933,"EVERYBODY",5,"2017-09-22",12,0.563,0.887,1,-5.013,1,0.0857,0.0297,0,0.352,0.794,158.05,4
128,"0r8iDf65NHgFgZOGLwj5r8","Dierks Bentley","What Was I Thinkin'",260826,"Dierks Bentley",1,"2003-01-01",13,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,4
129,"7I5fYc4qKJddht8Ozhqqdx","Old Dominion","Snapback",206506,"Meat and Candy",1,"2015-11-06",11,0.687,0.793,5,-3.577,1,0.0333,0.302,3.46e-06,0.1,0.673,100.993,4
130,"7pxhKtuTwofDIdgHx2DcVK","Dustin Lynch","Seein' Red",194893,"Current Mood",2,"2017-09-08",13,0.651,0.808,1,-4.731,0,0.0435,0.054,0,0.0482,0.858,100.993,4
131,"7A8OfzqXBHYGk61FZTHoeo","Lee Brice","Boy",198973,"Lee Brice",4,"2017-11-03",15,0.498,0.408,6,-7.946,1,0.0331,0.644,0,0.0993,0.383,78.942,4
132,"6E9V9TRlVOLjenGjHemzEH","Lee Brice","Hard To Love",224293,"Hard 2 Love",1,"2012-04-24",13,0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,4
133,"6XD3HMATLswheYevIfKkSi","Easton Corbin","All Over The Road",163066,"All Over The Road",1,"2012-01-01",11,0.491,0.841,5,-3.579,1,0.0421,0.0471,0,0.0886,0.721,199.851,4
134,"6MoyiRPmFwVnkhaZhkyksG","Keith Anderson","Pickin' Wildflowers",185920,"Pickin' Wildflowers",1,"2005-01-03",1,0.561,0.716,8,-3.341,1,0.0291,0.0353,0,0.122,0.667,152.089,4
135,"0twloQAnQbMRwCy9uDW8Q8","Trace Adkins","Still a Soldier",197106,"Something's Going On",10,"2017-03-31",12,0.542,0.709,6,-5.798,0,0.0392,0.00801,0,0.154,0.436,96.986,4
136,"0WyFpxYlBCgH1gMXd26OOr","Cole Swindell","Flatliner (feat. Dierks Bentley)",177066,"You Should Be Here",1,"2016-05-06",12,0.555,0.896,0,-3.295,1,0.0388,0.00434,0,0.145,0.578,114.995,4
137,"01ZepwW5W3Z4fwl4bzaHyY","Brantley Gilbert","Kick It In The Sticks",225746,"Halfway To Heaven (Deluxe Edition)",5,"2010",15,0.493,0.843,8,-5.924,0,0.0707,0.00507,0,0.13,0.523,158.028,4
138,"46ZfPS5VpSQVU5gb82hg3K","Florida Georgia Line","Anything Goes",218866,"Anything Goes",1,"2014-10-14",12,0.458,0.976,0,-3.791,1,0.0459,0.00182,0,0.193,0.76,154.007,4
139,"6aNwDe5YH5YUPlpHkku52w","Frankie Ballard","Sunshine & Whiskey",182400,"Sunshine & Whiskey",2,"2014-04-03",11,0.67,0.737,9,-6.794,1,0.0434,0.223,0,0.325,0.754,92.983,4
140,"3I7krC8kr0gFR7P6vInR1I","Billy Currington","Do I Make You Wanna",234306,"Summer Forever",9,"2015-06-02",12,0.553,0.747,9,-5.432,1,0.0279,0.106,0,0.154,0.521,90.012,4
141,"3DV49ruvI5Sl6iisPZAc2c","Dylan Scott","Hooked",149293,"Dylan Scott (Deluxe Edition)",5,"2017-08-04",16,0.597,0.721,9,-6.422,1,0.0356,0.0362,0,0.0832,0.437,132.054,4
142,"498ZVInMGDkmmNVpSWqHiZ","Florida Georgia Line","May We All",226173,"Dig Your Roots",6,"2016-08-26",15,0.514,0.918,7,-4.306,1,0.0365,0.0409,0,0.342,0.64,150.033,4
143,"0w3Q14i073jLoew1hgJkwD","Jon Pardi","Heartache On The Dance Floor",205200,"California Sunrise",9,"2016-05-13",12,0.596,0.834,9,-4.308,1,0.0474,0.0563,0,0.0866,0.618,116.0,4
144,"454JIJlQ8GvrCoBvSfq3KA","Brantley Gilbert","Country Must Be Country Wide",214826,"Halfway To Heaven (Deluxe Edition)",8,"2010",15,0.409,0.765,11,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,4
145,"4T5Z4mbTe7kuGqgLpaRtTh","Jason Aldean","Any Ol' Barstool",203293,"They Don't Know",12,"2016-09-09",15,0.536,0.722,4,-4.163,1,0.0284,0.312,0,0.117,0.499,143.78,4
146,"6n6OQfBpCgzF9oEg8zhBN7","Kenny Chesney","Get Along",199625,"Songs for the Saints",3,"2018-07-27",11,0.632,0.804,7,-6.109,1,0.0503,0.101,0,0.17,0.35,92.456,4
147,"0O1x2tRm8ZpfDbcpOWZp7z","Jake Owen","American Country Love Song",199746,"American Love",11,"2016-07-29",11,0.529,0.891,8,-4.36,1,0.043,0.0457,0,0.0942,0.329,104.031,4
148,"53Dj5PCDhb22qWqmre3YQs","Chris Young","Aw Naw",188706,"A.M.",1,"2013-09-16",11,0.652,0.859,2,-3.746,1,0.0358,0.0639,0,0.0777,0.491,109.971,4
149,"4gB7HrYHbJVJ5RFOjxmoq4","Luke Combs","One Number Away",221800,"This One's for You",6,"2017-06-02",12,0.544,0.781,6,-6.16,0,0.0311,0.00585,0,0.191,0.527,144.075,4
150,"2yQZwi1P8AkkxxFhQ8rMEK","LANCO","Greatest Love Story",222573,"Hallelujah Nights",4,"2018-01-19",11,0.669,0.617,10,-8.72,1,0.057,0.401,0,0.119,0.621,147.992,4
151,"5w3NgfV8v1nNZFLUBlGHIL","Luke Bryan","Light It Up",177305,"What Makes You Country",3,"2017-12-08",15,0.608,0.928,6,-2.724,0,0.0883,0.133,0,0.103,0.738,130.012,4
152,"5AnSllIrgGsCZzZJkVnApx","Chase Rice","Eyes On You",182493,"Lambs & Lions",4,"2017-11-17",10,0.606,0.652,9,-6.982,1,0.0281,0.323,0,0.201,0.476,97.155,4
153,"0XjXQDJpajDzCdpazp1562","Jake Owen","Eight Second Ride",187320,"Easy Does It",2,"2009-02-24",10,0.645,0.843,0,-4.072,1,0.0475,0.104,0,0.249,0.534,92.357,3
154,"4HFNGbVmsMV5lHUvDuXLkl","Lee Brice","Parking Lot Party",207893,"Hard 2 Love",4,"2012-04-24",13,0.54,0.86,1,-5.763,1,0.081,0.00646,0,0.629,0.856,171.72,4
155,"0h3DPHckCUqcWswjVMvdE9","Jason Aldean","The Only Way I Know (with Luke Bryan and Eric Church)",193186,"Night Train",6,"2012-10-16",15,0.511,0.798,7,-4.314,1,0.0498,0.227,6.51e-06,0.184,0.607,183.303,4
156,"19DnL1HnJiijuEfaiS0Eus","Dierks Bentley","Sideways",184160,"Feel That Fire",2,"2009-01-01",12,0.624,0.915,5,-2.627,0,0.0364,0.141,0,0.386,0.815,108.046,3
157,"4PyKicaf5RL5tlidl6ZMO5","Craig Morgan","Bonfire",179706,"That's Why",2,"2008",10,0.426,0.917,0,-2.968,1,0.103,0.119,0,0.153,0.506,175.716,4
158,"4x7Di9FZJXJoxHjLxjImmp","Dustin Lynch","Hell Of A Night",190426,"Where It's At",1,"2014-09-09",15,0.499,0.797,2,-4.845,1,0.0402,0.00472,0,0.297,0.591,85.054,4
159,"5jROdl6MhcmP3O7h2sVgtw","Chris Stapleton","Parachute",253200,"Traveller",4,"2015-05-04",14,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,4
160,"6o1Z2MVv2byORiceryikjj","Eli Young Band","Drunk Last Night",218360,"Drunk Last Night",1,"2013-01-01",1,0.518,0.865,7,-4.238,1,0.0338,0.0352,0,0.102,0.545,87.019,4
161,"5ksoJlQJtduEkwQTo7UN7X","Dustin Lynch","Cowboys and Angels",227720,"Dustin Lynch",3,"2012-08-21",13,0.355,0.55,10,-5.772,1,0.0285,0.245,3.2e-05,0.0979,0.26,73.842,4
162,"77dcKrzRUI02XjHd2okARp","Hank Williams, Jr.","A Country Boy Can Survive",255000,"The Pressure Is On",1,"1981",10,0.688,0.459,7,-9.353,1,0.0365,0.144,0,0.0816,0.493,75.184,4
163,"2VV9KHwOfrS7ZOEzPZJFLJ","Hank Williams, Jr.","If Heaven Ain't A Lot Like Dixie",164600,"High Notes",1,"1982",10,0.729,0.553,5,-8.983,1,0.085,0.266,0,0.0809,0.935,78.085,4
164,"2Y48Q7HryWdPJZypJotjlJ","Kenny Chesney","The Boys of Fall",391853,"Hemingway's Whiskey",1,"2010-09-28",11,0.503,0.648,7,-6.243,1,0.027,0.227,0.00124,0.378,0.39,147.942,4
165,"3uWtFB1m61OqYpgzD7CDcX","Colt Ford","Outshine Me",232289,"Thanks for Listening",10,"2014-07-01",12,0.754,0.778,9,-5.536,1,0.0603,0.00391,0,0.279,0.943,132.013,4
166,"5gTWvPbdGBBijcIHueACbv","Kane Brown","American Bad Dream",198000,"Experiment",11,"2018-11-09",13,0.579,0.771,10,-5.497,0,0.038,0.03,1.63e-06,0.298,0.609,140.196,4
167,"2Fk0WwAqTBesLtKg97nojy","Thomas Rhett","Crash and Burn",190733,"Tangled Up",2,"2015-01-01",13,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,4
168,"5ZManJDV3CexO66nRCkdiV","Old Dominion","Break Up with Him",207733,"Meat and Candy",8,"2015-11-06",11,0.617,0.632,8,-5.381,1,0.0371,0.0675,0,0.108,0.564,151.988,4
169,"4PJXT82AZtlDW4Q71b43oz","David Nail","Whatever She's Got",236800,"I'm A Fire",1,"2014-01-01",11,0.527,0.723,1,-6.134,1,0.0411,0.217,0,0.037,0.888,160.465,4
170,"1N7qGCKRRnvjoy8MGyHgpS","Blake Shelton","Came Here to Forget",220413,"If I'm Honest",5,"2016-05-20",15,0.613,0.667,1,-6.874,0,0.029,0.356,1.29e-05,0.111,0.481,130.023,4
171,"1V8Z5giZUe70UNPySLTD0N","Zac Brown","It Goes On",204750,"It Goes On",1,"2018-01-16",1,0.508,0.513,1,-7.988,0,0.0265,0.647,0.000131,0.0828,0.123,89.724,4
172,"4a2uqVlpRChHj32EjJLu7G","Tyler Childers","Nose On The Grindstone (OurVinyl Sessions)",204000,"Tyler Childers | OurVinyl Sessions",1,"2017-05-30",3,0.488,0.284,10,-11.039,1,0.0551,0.735,0,0.319,0.398,149.952,3
173,"1ruOd1K8fPwhz0AOgGc7yg","Granger Smith","They Were There",204853,"They Were There, A Hero's Documentary (Original Motion Picture Soundtrack)",1,"2018-11-30",11,0.45,0.907,11,-4.601,0,0.0665,0.0501,0,0.216,0.446,175.905,4
174,"6s3dgEQgen7G85NtYUTEbD","Gary Allan","Every Storm (Runs Out Of Rain)",225640,"Set You Free",2,"2013",12,0.525,0.693,0,-6.972,1,0.0327,0.046,9.55e-06,0.247,0.363,107.012,4
175,"63w0QA1wiV7QhF9jeiHETF","Love and Theft","Angel Eyes",186626,"Love and Theft",1,"2012-07-24",11,0.656,0.696,8,-5.917,1,0.0261,0.0134,0,0.0753,0.966,108.015,4
176,"4Pn0JlCUusD2QHjADuOzuV","Tim McGraw","Humble And Kind",259266,"Damn Country Music",11,"2015-01-01",11,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,3
177,"2TAcwD5KcV9uY3O1tLGV15","Thompson Square","Are You Gonna Kiss Me Or Not",184920,"Thompson Square",2,"2011-02-08",12,0.485,0.701,8,-3.807,1,0.0288,0.039,0,0.0977,0.613,151.948,4
178,"4U5DDEuYdoMm4Xv9yklrWu","Russell Dickerson","Yours",221280,"Yours",1,"2015-07-23",1,0.568,0.796,11,-5.308,1,0.0313,0.12,0,0.084,0.573,133.975,4
179,"6zLdXcmvIxnAXpz9sXFnIE","Thomas Rhett","Craving You",227373,"Craving You",1,"2017-03-31",1,0.612,0.841,9,-3.795,0,0.0353,0.000907,0,0.37,0.499,104.986,4
180,"0JCjhCdqvVQ8am5x689TL0","Chase Rice","Gonna Wanna Tonight",213735,"Ignite the Night",8,"2014-08-19",14,0.581,0.783,2,-6.667,1,0.0405,0.0707,0.00014,0.0875,0.604,125.948,4
181,"3xdjjKMcMOFgo1eQrfbogM","Darius Rucker","Wagon Wheel",298373,"True Believers",3,"2013-01-01",12,0.537,0.66,9,-7.174,1,0.0296,0.455,0,0.135,0.574,148.096,4
182,"30MM5jWpUmOxtTNd9Ey5LZ","Thomas Rhett","Unforgettable",157080,"Life Changes",2,"2017-09-08",14,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,4
183,"38gZVjeaeR3gcnCzziAxBm","Cole Swindell","Middle of a Memory",226306,"You Should Be Here",2,"2016-05-06",12,0.531,0.746,11,-4.228,1,0.0329,0.0972,0,0.102,0.304,139.788,4
184,"0OlS52TmtK2gPaEtdmr7DN","Old Dominion","No Such Thing as a Broken Heart",176893,"Happy Endings",1,"2017-08-25",12,0.651,0.782,8,-4.295,1,0.0718,0.295,0,0.107,0.945,171.987,4
185,"5y2pNuAvWcPKiORZ12e44S","David Nail","Night's On Fire",189733,"Fighter",2,"2016-07-15",11,0.54,0.776,4,-4.155,1,0.043,0.243,0,0.378,0.784,164.046,4
186,"2SEsRxNSXidnMOZoTEzX1k","Jason Aldean","Tattoos on This Town",202466,"My Kinda Party",1,"2010-11-02",15,0.359,0.784,7,-4.404,1,0.0438,0.0181,2.72e-05,0.0989,0.444,78.494,4
187,"4whYDpJ5XVQpmvecbEHP5Q","Dustin Lynch","Where It's At",204186,"Where It's At",5,"2014-09-09",15,0.557,0.737,3,-5.75,1,0.0476,0.0142,0,0.314,0.817,158.05,4
188,"4LiMQ6G9n84rDUBs9wtwz6","Jordan Davis","Singles You Up",182666,"Home State",5,"2018-03-23",12,0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,4
189,"6IFPfV8PNSYOmufzQ95hmm","Florida Georgia Line","Confession",190640,"Anything Goes",10,"2014-10-14",12,0.549,0.878,1,-5.066,1,0.0358,0.106,6.07e-05,0.176,0.44,104.98,4
190,"7px4t7HGiuMUvFkEOpZEwp","Old Dominion","Song for Another Time",191826,"Meat and Candy",9,"2015-11-06",11,0.498,0.804,11,-3.995,1,0.0332,0.125,0,0.167,0.697,166.054,4
191,"1nIyZKYmUsbEowiizbyr2Q","Thomas Rhett","Star Of The Show",182600,"Tangled Up (Deluxe / Big Machine Radio Release Special)",28,"2016-10-27",36,0.696,0.641,7,-5.807,1,0.0261,0.142,0,0.132,0.664,101.981,4
192,"3y1t2sEahs8idFz2tiYNPO","Cole Swindell","Let Me See Ya Girl",187586,"Cole Swindell",5,"2014-02-18",12,0.523,0.834,6,-3.561,1,0.0281,0.254,0,0.393,0.445,92.99,4
193,"23EkfwUdsRIz7jAZIcC8gb","Brothers Osborne","Stay A Little Longer",335480,"Pawn Shop",3,"2016-01-15",11,0.557,0.886,6,-5.356,1,0.0302,0.0377,0.108,0.163,0.545,96.989,4
194,"2lFtnEmkIPm2ClN55e2chV","Dierks Bentley","Black",211160,"Black",1,"2016-06-10",13,0.652,0.654,1,-6.69,1,0.0377,0.252,0.000553,0.117,0.605,120.019,4
195,"0iA1unTbTbDOWUSlbwJ1pS","Billy Currington","It Don't Hurt Like It Used To",184506,"Summer Forever",7,"2015-06-02",12,0.558,0.818,8,-4.07,1,0.0403,0.071,0,0.21,0.453,81.034,4
196,"17X2tSzibD9n9QRjdExcWT","Jason Aldean","Fly Over States",218200,"My Kinda Party",6,"2010-11-02",15,0.487,0.736,7,-3.269,1,0.0326,0.069,0,0.114,0.184,81.587,4
197,"6gXuwld0PRtinePSXV2Vn1","Chris Lane","Fix",190240,"Girl Problems",1,"2016-07-12",12,0.532,0.883,0,-2.743,0,0.0352,0.0951,0,0.304,0.7,99.995,4
198,"3bzE57iNavJJxXL9GgBiOK","Jason Aldean","They Don't Know",195306,"They Don't Know",7,"2016-09-09",15,0.434,0.921,10,-2.248,0,0.0688,0.0207,0.00209,0.116,0.426,171.945,4
199,"6W9W8dSswA8KNegvl3W97V","Chris Young","Think of You",218946,"I'm Comin' Over",3,"2015-11-13",11,0.616,0.893,11,-3.588,1,0.0375,0.000937,0,0.111,0.567,111.959,4
200,"63u5QGp9dKXAoYTVKUKBYn","Gary Allan","Watching Airplanes",242946,"Living Hard",1,"2007-01-01",11,0.374,0.711,11,-3.587,1,0.0354,0.547,4.12e-05,0.147,0.468,160.001,4
201,"4xVDPALIbZnB4bvfsbQphg","Trace Adkins","Proud To Be Here",225000,"Proud To Be Here (Deluxe Edition)",1,"2011-01-01",14,0.571,0.523,10,-6.05,1,0.0375,0.137,0.00415,0.27,0.512,80.055,4
202,"2WQAknZHrJAEQOFXe0F44P","Blake Shelton","Austin",230333,"Blake Shelton",4,"2001-07-31",10,0.605,0.609,7,-7.063,1,0.0278,0.188,0,0.0982,0.275,119.914,4
203,"28ZUoSyOdNswEdokyJs07B","Darryl Worley","If Something Should Happen",279560,"Darryl Worley",4,"2004-01-01",12,0.557,0.608,4,-8.702,1,0.0377,0.276,1.75e-06,0.0718,0.282,159.068,4
204,"5vCgOg9VqRaAUbnflCO6P3","Keith Urban","Cop Car",256746,"Fuse (Deluxe Edition)",3,"2013-01-01",16,0.538,0.664,1,-6.318,1,0.0392,0.193,0,0.0918,0.366,154.033,4
205,"3mHAyclWdtFASQuobdnDf8","Justin Moore","Til My Last Day",234026,"Outlaws Like Me",11,"2011-01-01",13,0.577,0.761,9,-5.34,1,0.0358,0.0377,0,0.116,0.599,104.991,4
206,"3gVRILe7XCyNakb6sy5umX","Jason Aldean","When She Says Baby",171120,"Night Train",2,"2012-10-16",15,0.673,0.76,0,-5.126,1,0.0361,0.0682,0.000116,0.309,0.807,113.063,4
207,"63thx7OANplv4I4BQsanHk","Cole Swindell","You Should Be Here",190173,"You Should Be Here",8,"2016-05-06",12,0.489,0.641,7,-4.455,1,0.0282,0.0592,0,0.0857,0.303,136.095,4
208,"3esPcn43N0CytAtcY9V30C","Jason Aldean","A Little More Summertime",219546,"They Don't Know",2,"2016-09-09",15,0.482,0.823,9,-4.446,1,0.0661,0.0386,3.69e-05,0.0948,0.451,167.665,4
209,"3T6MAweakkNrMYs8jZIWtg","Brett Young","Like I Loved You",207186,"Brett Young",3,"2017-02-10",12,0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,4
210,"43lL05gZ1DqG4YJ74rCPmM","Joe Nichols","Yeah",231026,"Crickets",1,"2013-10-08",16,0.404,0.845,11,-4.647,1,0.049,0.00637,1.34e-05,0.357,0.591,165.703,4
211,"08wJ1B9yu9sPeoRa5fbpr3","Brothers Osborne","It Ain't My Fault",216800,"Pawn Shop",11,"2016-01-15",11,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,4
212,"66rVt7PbwyKlu6CK6rxyAi","Eric Paslay","Friday Night",167213,"Eric Paslay",2,"2014-01-01",11,0.657,0.841,9,-4.188,1,0.0452,0.16,0,0.177,0.722,120.009,4
213,"0N9uZRrJQ3lO5TmInEjLxc","Chris Lane","Take Back Home Girl (feat. Tori Kelly)",212106,"Laps Around The Sun",1,"2018-07-13",14,0.493,0.796,11,-3.971,1,0.0691,0.39,0,0.0957,0.644,159.988,4
214,"69DR48pXzSabFUfQfDDJDb","Thomas Rhett","Make Me Wanna",225066,"It Goes Like This",6,"2013-01-01",12,0.545,0.818,9,-6.38,1,0.0541,0.0369,0,0.101,0.679,109.019,3
215,"609qKv3KPAbdtp0LQH2buA","Blake Shelton","I'll Name the Dogs",183640,"Texoma Shore",1,"2017-11-03",11,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392,4
216,"6n8867qPhHITHka3ZJYjr8","Granger Smith","The Country Boy Song (feat. Earl Dibbles Jr.)",206600,"Dirt Road Driveway",12,"2013-04-16",12,0.629,0.834,0,-3.559,1,0.0597,0.0564,0,0.102,0.669,84.0,4
217,"5sjIhQzNljMVrDklI91ezp","Blake Shelton","A Guy with a Girl",189466,"If I'm Honest",8,"2016-05-20",15,0.552,0.893,0,-4.593,1,0.0383,0.0158,0,0.105,0.777,163.948,4
218,"1jNNHFZmRGXZFHlil5uhei","Brett Eldredge","Drunk on Your Love",173960,"Illinois",9,"2015-09-11",12,0.443,0.831,11,-5.606,1,0.0616,0.414,0,0.204,0.588,182.064,4
219,"2A69wys3S9uiPSmn6UZWJn","Old Dominion","Written in the Sand",184080,"Happy Endings",6,"2017-08-25",12,0.725,0.438,6,-9.602,1,0.0575,0.593,0,0.0842,0.76,83.984,4
220,"3U1ebcYLCZGhXUefbLM80m","Granger Smith","Merica (feat. Earl Dibbles Jr.)",270773,"Remington",15,"2016-03-04",15,0.516,0.896,0,-5.703,0,0.0583,0.00236,0.00106,0.13,0.742,148.019,4
221,"7JnorPtXApoUw2AuJUGLY1","Randy Houser","We Went",179360,"Fired Up",2,"2016-03-11",17,0.646,0.882,4,-3.77,0,0.0371,0.097,0,0.311,0.544,101.997,4
222,"6GBUsjHfZuweYf5lQEz6mP","Luke Bryan","Crash My Party",234760,"Crash My Party",3,"2013-01-01",13,0.526,0.816,7,-4.009,1,0.0421,0.0285,0,0.22,0.414,144.032,4
223,"5dNGORzxFb5z3v7vSAFkTU","Jake Owen","Beachin'",191040,"Days of Gold",2,"2013-12-02",12,0.527,0.902,6,-5.352,1,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,4
224,"5yIiXdLRE85OBiQmCaUenq","Blake Shelton","Sure Be Cool If You Did",215720,"Based on a True Story... (Deluxe Edition)",2,"2013-03-26",14,0.576,0.726,11,-4.625,1,0.035,0.255,0,0.108,0.582,136.802,4
225,"4n0xztUAbHPUV8G3NQvF30","Dan + Shay","How Not To",192000,"Obsessed",5,"2016-06-03",10,0.501,0.836,11,-3.587,0,0.0491,0.208,0,0.152,0.618,159.863,4
226,"3C6WblKJq7rpsPsIafytEV","Jason Aldean","1994",242680,"Night Train",10,"2012-10-16",15,0.598,0.777,11,-6.676,0,0.0396,0.183,0,0.111,0.821,159.942,4
227,"7rdK9NSJIRBZAiXC0vuBS9","Dustin Lynch","I'd Be Jealous Too",185706,"Current Mood",1,"2017-09-08",13,0.716,0.718,0,-5.355,1,0.0293,0.0896,0,0.473,0.537,100.934,4
228,"3cE5ltZFHmBpiS77itKaOM","Kenny Chesney","Summertime",206586,"The Road And The Radio",5,"2005-11-07",11,0.48,0.928,4,-5.501,1,0.0899,0.169,0,0.0479,0.713,167.986,4
229,"3gHVzj2Mqmt2DjGQhMvpne","Granger Smith","City Boy Stuck (feat. Earl Dibbles Jr.)",265613,"Remington",14,"2016-03-04",15,0.591,0.856,7,-4.928,1,0.0351,0.134,8.18e-05,0.293,0.615,166.221,4
230,"7CZiLgkiVHhFcDkI2Y4lZ4","Jason Aldean","Don't You Wanna Stay (with Kelly Clarkson)",256440,"My Kinda Party",7,"2010-11-02",15,0.445,0.631,11,-4.798,1,0.0304,0.129,0,0.0911,0.152,143.846,4
231,"3vsKVgsF2Ax03wXt3J5EqU","Tim McGraw","Truck Yeah",209013,"Two Lanes Of Freedom (Accelerated Deluxe)",5,"2013-01-01",15,0.615,0.92,7,-4.167,1,0.032,0.108,0,0.102,0.776,97.994,4
232,"3bDXhWsPiFTHtrsMg5faL2","Luke Bryan","What Makes You Country",235266,"What Makes You Country",1,"2017-12-08",15,0.515,0.948,0,-1.721,1,0.0438,0.0106,0,0.134,0.752,159.983,4
233,"73WWkaWkIRSP3MYGZ14aY4","Kip Moore","More Girls Like You",154706,"SLOWHEART",7,"2017-09-08",13,0.555,0.746,2,-5.522,1,0.033,0.00825,0,0.0796,0.712,75.01,4
234,"7K4VxvIXXbDbaVn6ARbch1","Randy Houser","Boots On",170813,"Anything Goes",1,"2008-01-01",11,0.713,0.887,8,-4.564,1,0.0322,0.0387,1.79e-05,0.273,0.88,112.016,4
235,"3OZVqx1YsqDDkxQ6TnmHtn","Cole Swindell","Ain't Worth the Whiskey",191906,"Cole Swindell",6,"2014-02-18",12,0.432,0.738,2,-3.91,1,0.0309,0.042,0,0.119,0.503,153.712,4
236,"5kSPD3rOo2hGYVwheIxpv8","Colt Ford","Workin' on",224699,"Thanks for Listening",7,"2014-07-01",12,0.521,0.804,0,-4.395,1,0.0569,0.0658,0,0.0521,0.553,143.952,4
237,"2NqHZYzBWUHbbpDDgdGWJL","Kane Brown","Hometown",204066,"Kane Brown",1,"2016-12-02",11,0.627,0.881,0,-4.575,0,0.0556,0.0636,0,0.103,0.593,120.007,4
238,"3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey",293293,"Traveller",3,"2015-05-04",14,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4
239,"20vIaD2DFOxGqDvN0dlMEH","Justin Moore","The Ones That Didn’t Make It Back Home",191018,"The Ones That Didn’t Make It Back Home",1,"2018-10-12",1,0.537,0.784,3,-4.869,1,0.034,0.0979,0,0.224,0.468,137.995,4
240,"0aW7CSfoMBKBzLE7VerHyn","Justin Moore","If Heaven Wasn't So Far Away",223280,"Outlaws Like Me",3,"2011-01-01",13,0.374,0.657,11,-6.086,1,0.0325,0.0434,0,0.219,0.376,74.234,4
241,"1TGJxtVHgPHKVt6K7sPn1T","Justin Moore","You Look Like I Need A Drink",187480,"Kinda Don't Care",6,"2016-01-01",12,0.608,0.841,11,-3.626,1,0.028,0.0028,0,0.0834,0.917,106.004,4
242,"0rX4YStqUt1k1VEBe1U4HJ","Brantley Gilbert","Small Town Throwdown",201680,"Just As I Am (Platinum Edition)",9,"2015-01-01",19,0.555,0.863,7,-3.867,1,0.0379,0.0246,0,0.0563,0.699,98.006,4
243,"0n96wSHG9FXAuLVoaG9Jjd","Brantley Gilbert","One Hell Of An Amen",221466,"Just As I Am",8,"2014-01-01",11,0.547,0.664,1,-5.622,1,0.028,0.0139,2.94e-06,0.0767,0.551,138.048,4
244,"4JNdKmSZRsYDBwhIgZpa5M","Granger Smith","Don't Tread on Me (feat. Earl Dibbles Jr.)",214280,"When The Good Guys Win",13,"2017-10-27",14,0.712,0.899,4,-5.078,0,0.0648,0.0643,5.36e-06,0.117,0.58,123.987,4
245,"0p1HtkrNYxv0iDfEKwXSTp","Blake Shelton","Sangria",233480,"BRINGING BACK THE SUNSHINE",6,"2014-09-30",12,0.646,0.724,9,-6.96,1,0.0265,0.017,1.39e-06,0.153,0.54,115.984,4
246,"6waqLPcT6ruMhmd36OhmFO","Chris Young","Losing Sleep",178253,"Losing Sleep",1,"2017-10-20",10,0.584,0.621,1,-5.703,1,0.0443,0.0715,1.68e-06,0.389,0.634,92.003,4
247,"6cAxSUPzHyywECgGSvoLyf","Justin Moore","Bait A Hook",208493,"Outlaws Like Me",6,"2011-01-01",13,0.668,0.781,1,-6.151,1,0.0267,0.0191,0,0.113,0.695,105.945,4
