"n","id","artist_name","name","duration_ms","album_name","track_number","release_date","total_tracks","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
117,"4PRGxHpCpF2yoOHYKQIEwD","Led Zeppelin","Rock and Roll - Remaster",220560,"Led Zeppelin IV (Deluxe Edition)",2,"1971-11-08",16,0.317,0.887,9,-7.292,1,0.0375,0.000582,0.00258,0.0891,0.871,169.613,4
118,"32kgOw8wejH7zUhtXCM8DH","Boston","More Than a Feeling",285133,"Boston",1,"1976",8,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,4
119,"30jsPpxLvSCYTTTtdjRzBp","ZZ Top","Cheap Sunglasses",288400,"Deguello",9,"1979-11-08",10,0.617,0.461,5,-14.485,0,0.0434,0.148,0.0151,0.12,0.828,93.853,4
120,"0MaaRqER3Ez9qcHbiQuOr2","Jefferson Airplane","Somebody to Love",174840,"Surrealistic Pillow",2,"1967",17,0.504,0.578,4,-9.302,1,0.031,0.408,0,0.321,0.654,132.411,4
121,"3SdTKo2uVsxFblQjpScoHy","Ben E. King","Stand by Me",180055,"Don't Play That Song (Mono)",7,"1962-08-20",12,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4
122,"573Z2Dty5epeNgKsgoDOlr","Deep Purple","Child in Time - 1995 Remaster",613440,"Deep Purple in Rock (Anniversary Edition)",3,"1970-06-03",20,0.344,0.497,9,-9.295,0,0.0366,0.0167,0.453,0.108,0.356,127.707,4
123,"78T8DfPIK3RG4CI5ozToqD","Norman Greenbaum","Spirit In The Sky",230533,"Apollo 13 (Soundtrack)",11,"1995-01-01",23,0.598,0.271,2,-20.536,1,0.0376,0.131,0.00446,0.1,0.585,128.687,4
124,"0bfvHnWWOeU1U5XeKyVLbW","Frankie Valli","Can't Take My Eyes off You",203680,"Solo",5,"1967",10,0.581,0.78,4,-7.053,1,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,4
125,"23YIPZT1kyaLF55tKyBdx3","Jerry Lee Lewis","Whole Lotta Shakin' Goin' On",174080,"Whole Lotta Shakin' Goin' On (Singles 1957 - 1958)",3,"2012-05-18",19,0.355,0.605,0,-9.161,1,0.0323,0.735,2.11e-05,0.119,0.553,161.708,4
126,"7Fv6Mz1wq1gB8G3sqj0jxa","B.B. King","The Thrill Is Gone",324733,"Completely Well",9,"1969-01-01",9,0.553,0.459,11,-8.624,0,0.0244,0.323,0.512,0.0994,0.585,90.809,4
127,"6gjOXtpuILSt4KB5vptcVY","Iron Butterfly","In-A-Gadda-Da-Vida - Single Version",173439,"Rhino Hi-Five: Iron Butterfly",5,"2006-05-16",5,0.472,0.497,2,-10.438,0,0.0309,0.00298,0.000287,0.195,0.794,119.503,4
128,"3his1UkcI0rwrniPDR9kTj","Bread","Aubrey",219493,"Guitar Man",4,"1972",12,0.326,0.0902,7,-20.588,1,0.0344,0.647,0.00091,0.198,0.218,137.611,4
129,"1V6NsADmSSEsb8zpGZMdup","Thunderclap Newman","Something In The Air",234360,"Hollywood Dream",1,"1990-01-01",18,0.506,0.402,8,-11.743,0,0.0256,0.307,1.25e-05,0.0814,0.54,94.221,4
130,"3hNcrk8Ypht0x5CuT7pJnS","Chuck Berry","School Day (Ring Ring Goes The Bell)",160693,"After School Session",1,"1957",15,0.773,0.872,7,-5.157,1,0.0438,0.821,1.64e-05,0.109,0.947,130.948,4
131,"54eZmuggBFJbV7k248bTTt","America","A Horse with No Name",252239,"America",5,"1972",12,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4
132,"4NRQwaks9r58tTDvr4iEyv","Wilson Pickett","In the Midnight Hour",157160,"In the Midnight Hour",1,"1965",12,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69e-06,0.118,0.849,111.919,4
133,"2kyVQg00pphEufGT59M2XH","Carpenters","(They Long To Be) Close To You",273933,"Close To You",6,"1970-01-01",12,0.528,0.233,8,-15.362,1,0.0346,0.726,0.000108,0.122,0.208,89.044,4
134,"47qD4mGcc6cS4PbkvoIcy9","The Beatles","Get Back - 2021 Mix",188266,"Let It Be (Super Deluxe)",12,"2021-10-15",57,0.734,0.656,2,-10.443,1,0.0789,0.176,0.0029,0.665,0.366,123.091,4
135,"1RG0HipdMCcaW9xJjyKiUb","Barry White","Can't Get Enough Of Your Love, Babe",274000,"Can't Get Enough",4,"1974-01-01",7,0.731,0.777,5,-7.563,1,0.0684,0.132,0.0611,0.0793,0.772,111.842,4
136,"6zeE5tKyr8Nu882DQhhSQI","Kansas","Dust in the Wind",206266,"Point Of Know Return (Expanded Edition)",7,"1977",12,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,4
137,"2aEeghgUcnu75tzcolFMfs","Ritchie Valens","La Bamba - Single Version",126960,"Ritchie Valens",7,"1959",12,0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,4
138,"4vt7c5shzKy74HhP1q4UDV","The Temptations","Papa Was A Rollin' Stone - Single Version",412840,"Motown 50",2,"2008-12-01",61,0.744,0.577,5,-8.78,0,0.0803,0.655,0.0108,0.0798,0.819,120.502,4
139,"0DQtwZLpvln583U1WWv6To","The Rolling Stones","Sympathy For The Devil",377760,"Beggars Banquet",1,"1968-12-06",10,0.658,0.675,9,-10.967,1,0.242,0.604,0,0.0428,0.587,115.574,4
140,"13v3cG4u6dgiXfgihQh53D","KISS","Calling Dr. Love",227466,"Rock And Roll Over (Remastered Version)",3,"1976-11-11",10,0.542,0.877,8,-8.201,1,0.138,0.666,5.32e-06,0.323,0.523,127.183,4
141,"5jYYumalS1qELrcChOCZrK","Al Stewart","Year of the Cat - 2001 Remaster",401400,"Year of the Cat",9,"1991-04-02",12,0.531,0.607,4,-9.602,0,0.0328,0.0114,0.00511,0.121,0.534,116.652,4
142,"66wpCqkkM6MrxXSbfgmsrh","Bee Gees","Night Fever - 2007 Remastered Version Saturday Night Fever",213400,"Saturday Night Fever [The Original Movie Soundtrack]",3,"1978-01-05",17,0.729,0.794,1,-7.208,0,0.0249,0.0245,0.00125,0.0897,0.896,109.123,4
143,"23MrkN7g6Q5U7GLIxNHN1B","Jimi Hendrix","Foxey Lady",198773,"Are You Experienced",10,"1967-05-12",17,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,4
144,"18GiV1BaXzPVYpp9rmOg0E","Bob Dylan","Blowin' in the Wind",165426,"The Freewheelin' Bob Dylan",1,"1963-05-27",13,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,4
145,"7iLGljK0LNpGamQQEOuCRC","The Who","Won't Get Fooled Again - Original Album Version",511400,"Who's Next (Deluxe Edition)",9,"1971-08-14",29,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,4
146,"5Z8EDau8uNcP1E8JvmfkZe","Alice Cooper","School's Out",210106,"School's Out",1,"1972",9,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,4
147,"2xpvmhp8j0UL9mCEqB1U0L","Foreigner","Dirty White Boy",218866,"Head Games",1,"1979-09-10",11,0.617,0.768,0,-8.911,1,0.0628,0.0168,1.65e-06,0.576,0.67,138.861,4
148,"2zyB2N2T1qLKqKwl6WKeZp","B.J. Thomas","Raindrops Keep Fallin' On My Head - From ""Butch Cassidy And The Sundance Kid"" Soundtrack",177800,"Butch Cassidy & The Sundance Kid",2,"1999-03-17",9,0.706,0.206,5,-22.008,1,0.043,0.804,0.00939,0.0963,0.62,108.817,4
149,"2rPnCnQepsovEY5miG8J5a","Them","Baby Please Don't Go",163426,"At The Movies - Soundtrack Hits",2,"2007-02-12",19,0.722,0.774,5,-4.981,1,0.0375,0.451,1.95e-06,0.141,0.795,106.355,4
150,"5K09WxKdlkroDyEVyOSySy","Aretha Franklin","(You Make Me Feel Like) A Natural Woman",165333,"Lady Soul (With Bonus Selections)",5,"1968-01-22",14,0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89,3
151,"7K05XIE1yclQHVj9u2mXEy","Bachman-Turner Overdrive","Takin' Care Of Business",289893,"Bachman-Turner Overdrive II",8,"1973-01-01",8,0.724,0.704,10,-13.903,1,0.0546,0.0568,4.26e-06,0.154,0.965,129.942,4
152,"2Z8cY4QpZTFUZxCQCpvNe1","The Beatles","All You Need Is Love - Remastered 2009",231213,"Yellow Submarine (Remastered)",6,"1969-01-17",13,0.4,0.463,7,-8.455,1,0.0288,0.345,4.59e-05,0.286,0.627,103.103,4
153,"3MkhfGI1air9O4XJ5FWrlo","Tom Jones","She's A Lady",172466,"The Best Of Tom Jones 20th Century Masters The Millennium Collection",11,"2000-01-01",12,0.449,0.912,11,-8.162,0,0.306,0.153,0.000354,0.495,0.614,119.332,4
154,"4GAI8BxeMgrvhZNEU59UfR","The Archies","Sugar, Sugar",169626,"Sugar, Sugar",1,"2007-01-01",2,0.757,0.647,2,-10.264,1,0.0299,0.757,3.08e-06,0.0972,0.97,122.771,4
155,"0YsAhBfEmT9NdLHPkqilvv","Argent","God Gave Rock and Roll to You",403320,"In Deep",1,"1973-10-05",8,0.438,0.329,7,-13.277,1,0.0479,0.521,3.12e-06,0.15,0.171,69.642,4
156,"3T99MhhnbWTqo0Bj5lyuP8","Elvis Presley","Heartbreak Hotel",128039,"Elvis 75",1,"2009-12-25",75,0.688,0.223,4,-11.476,1,0.0619,0.849,2.1e-06,0.0974,0.701,93.551,4
157,"7dblNGnRXEBrVJunazs2U5","The Everly Brothers","All I Have to Do Is Dream",143333,"The Very Best of The Everly Brothers",8,"1964-08-01",12,0.534,0.462,4,-8.172,1,0.0266,0.839,0,0.129,0.534,96.195,4
158,"3HKthdb7Ejnydb74BvmQW0","Bad Company","Feel Like Makin' Love (Remastered Album Version)",314093,"Straight Shooter",2,"1975",8,0.56,0.543,7,-8.433,1,0.0288,0.233,0.000179,0.335,0.661,85.119,4
159,"0s7KuDVVhYSyeUloapNxxU","Creedence Clearwater Revival","Run Through The Jungle",184746,"Cosmo's Factory (40th Anniversary Edition)",6,"1970-07-25",14,0.638,0.62,2,-8.25,1,0.0374,0.0488,0.163,0.107,0.9,136.513,4
160,"6uhp361GE7J4pZZhPgLyEy","AC/DC","T.N.T.",214773,"High Voltage",5,"1976-05-14",9,0.747,0.77,9,-5.174,1,0.307,0.161,0.00032,0.137,0.43,126.361,4
161,"1oEAgyttglJYkh909Byp4B","Bill Withers","Lean on Me - Single Version",257240,"Still Bill",5,"1972-05-01",12,0.617,0.239,0,-11.219,1,0.0591,0.824,1.72e-05,0.147,0.426,75.114,4
162,"4KGMuqdT1XEzzOJDJFXu7T","The Doors","The End - 2017 Remaster",710826,"The Doors (50th Anniversary Deluxe Edition)",11,"2017-03-31",30,0.351,0.228,0,-17.271,1,0.0307,0.285,0.00116,0.123,0.0329,104.551,4
163,"2pkPeaj86ZEVHhgAEncfp0","Rod Stewart","You're in My Heart (The Final Acclaim)",270960,"Foot Loose & Fancy Free",3,"1977",8,0.553,0.328,9,-10.797,1,0.0341,0.643,0,0.109,0.345,103.472,4
164,"0bX8xYxBvQyiDD0TsVzbdA","The Wailers","Get Up, Stand Up",197666,"Burnin' (Deluxe Edition)",1,"1973-10-19",27,0.765,0.555,10,-7.579,0,0.374,0.409,2.04e-06,0.073,0.828,77.848,4
165,"4RNuVl4k6WcXGv5vyX1Q6K","Santana","Europa (Earth's Cry Heaven's Smile)",304106,"Amigos",6,"1976",7,0.307,0.544,0,-9.679,0,0.0501,0.0327,0.906,0.167,0.735,74.945,4
166,"40riOy7x9W7GXjyGp4pjAv","Eagles","Hotel California - 2013 Remaster",391376,"Hotel California (2013 Remaster)",1,"1976-12-08",9,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4
167,"4cQJ27R11K634x5qCOwKW5","Blondie","One Way Or Another - Remastered",215106,"Parallel Lines (Remastered)",2,"1978-09-01",16,0.45,0.914,2,-5.4,1,0.0607,0.0305,1.42e-05,0.152,0.904,162.487,4
168,"0aTL3puFDxsfUu10mhgPCO","The Platters","The Great Pretender",161173,"Only You (And You Alone) [Mercury Singles 1955 - 1957]",3,"2012-10-03",18,0.655,0.319,7,-8.196,1,0.0293,0.843,0,0.199,0.652,115.849,3
169,"4GMukAkbYBkxXzEhqG8gDK","Donna Summer","Bad Girls",295125,"Bad Girls [Deluxe Edition (International Version)]",2,"1979-04-25",25,0.868,0.878,2,-6.879,0,0.0366,0.00951,0.0106,0.319,0.971,120.403,4
170,"6vCsbxIQ75R7LN4Eqs8H1C","Heart","Straight On",305293,"Dog & Butterfly",4,"1978-10-07",11,0.767,0.579,9,-8.509,1,0.056,0.00915,0.00407,0.0796,0.892,116.964,4
171,"3V4IuFiE3GnWuRnuV8dkFO","Bobby Darin","You Must Have Been a Beautiful Baby",131720,"Twist with Bobby Darin",9,"2004-11-23",12,0.714,0.544,7,-15.721,1,0.036,0.753,7.64e-05,0.0551,0.973,134.523,4
172,"7CWpx5SqmXPuo15t7HMoQ8","Sonny & Cher","I Got You Babe - Single Version Mono",191355,"Look At Us (Mono)",1,"1965",12,0.536,0.692,1,-8.899,1,0.0298,0.15,4e-06,0.15,0.614,111.402,3
173,"7cdnq45E9aP2XDStHg5vd7","The Runaways","Cherry Bomb",138706,"The Runaways",1,"1976",10,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,4
174,"3G7tRC24Uh09Hmp1KZ7LQ2","The Monkees","I'm a Believer - 2006 Remaster",167373,"More of The Monkees (Deluxe Edition)",12,"1967-01-09",30,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,4
175,"49Y7HyMsxQegZqry19Ev9N","Led Zeppelin","Whole Lotta Love - Remaster",334555,"Led Zeppelin II (Deluxe Edition)",1,"1969-10-22",17,0.401,0.893,9,-11.171,1,0.437,0.0617,0.0391,0.164,0.406,87.979,4
176,"66lOpKgTyFjOrac4S1s94g","David Bowie","Rebel Rebel - 1999 Remaster",269360,"Diamond Dogs (30th Anniversary)",6,"1974-04-24",19,0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65e-06,0.248,0.624,126.341,4
177,"4vO9dmzNRqDhFY3jD1a3P7","Mountain","Mississippi Queen",151293,"Climbing!",1,"1970",10,0.581,0.624,9,-8.346,1,0.0777,0.0987,0,0.0411,0.637,139.714,4
178,"1rJmY2oBm9rVpchIihaE92","The Supremes","You Can't Hurry Love",174573,"50th Anniversary: The Singles Collection 1961-1969",18,"2011-01-01",82,0.494,0.937,10,-1.061,1,0.126,0.713,0,0.0979,0.825,193.416,4
179,"48IweEL7NqHvCe81qoXu2E","Dion","The Wanderer",170133,"Runaround Sue (Original Album Plus Bonus Tracks)",5,"1961-01-02",15,0.621,0.587,7,-8.942,1,0.0447,0.446,0,0.123,0.778,114.247,4
180,"2J9GLqNATExevUPvpLU1Sl","The Velvet Underground","I'm Waiting For The Man - Album Version (Stereo)",279520,"The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition)",2,"1967-03-12",65,0.682,0.621,7,-9.653,1,0.0451,0.025,0.852,0.153,0.861,125.91,4
181,"4MlXFjRO6N7NXvMqPlH35o","The Edgar Winter Group","Free Ride",187173,"They Only Come Out At Night",4,"1972-05-09",10,0.674,0.686,2,-11.927,1,0.0597,0.29,0.00322,0.189,0.814,124.204,4
182,"5X76oXHcR5uCXali0gOyX5","Cream","White Room",303200,"Wheels Of Fire (Remastered)",1,"1968-07-01",13,0.55,0.576,0,-13.475,1,0.0306,0.178,0.00935,0.0555,0.486,109.837,4
183,"3SdingSsFcZDZAyvcJbgAw","The Beatles","Can't Buy Me Love - Remastered 2009",131866,"A Hard Day's Night (Remastered)",7,"1964-07-10",13,0.483,0.677,0,-5.91,1,0.0593,0.283,0,0.321,0.842,170.72,4
184,"11FcfHd3SOmmrWJPGe7Y30","Elton John","Don't Let The Sun Go Down On Me",336733,"Caribou",9,"1974-06-28",14,0.424,0.446,0,-8.526,1,0.0261,0.121,1.89e-06,0.0921,0.354,139.701,4
185,"4MYb7NWLwXNDB7bYs3HeX8","Foghat","Slow Ride",232533,"Slow Ride / Save Your Loving (For Me)",1,"1975",2,0.493,0.586,2,-13.916,1,0.046,0.0202,0.00106,0.102,0.656,113.618,4
186,"2DnJjbjNTV9Nd5NOa1KGba","Carly Simon","You're so Vain",258411,"No Secrets",3,"1972",10,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,4
187,"081LlyOehe3STUddapwMFB","Dick Dale","Surfing Drums",290986,"Surfer's Choice",8,"1962",12,0.464,0.893,5,-7.074,1,0.104,0.587,0.618,0.0799,0.584,108.607,4
188,"7khEhULdJDLBgp1UbwxNBX","Queen","We Are The Champions - Remastered 2011",179200,"News Of The World (Deluxe Edition 2011 Remaster)",2,"1977-10-28",16,0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,4
189,"7IhkWF9zpiYKlU7CxHxYT9","Free","All Right Now",332906,"Fire And Water (Deluxe Edition)",7,"2008-01-01",30,0.766,0.446,2,-13.079,1,0.0867,0.25,0.000704,0.318,0.743,119.774,4
190,"3LQPTJEqOfljGBxmpgUnoC","The Guess Who","American Woman",307493,"American Woman",1,"1970-01-01",10,0.55,0.726,2,-8.51,1,0.0516,0.146,0.00608,0.428,0.37,92.697,4
191,"6lcRN7rSuvI291ykyaqONu","James Brown & The Famous Flames","Papa's Got A Brand New Bag - Pt. 1",125933,"Papa's Got A Brand New Bag",1,"1966-01-01",12,0.685,0.487,4,-10.944,1,0.0765,0.527,5.05e-05,0.364,0.884,128.938,4
192,"315sIdOIekClPo45hZBWi6","Electric Light Orchestra","Livin' Thing",210640,"Boogie Nights / Music From The Original Motion Picture",11,"1997-01-01",13,0.553,0.599,0,-8.146,1,0.0297,0.285,0,0.191,0.447,123.26,4
193,"4PvsXGdLOFyUu3LrJM9mmk","Elmore James","Dust My Blues",191973,"Blues After Hours",1,"2009-01-05",18,0.711,0.785,7,-4.081,1,0.0298,0.276,0.138,0.17,0.51,108.008,4
194,"4ZoBC5MhSEzuknIgAkBaoT","Billy Joel","My Life",284000,"52nd Street",3,"1978-10-13",9,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,4
195,"6Ykx7fVey6eAcC7bJEd9zK","Gerry & The Pacemakers","How Do You Do It?",115266,"The EP Collection",1,"1987",22,0.604,0.533,9,-12.847,1,0.0305,0.53,0,0.144,0.965,141.865,4
196,"3uMmllZo1AfoEnVT4ENCD3","Deep Purple","Highway Star - Remastered 2012",366136,"Machine Head (Remastered)",1,"1972-03-25",8,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,4
197,"3K8sML4tdby0t66z7P0CxH","Chuck Berry","Sweet Little Sixteen",180746,"One Dozen Berry's",1,"1957-01-01",12,0.507,0.635,1,-7.84,1,0.0337,0.545,0,0.207,0.962,175.338,4
198,"5AICUm2wDa8bSu2HFRyMyU","Jeff Beck","Cause We've Ended as Lovers",342333,"Blow By Blow",6,"1975-03-29",9,0.536,0.208,0,-18.841,0,0.0361,0.153,0.742,0.111,0.174,115.137,4
199,"3UQQ7g6J8fiMB7oldQzBoq","AC/DC","Sin City",285040,"Powerage",5,"1978-05-05",9,0.543,0.757,9,-4.986,1,0.0497,0.00197,0.626,0.103,0.22,127.648,4
200,"6NxsCnLeLd8Ai1TrgGxzIx","Creedence Clearwater Revival","Bad Moon Rising",141600,"Green River (40th Anniversary Edition)",5,"1969-08-03",14,0.647,0.762,2,-5.856,1,0.0287,0.0599,3.35e-06,0.0705,0.93,89.837,4
201,"4HzdhXWJqczW6gOIXT6QRH","Black Sabbath","Iron Man",354773,"Paranoid (Remastered)",4,"1970-09-18",8,0.338,0.767,9,-11.51,1,0.0742,0.00344,0.00318,0.0384,0.516,154.97,4
202,"2ymeOsYijJz09LfKw3yM2x","Three Dog Night","Joy To The World",220573,"Naturally",10,"1970-01-01",10,0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867,4
203,"4hc4ghAawUPHdb6blvOP20","KC & The Sunshine Band","That's The Way (I Like It)",308186,"KC & The Sunshine Band",2,"1975",9,0.663,0.862,5,-10.512,0,0.0345,0.235,0.000121,0.385,0.88,108.257,4
204,"6kooDsorCpWVMGc994XjWN","Ram Jam","Black Betty",238973,"Ram Jam",1,"1977-06-20",10,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,4
205,"0hPK2lRe0XJLsu27QF3oTN","Duane Eddy","Rebel Rouser",143626,"Have 'Twangy' Guitar Will Travel",3,"1958",15,0.532,0.629,6,-7.879,0,0.0338,0.0529,0.9,0.109,0.634,105.557,4
206,"0qsS2A3hwicJCLtcaR6JRQ","The Beatles","She Loves You - Mono Version / Remastered 2009",142653,"The Beatles 1962 - 1966 (Remastered)",4,"1973-04-01",26,0.308,0.895,7,-5.157,1,0.0463,0.389,0,0.177,0.902,150.109,4
207,"1Jp0vQZhLa7YCOBdb5frOM","The Beach Boys","I Get Around (Stereo) - Remastered",134266,"All Summer Long (Mono & Stereo)",13,"1964-07-13",24,0.398,0.513,9,-9.652,0,0.0371,0.29,0,0.0639,0.902,146.099,4
208,"3XcjIvaZVUFAIdIYZqY9bd","Grand Funk Railroad","We're An American Band - Remastered 2002",207093,"We're An American Band (Remastered / Bonus Track)",1,"1973",12,0.637,0.89,7,-4.872,1,0.0677,0.119,6.72e-05,0.103,0.923,127.689,4
209,"0KMGxYKeUzK9wc5DZCt3HT","Chicago","If You Leave Me Now",235373,"Chicago X",4,"1976-06-14",13,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,4
210,"5uM9zdUz8PpYJME9wZCM4W","The Supremes","Baby Love - Juke Box Single Version",156333,"Where Did Our Love Go: 40th Anniversary Edition",15,"1964-08-31",51,0.594,0.698,2,-6.524,0,0.0365,0.776,0,0.237,0.649,135.821,4
211,"2ZSCy3P1QzpJySCWA6NRIU","KISS","I Was Made For Lovin' You",271240,"Dynasty (Remastered Version)",1,"1979-03-23",9,0.768,0.852,4,-6.215,1,0.038,0.213,7.45e-05,0.0723,0.867,128.374,4
212,"500h8jAdr7LvzzXlm1qxtK","Pilot","Magic",186333,"From The Album Of The Same Name",2,"1974-01-01",15,0.393,0.588,9,-6.68,0,0.0613,0.345,0,0.134,0.728,203.145,4
213,"5IMtdHjJ1OtkxbGe4zfUxQ","Rupert Holmes","Escape (The Pina Colada Song)",276493,"Partners In Crime",1,"1979-01-01",10,0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,4
214,"3JjfmPScZiNitjyLSefKMB","? & The Mysterians","96 Tears",176866,"96 Tears",12,"1966",12,0.656,0.556,7,-5.86,1,0.0363,0.0687,1.88e-05,0.0891,0.833,123.627,4
215,"7wWw7hBmErNg9u5w6Xx0vy","Bread","Make It with You",192200,"On the Waters",2,"1970",12,0.629,0.356,4,-11.135,1,0.0246,0.66,0.000617,0.173,0.472,83.886,4
216,"1dzfGr4PZ5npvdv6DWvycB","ZZ Top","Francine",213600,"Rio Grande Mud",1,"1972-04-04",10,0.502,0.765,0,-9.805,1,0.0336,0.331,0.00543,0.177,0.408,127.293,4
217,"5tmrnhMxx39jnu3kjopMdP","Santana","Evil Ways",238266,"Santana (Legacy Edition)",2,"1969",25,0.704,0.528,5,-13.382,1,0.0358,0.22,0.35,0.14,0.73,117.472,4
218,"2ptL75zGAexrWgBe0e3hBq","Bob Marley & The Wailers","No Woman, No Cry - Live At The Lyceum, London/1975",429200,"Legend (Deluxe Edition)",2,"2001-02-22",29,0.652,0.659,1,-9.343,1,0.0526,0.248,0.033,0.732,0.614,78.528,4
219,"6Vjk8MNXpQpi0F4BefdTyq","Led Zeppelin","Kashmir - Remaster",517125,"Physical Graffiti (Deluxe Edition)",6,"1975-02-24",22,0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,3
220,"3fQqLAWWcc9SZHP2NVgrOC","Simon & Garfunkel","The Sound of Silence - Overdubbed Version",185133,"Sounds Of Silence",1,"1966-01-17",15,0.432,0.398,6,-12.419,1,0.0287,0.201,3.94e-05,0.138,0.526,106.777,4
221,"1NwPdyjfYh2Fn8rp39H9kS","Bobby Vinton","Blue Velvet",167493,"Bobby Vinton's Greatest Hits",1,"1964",12,0.319,0.177,10,-13.972,1,0.0305,0.885,0,0.127,0.29,78.91,1
222,"3gsCAGsWr6pUm1Vy7CPPob","Roberta Flack","Killing Me Softly With His Song",286920,"Killing Me Softly",1,"1973-01-01",8,0.476,0.381,5,-10.238,0,0.0342,0.727,0,0.0614,0.33,121.948,4
223,"06ypiqmILMdVeaiErMFA91","The Beatles","Drive My Car - Remastered 2009",148893,"Rubber Soul (Remastered)",1,"1965-12-03",14,0.754,0.571,2,-8.547,1,0.0421,0.0173,0,0.3,0.82,122.463,4
224,"2F4FNcz68howQWD4zaGJSi","The Tokens","The Lion Sleeps Tonight (Wimoweh)",162093,"Wimoweh!!! - The Best Of The Tokens",1,"1994-08-29",20,0.321,0.474,5,-9.383,1,0.0348,0.743,0,0.204,0.804,121.199,4
225,"0JOw67rq2X6NDz5AJP9uIG","Elvis Presley","Hound Dog",133293,"Elvis 30 #1 Hits",3,"2002-09-24",31,0.343,0.884,5,-4.123,0,0.129,0.62,0.000673,0.497,0.94,177.751,4
226,"5LI7PoHEolR8plrf3I16sq","Jimi Hendrix","Fire",163800,"Are You Experienced",8,"1967-05-12",17,0.479,0.944,9,-5.167,1,0.115,0.00206,0.0283,0.356,0.572,153.45,4
227,"53g0wWZkXPiQPjqVuZ5TFS","Savoy Brown","Tell Mama",323733,"Street Corner Talking",1,"1971-01-01",8,0.527,0.687,2,-9.764,1,0.0541,0.0341,0.000633,0.07,0.672,133.465,4
228,"4cRfSR0QxDlXRHTKyEOu93","Ritchie Valens","Come On, Let's Go",124586,"Ritchie Valens",3,"1959",12,0.616,0.724,9,-8.101,1,0.042,0.788,3.16e-06,0.128,0.809,81.402,3
229,"4aVuWgvD0X63hcOCnZtNFA","TOTO","Hold the Line",235546,"Toto",9,"1978-10-10",10,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,4
230,"1cnA8Zf6McVyoWTr8xf0Ml","Rainbow","Stargazer",506160,"Rising (Remastered)",5,"1976-01-01",6,0.166,0.948,11,-8.503,0,0.0631,0.00374,0.0131,0.769,0.476,177.495,4
231,"4RS9PmtHQe7I0o5fEeweOY","Van Halen","Dance the Night Away - 2015 Remaster",188083,"Van Halen II (Remastered)",2,"1979-03-23",10,0.548,0.843,8,-7.32,1,0.0597,0.0373,1.26e-06,0.0536,0.719,129.661,4
232,"436yrzQWA32vb1sTZKXg9r","Eagles","Witchy Woman - 2013 Remaster",250888,"Eagles (2013 Remaster)",2,"1972",10,0.555,0.568,2,-12.205,0,0.0341,0.364,0.00167,0.116,0.583,98.507,4
233,"7suBouCmYPRdJjPWY6wZ70","Neil Diamond","Cracklin' Rosie - Single Version",179600,"Play Me: The Complete Uni Studio Recordings...Plus!",9,"2002-01-01",74,0.574,0.649,1,-9.965,1,0.0332,0.21,0,0.105,0.837,128.079,4
234,"0Fau19QCs19VC7OWohMdzu","Little Richard","Tutti Frutti",143426,"The Georgia Peach",1,"1991-01-01",25,0.534,0.433,10,-10.135,1,0.0635,0.566,0,0.0514,0.963,184.899,4
