"n","id","artist_name","name","duration_ms","album_name","track_number","release_date","total_tracks","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
125,"3dv9Bvpp9HikNsEvDCKHhC","The Strumbellas","Spirits",203653,"Hope",1,"2016-04-22",11,0.553,0.729,0,-3.696,1,0.0266,0.181,0,0.109,0.776,80.503,4
126,"0Iu5gAorcdocbx2Nz5Vos5","Bankrol Hayden","Brothers",134380,"Brothers",1,"2019-07-12",1,0.883,0.478,8,-10.306,1,0.236,0.401,0,0.0694,0.768,121.035,4
127,"7of35ktwTbL906Z1i3mT4K","Pitbull","Everybody Fucks (feat. Akon & David Rush)",257613,"Global Warming",14,"2012-11-16",18,0.749,0.916,8,-4.749,0,0.101,0.0601,0,0.54,0.93,128.056,4
128,"1DhRbox3xkceP64k3JeYfW","Ed Sheeran","Antisocial (with Travis Scott)",161746,"No.6 Collaborations Project",7,"2019-07-12",15,0.716,0.823,5,-5.313,0,0.0495,0.132,0,0.361,0.91,151.957,4
129,"0AtP8EkGPn6SwxKDaUuXec","Ed Sheeran","Remember The Name (feat. Eminem & 50 Cent)",207760,"No.6 Collaborations Project",8,"2019-07-12",15,0.852,0.666,11,-6.923,0,0.184,0.135,0,0.798,0.726,91.046,4
130,"4wNIkl5XGiAACjFBlDWuSd","Jonas Brothers","What A Man Gotta Do",180644,"What A Man Gotta Do",1,"2020-01-17",1,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,4
131,"5NORWMFC27ywGSZxi8uquP","The Lumineers","Ophelia",160097,"Cleopatra",2,"2016-04-08",11,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,4
132,"1gihuPhrLraKYrJMAEONyc","Calvin Harris","Feel So Close - Radio Edit",206413,"18 Months",3,"2012-10-29",15,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4
133,"0OwX5aROoW1Iip8FV51Efg","Anne-Marie","Alarm",205593,"Alarm",1,"2016-05-20",1,0.756,0.589,0,-5.093,1,0.232,0.0812,0,0.176,0.811,146.928,4
134,"23T0OX7QOiIUFShSzbJ5Uo","Gabby Barrett","I Hope",210772,"Goldmine",1,"2020-06-19",13,0.466,0.536,6,-6.227,1,0.0429,0.0951,0,0.114,0.377,75.998,4
135,"5LBikzSkad9yQ6RH87Gdrm","Aitch","Rain",183065,"Rain",1,"2020-03-05",1,0.871,0.87,9,-4.797,1,0.202,0.0262,1.98e-06,0.109,0.83,150.147,4
136,"6oJflQkp7lFXOQce4wPTAW","Tungevaag","Samsara (feat. Emila)",211884,"Samsara (feat. Emila)",1,"2015-01-21",1,0.489,0.641,11,-7.011,0,0.032,0.00598,0.0201,0.122,0.587,108.901,4
137,"6Sf2YqGzNmVfSNpLFWuYbz","AronChupa","Rave in the Grave",162732,"Rave in the Grave",1,"2018-05-04",1,0.762,0.724,11,-6.309,0,0.0624,0.138,7.71e-05,0.187,0.775,132.051,4
138,"1ITsmuChPVC05ogvorAyVu","Lizzo","Boys",172630,"Cuz I Love You (Deluxe)",12,"2019-05-03",14,0.891,0.587,6,-4.281,0,0.115,0.00317,0.000154,0.0487,0.753,120.029,4
139,"127uq83uGFapbddqiMUKky","David Guetta","Sexy Bitch (feat. Akon)",195853,"One More Love",3,"2010-11-22",28,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,4
140,"1RSzyxqtIO4yX3EyiV4zT5","CJ","Whoopty",123480,"Whoopty",1,"2020-08-20",1,0.714,0.609,3,-7.683,0,0.17,0.194,0,0.126,0.778,140.206,4
141,"6uGN0OoIUvHf0jDrHU52OF","Ballinciaga","Step Ahead 2019",171000,"Step Ahead 2019",1,"2019-03-24",1,0.871,0.536,11,-8.126,1,0.145,0.0819,0,0.0698,0.417,119.964,4
142,"2g62s0u0VcmdCdlhx63xNH","Roc Boyz","Night Rockerz",187500,"Night Rockerz",1,"2020-09-11",1,0.91,0.621,2,-5.361,1,0.175,0.0209,4.94e-05,0.0292,0.525,127.975,4
143,"62vpWI1CHwFy7tMIcSStl8","J. Cole","No Role Modelz",292986,"2014 Forest Hills Drive",9,"2014-12-09",13,0.692,0.521,10,-8.465,0,0.33,0.301,0,0.0565,0.463,100.45,4
144,"7hX7eKN0PglaprxYdmD6rn","Allen Mock","Phantom",145233,"Phantom",1,"2020-06-26",1,0.616,0.793,1,-3.706,1,0.3,0.0544,0.151,0.0747,0.164,150.02,4
145,"7gZQfdEQpmwAoPHSbEHzms","Matoma","False Alarm",224271,"False Alarm",1,"2016-06-24",1,0.643,0.732,5,-6.762,0,0.0294,0.00681,4.57e-05,0.0606,0.181,102.979,4
146,"6I2YxUXKKMKaTy83Lm8peq","BEK & Wallin","Fakkboi (Mytikas 2017)",148247,"Fakkboi (Mytikas 2017)",1,"2017-05-09",1,0.792,0.795,0,-5.12,0,0.0994,0.204,0,0.157,0.895,101.961,4
147,"7MXVkk9YMctZqd1Srtv4MB","The Weeknd","Starboy",230453,"Starboy",1,"2016-11-25",18,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4
148,"6GqqGv8frU7kqzXkm2rewI","Five Finger Death Punch","A Little Bit Off",190718,"F8",5,"2020-02-28",16,0.664,0.828,0,-6.053,1,0.0404,0.00839,0,0.294,0.82,103.985,4
149,"1Vv0MPcooEoQzVZYfKMgKW","G.R.L.","Ugly Heart",199580,"Ugly Heart",1,"2014-06-03",1,0.649,0.79,9,-5.529,1,0.0482,0.0167,0,0.255,0.458,124.993,4
150,"51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool",190487,"Lovefool",1,"2020-05-08",1,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,4
151,"78qd8dvwea0Gosb6Fe6j3k","Doja Cat","Boss Bitch",134239,"Boss Bitch",1,"2020-01-23",1,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,4
152,"009ImBOrIUlWgla8U05RAC","Katy Perry","Unconditionally",228878,"PRISM",5,"2013-01-01",13,0.432,0.725,7,-4.862,1,0.0431,0.00273,0,0.208,0.353,128.902,4
153,"5rkok5WSDPoQb9xKx5R61n","Zara Larsson","Uncover",212760,"Uncover",1,"2013-05-13",1,0.536,0.456,2,-6.217,1,0.0267,0.501,0,0.213,0.32,90.032,4
154,"4S8d14HvHb70ImctNgVzQQ","Kanye West","I Love It (& Lil Pump)",127946,"I Love It",1,"2018-09-07",1,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,4
155,"1icRHA6kFSipRbZREQPaA0","Ringnes-Ronny","Valhalla",184753,"Valhalla",1,"2020-01-07",1,0.661,0.648,11,-7.759,1,0.0365,0.0889,0,0.832,0.66,95.001,4
156,"0U5vqhHhk046yOoZboEXPL","Jeano","Hålla om dig",162533,"Hålla om dig",1,"2018-12-21",1,0.597,0.586,6,-7.099,1,0.287,0.28,0,0.0801,0.68,102.248,4
157,"1vxw6aYJls2oq3gW0DujAo","Gnarls Barkley","Crazy",177466,"St. Elsewhere",2,"2006-04-24",14,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,4
158,"1wAXODAAL6hY64ZdhrnjBO","Train","Drive By",196626,"Drive By",1,"2012-01-10",1,0.759,0.849,1,-3.198,0,0.0317,0.000983,1.51e-05,0.0864,0.73,122.033,4
159,"0TNouIVlNVAU1N2xDPVvbY","Ed Sheeran","Castle on the Hill - Throttle Remix",220879,"Castle on the Hill (Throttle Remix)",1,"2017-06-30",1,0.585,0.86,2,-4.023,1,0.0539,0.0412,0,0.372,0.204,137.993,4
160,"0Tv9DumSM7K9v4EME1XdsC","Rat City","Kind Of Love",202423,"Kind Of Love",1,"2019-02-15",1,0.679,0.825,0,-3.759,0,0.044,0.0665,0,0.128,0.466,119.946,4
161,"5masKPHeAOVNgxdLebIcK7","Kygo","Stole the Show",223186,"Cloud Nine",2,"2016-05-13",15,0.64,0.635,8,-7.565,0,0.226,0.271,0,0.319,0.475,100.034,4
162,"4gbVRS8gloEluzf0GzDOFc","Maroon 5","Maps",189960,"V",1,"2014-09-02",12,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,4
163,"1QV6tiMFM6fSOKOGLMHYYg","Lady Gaga","Poker Face",237200,"The Fame",4,"2008-01-01",15,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,4
164,"2bJvI42r8EF3wxjOuDav4r","Pitbull","Time of Our Lives",229360,"Globalization",4,"2014-11-21",11,0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,4
165,"5MAK1nd8R6PWnle1Q1WJvh","Everybody Loves an Outlaw","I See Red",230613,"I See Red",1,"2018-10-31",1,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,3
166,"6lV2MSQmRIkycDScNtrBXO","B.o.B","Airplanes (feat. Hayley Williams of Paramore)",180480,"B.o.B Presents: The Adventures of Bobby Ray",4,"2010-04-27",12,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,4
167,"00dCCRwdRaVlaIw0ABUKBY","Ringnes-Ronny","Goldenwings 2018",175087,"Goldenwings 2018",1,"2018-04-13",1,0.87,0.654,6,-8.405,1,0.318,0.174,0,0.081,0.644,121.987,4
168,"5Evht83kIur1NX0crj1b3N","Dax","Dear God",203076,"I'll Say It For You",4,"2020-03-13",7,0.586,0.647,1,-9.909,1,0.36,0.332,0,0.142,0.411,117.111,4
169,"1AcL5QlN95gkHCVxRXrEUT","Night Inn","Take a Hint",154435,"Make It Pop, Vol. 7",6,"2020-01-26",40,0.65,0.874,5,-5.962,0,0.16,0.00834,0.000491,0.0979,0.664,133.989,4
170,"2igwFfvr1OAGX9SKDCPBwO","JAY-Z","Empire State Of Mind",276920,"The Blueprint 3",5,"2009-09-08",15,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,4
171,"492gFt09h1jDDJiTJ0Nn3s","The Cigarillos","Granada Remix",216324,"Granada Remix",1,"2016-04-10",1,0.664,0.819,9,-4.625,1,0.0287,0.0383,1.08e-05,0.212,0.272,111.999,4
172,"5r8la35temNIjKNrl2Uzpn","Meso","Hør På Sangen Da",140338,"Hør På Sangen Da",1,"2019-07-17",1,0.738,0.81,1,-6.43,1,0.0753,0.0123,0,0.78,0.923,117.981,4
173,"1v6svH1Fyx9C1nIt1mA2DT","Olivia Rodrigo","All I Want",177322,"High School Musical: The Musical: The Series (Original Soundtrack)",12,"2020-01-10",41,0.376,0.43,0,-6.585,0,0.0328,0.0902,0,0.0912,0.129,77.599,3
174,"5Usb3NRNH54iRm7MzqWhxt","K A R L","Visa",152347,"Visa",1,"2019-08-30",1,0.863,0.567,0,-8.263,0,0.0827,0.0495,0,0.112,0.326,114.995,4
175,"5LxvwujISqiB8vpRYv887S","The Jackson 5","I Want You Back",176333,"Diana Ross Presents The Jackson 5",3,"1969-12-18",12,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,4
176,"0nk2SL00q1jH8yNCmrIv0O","Cir.Cuz","Din idiot",203505,"Din idiot",1,"2017-03-09",1,0.513,0.757,1,-4.789,1,0.107,0.137,0,0.26,0.728,184.02,4
177,"2Gl0FzuLxflY6nPifJp5Dr","Kygo","First Time",193511,"First Time",1,"2017-04-28",1,0.633,0.592,0,-7.245,0,0.112,0.197,0,0.099,0.679,90.066,4
178,"0bGH7ezs7WdDwpqnsvGf1z","Sofi Tukker","Purple Hat",178369,"Purple Hat",1,"2019-09-06",1,0.777,0.744,9,-7.42,1,0.204,0.331,0.0073,0.088,0.654,94.019,4
179,"0L6UCE1Y0KX3MF2AtxlntI","Kygo","Fragile",230961,"Fragile",1,"2016-03-18",1,0.47,0.422,5,-7.474,1,0.0522,0.177,0.000216,0.0879,0.218,149.505,4
180,"0LH5xRQz5D36FpIkYUFv2e","Nico & Vinz","In Your Arms",205800,"Black Star Elephant",14,"2014",21,0.431,0.81,7,-6.051,1,0.0958,0.299,0,0.249,0.674,110.118,4
181,"3icbmPGKTsKAa0IinkizCM","Nico & Vinz","That's How You Know (feat. Kid Ink & Bebe Rexha)",186443,"That's How You Know (feat. Kid Ink & Bebe Rexha)",1,"2015-07-17",1,0.769,0.437,1,-6.406,1,0.0363,0.44,0,0.116,0.737,103.921,4
182,"2GgxS8bUT5G25QJTsfSv0R","Ellie Goulding","Burn",231211,"Halcyon Days",15,"2014-01-01",22,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,4
183,"37aZmOi9YoSQIcui9oX8bR","Perfect Two","Perfect Two",233628,"Perfect Two",1,"2011-04-29",1,0.52,0.355,7,-7.228,1,0.0503,0.828,0,0.0898,0.743,78.062,4
184,"6lruHh1jF7ezgbLv72xYmf","Arizona Zervas","FML",223000,"Living Facts",2,"2018-06-03",3,0.822,0.575,5,-5.95,1,0.0934,0.113,0,0.106,0.616,100.087,4
185,"0GFOW30WB6SsPoeOlZdDPl","Herman Flesvig","Haugenstua",149043,"Haugenstua",1,"2020-01-12",1,0.884,0.658,6,-10.398,0,0.195,0.0488,0,0.0827,0.6,141.972,5
186,"502X3BGNst24d1LUKkLh35","Eiffel 65","Blue (Da Ba Dee) - Extended Remix",286666,"Europop",14,"1999-11-30",14,0.824,0.978,7,-9.244,0,0.0616,0.236,0.000718,0.393,0.78,127.997,4
187,"4JehYebiI9JE8sR8MisGVb","Beyoncé","Halo",261640,"I AM...SASHA FIERCE",2,"2008-11-17",11,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,4
188,"13P5rwmk2EsoFRIz9UCeh9","Echosmith","Cool Kids",237626,"Talking Dreams (Deluxe Edition)",3,"2013-10-04",14,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4
189,"1CvhKmrutTAta5awpJcFDn","Silentó","Watch Me (Whip / Nae Nae)",185131,"Watch Me (Whip / Nae Nae)",1,"2015-05-04",1,0.819,0.768,8,-8.522,1,0.134,0.234,0,0.334,0.964,139.982,4
190,"2dLLR6qlu5UJ5gk0dKz0h3","Lorde","Royals",190185,"Pure Heroine",3,"2013-09-27",10,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,4
191,"7g35s50bVXtkp6zhihmvcu","Herman Flesvig","Det er fredag",144000,"Det er fredag",1,"2019-04-12",1,0.692,0.783,5,-6.095,1,0.0871,0.00102,2.31e-05,0.141,0.529,133.053,4
192,"0tn15AIyBUAi9WLzzhKQsk","Lucy Spraggan","Last Night (Beer Fear)",133213,"Join the Club",10,"2013-10-07",17,0.456,0.786,1,-3.877,1,0.237,0.198,0,0.13,0.918,92.287,4
193,"6FE2iI43OZnszFLuLtvvmg","MKTO","Classic",175426,"MKTO",2,"2012",11,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,4
194,"2N3U8uTYhjX2KwGT0pf5x0","A$AP Rocky","Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",260986,"AT.LONG.LAST.A$AP",17,"2015-05-26",18,0.394,0.661,4,-8.684,1,0.192,0.00996,0,0.343,0.335,149.818,4
195,"0IiWe6NRNBB7QbrCcgUCZX","Ringnes-Ronny","Jag Vil Ha Dig",192750,"Jag Vil Ha Dig",1,"2019-06-07",1,0.817,0.622,7,-8.078,1,0.0479,0.0724,1.08e-06,0.282,0.573,91.0,4
196,"4B4zDmbHdkXZ1wUJv1yKFy","Jason Derulo","Wiggle (feat. Snoop Dogg)",193295,"Tattoos (Deluxe Edition)",12,"2013-09-10",15,0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.162,0.721,81.946,4
197,"2gTdDMpNxIRFSiu7HutMCg","Machine Gun Kelly","I Think I'm OKAY (with YUNGBLUD & Travis Barker)",169397,"Hotel Diablo",14,"2019-07-05",14,0.628,0.744,7,-4.718,1,0.0379,0.0257,0,0.313,0.277,119.921,4
198,"4jp4Z02kzzg8gK0NmDGgml","K-391","Play",167976,"Play",1,"2019-08-30",1,0.52,0.798,6,-5.498,0,0.0391,0.101,0,0.0932,0.168,101.944,4
199,"00NVYE5PrMpR1gVlC8zPZV","Morgan Sulele","Helt Ærlig",168510,"Helt Ærlig",1,"2019-05-31",1,0.64,0.864,10,-4.075,0,0.051,0.11,0,0.33,0.616,93.835,4
200,"1dNIEtp7AY3oDAKCGg2XkH","The Chainsmokers","Something Just Like This",247626,"Something Just Like This",1,"2017-02-22",1,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,4
201,"6X5OFBbrsHRsyO1zP7udgr","Big Shaq","Man's Not Hot",186026,"Man's Not Hot",1,"2017-09-22",1,0.905,0.884,0,-4.076,1,0.236,0.111,8.31e-05,0.107,0.588,135.048,4
202,"3GpbwCm3YxiWDvy29Uo3vP","Flo Rida","Right Round",204640,"R.O.O.T.S. (Route of Overcoming the Struggle)",5,"2009-03-30",13,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,4
203,"6RwUhWOoRECbpM9FBh13Z2","Alfons","Ganjaman",178106,"Ganjaman",1,"2015-02-11",1,0.923,0.814,8,-4.013,1,0.158,0.00172,0.000365,0.686,0.598,127.996,4
204,"0uUNN1nSoUx1A4fkDCWDQ7","Ava Max","So Am I",183026,"So Am I",1,"2019-03-07",2,0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089,4
205,"3bWAqKDWg6u1davspr5IkS","Robin Schulz","OK",189306,"OK",1,"2017-05-19",1,0.653,0.81,7,-6.032,0,0.0558,0.118,0,0.126,0.583,121.951,4
206,"0GhdVB8RzGutxI15GTtqs9","Julie Bergan","I'll Be Fine Somehow (feat. Julie Bergan) - Recorded at Spotify Studios Stockholm",226449,"Spotify Singles",2,"2019-03-15",2,0.377,0.262,6,-10.461,1,0.0382,0.246,0,0.146,0.307,79.125,1
207,"7KSvVqdp4mvOmIlkh5jzjS","Jesper Jenset","High",178960,"High",1,"2016-05-06",1,0.486,0.8,0,-3.946,0,0.156,0.263,0.00281,0.136,0.441,100.008,4
208,"04rjxIPsEtpM8Yj9UPy6Tt","J-Dawg","Disco Demolition 2018 (Stabekk Anthem)",198448,"Disco Demolition 2018 (Stabekk Anthem)",1,"2017-10-30",1,0.841,0.657,11,-6.656,0,0.22,0.351,0,0.148,0.562,118.102,4
209,"5xvUgoVED1F4mBu8FL0HaW","Bridgit Mendler","Ready or Not",200946,"Hello My Name Is...",1,"2012-01-01",12,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,4
210,"4QNpBfC0zvjKqPJcyqBy9W","Pitbull","Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,"Planet Pit (Deluxe Version)",2,"2011-06-17",16,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,4
211,"7ks6AZmFcm3Y6PGGxGSmlB","David Guetta","Where Them Girls At (feat. Nicki Minaj & Flo Rida)",194840,"Nothing but the Beat (Ultimate Edition)",10,"2012-12-07",29,0.666,0.876,3,-3.078,1,0.0414,0.055,0,0.259,0.552,129.884,4
212,"2iJuuzV8P9Yz0VSurttIV5","will.i.am","Scream & Shout",283400,"#willpower",4,"2013-01-01",15,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,4
213,"6k4eveAE2YX2xjz95BWcHl","MARS","jeg bruker ikke kondom",183253,"MARS",1,"2018-01-12",4,0.567,0.697,1,-8.952,0,0.436,0.358,0,0.0456,0.384,120.374,4
214,"4lCv7b86sLynZbXhfScfm2","Katy Perry","Firework",227880,"Teenage Dream: The Complete Confection",4,"2012-03-12",19,0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,4
215,"3ZFTkvIE7kyPt6Nu3PEa7V","Shakira","Hips Don't Lie (feat. Wyclef Jean)",218093,"Oral Fixation, Vol. 2 (Expanded Edition)",3,"2005-11-28",13,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,4
216,"1TfqLAPs4K3s2rJMoCokcS","Eurythmics","Sweet Dreams (Are Made of This) - Remastered",216933,"Sweet Dreams (Are Made Of This)",6,"1983-01-04",16,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,4
217,"0qOnSQQF0yzuPWsXrQ9paz","Gym Class Heroes","Stereo Hearts (feat. Adam Levine)",210960,"The Papercut Chronicles II",4,"2011-11-11",11,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
218,"6yf3MxEOScNBTYCHOAIiNQ","Jax Jones","Instruction (feat. Demi Lovato & Stefflon Don)",165466,"Instruction (feat. Demi Lovato & Stefflon Don)",1,"2017-06-16",1,0.767,0.929,9,-3.08,0,0.185,0.102,0,0.0921,0.923,121.087,4
219,"6iC7vapdKp0XlKhxOkp8QJ","Tiësto","BOOM",179512,"BOOM",1,"2018-01-26",1,0.886,0.84,2,-3.386,1,0.0502,0.0164,0.00622,0.329,0.203,123.035,4
220,"48RrDBpOSSl1aLVCalGl5C","Eminem","The Monster",250188,"The Marshall Mathers LP2",12,"2013-11-05",16,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,4
221,"0uL88Lp7C6i2WGHub1zrJ9","The Prince Karma","Later Bitches",247976,"Later Bitches",1,"2018-05-25",1,0.769,0.518,8,-6.563,1,0.102,0.000573,0.108,0.342,0.504,121.116,4
222,"1WjLQsbfei4kk9OaVxtfIB","Isah","HALLO",156509,"HALLO",1,"2019-03-29",1,0.891,0.511,0,-6.33,0,0.0586,0.132,0,0.076,0.747,106.077,4
223,"0rmGAIH9LNJewFw7nKzZnc","Bon Jovi","You Give Love A Bad Name",222706,"Slippery When Wet",2,"1986-08-16",10,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,4
224,"4FSQWxUTwzihjpghT0WQMj","Dårlig Vane","Gikk I Bakken",235889,"Gikk I Bakken",1,"2016-03-15",1,0.79,0.711,1,-5.853,0,0.244,0.0414,0,0.0875,0.671,119.971,4
225,"5XqdIg1aIvW0WQ6Jkgy3IX","Will Sparks","Ah Yeah So What - Radio Edit",195026,"Ah Yeah So What",1,"2015-03-27",3,0.678,0.947,0,-3.891,1,0.152,0.0596,0.782,0.207,0.709,127.97,4
226,"5MGNXZUqLX8HCsAplTjzxw","Rae Sremmurd","Come Get Her",212946,"SremmLife",6,"2015-01-06",11,0.692,0.567,2,-6.205,1,0.161,0.189,0,0.0725,0.106,185.08,4
227,"7wMq5n8mYSKlQIGECKUgTX","The Script","Hall of Fame (feat. will.i.am)",202533,"#3 Deluxe Version",3,"2012-09-10",17,0.421,0.873,10,-4.343,1,0.0564,0.0654,0,0.123,0.629,84.786,4
228,"0yIywEquxORnu1dR0WYsdN","Justin Bieber","Love Me",191573,"My World",7,"2009-01-01",7,0.729,0.868,3,-3.319,1,0.0609,0.00939,0,0.283,0.632,124.957,4
229,"1Je1IMUlBXcx1Fz0WE7oPT","Spice Girls","Wannabe",173026,"Spice",1,"1996-01-01",10,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,4
230,"4l6boTiX3Erh3HYpKOa0D6","Ruben","Lay By Me",170830,"Lay By Me",1,"2018-12-28",1,0.461,0.195,10,-7.301,1,0.0352,0.873,0,0.11,0.381,110.193,4
231,"5RL63ttvv7JNhmDuiyjFLw","Ruben","Walls",196166,"Walls",1,"2017-10-20",1,0.53,0.652,8,-5.121,1,0.0582,0.0513,0,0.105,0.493,179.987,4
232,"33KJ2xFYONOlIYDBg6wPx8","HRVY","Personal",198040,"Talk To Ya - EP",2,"2017-11-30",5,0.755,0.536,8,-5.605,1,0.12,0.114,0,0.0282,0.882,138.969,4
233,"7yxNIKwbgYlqWgBYeEtFXN","Jason Derulo","Marry Me",225026,"Tattoos (Deluxe Edition)",3,"2013-09-10",15,0.568,0.631,7,-5.623,1,0.0273,0.033,0,0.144,0.23,105.096,4
234,"6riOc7Xe5GQb8ZBDCXH2hn","Jason Derulo","It Girl",192200,"Future History",4,"2011-09-26",28,0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,4
235,"6g6A7qNhTfUgOSH7ROOxTD","Jason Derulo","Talk Dirty (feat. 2 Chainz)",177685,"Talk Dirty",1,"2013-09-10",11,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,4
236,"1hGy2eLcmC8eKx7qr1tOqx","Sean Kingston","Beautiful Girls",225373,"Beautiful Girls",1,"2007-07-23",1,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,4
237,"2meEiZKWkiN28gITzFwQo5","Ariana Grande","Into You",244453,"Dangerous Woman",4,"2016-05-20",15,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,4
238,"7l94dyN2hX9c6wWcZQuOGJ","Ariana Grande","Dangerous Woman",235946,"Dangerous Woman",2,"2016-05-20",15,0.664,0.602,4,-5.369,0,0.0412,0.0529,0,0.356,0.289,134.049,3
239,"3bC1ahPIYt1btJzSSEyyrF","Flo Rida","Whistle",224653,"Wild Ones",1,"2012-06-22",10,0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,4
240,"4pLwZjInHj3SimIyN9SnOz","Ariana Grande","Side To Side",226160,"Dangerous Woman",5,"2016-05-20",15,0.648,0.738,6,-5.883,0,0.247,0.0408,0,0.292,0.603,159.145,4
241,"5wzuewBsK1GdViQK4uBraa","Nicki Minaj","Grand Piano",259106,"The Pinkprint (Deluxe)",16,"2014-12-15",19,0.33,0.21,4,-10.808,1,0.0307,0.889,1.1e-05,0.0784,0.135,128.154,4
242,"5eqiMMbaeUZ32Q7sS00H35","Nicki Minaj","Anaconda",260240,"The Pinkprint (International Deluxe Explicit)",12,"2014-12-15",21,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,4
243,"6dpKQiQzZE2r9rZVWeLGom","Far East Movement","Live My Life",237106,"Dirty Bass (Deluxe)",2,"2012",22,0.683,0.804,9,-6.592,0,0.0849,0.00289,0,0.0949,0.522,128.006,4
244,"2EBCVPNAG46nbgs6jXPGvv","Nicki Minaj","Starships",210626,"Pink Friday: Roman Reloaded The Re-Up (Explicit Version)",10,"2012-01-01",27,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,4
245,"0iYebKFUSfF72fUu2OW6ZT","Nicki Minaj","Super Bass",200013,"Pink Friday (Deluxe)",14,"2010-01-01",16,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,4
246,"0puf9yIluy9W0vpMEUoAnN","Jessie J","Bang Bang",199386,"Sweet Talker (Deluxe Version)",4,"2014-10-14",15,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,4
247,"2GGMabyHXnJmjY6CXhhB2e","Cardi B","Money",183527,"Money",1,"2018-10-23",1,0.95,0.59,8,-6.508,0,0.29,0.00534,0,0.11,0.219,130.003,4
248,"0CAfXk7DXMnon4gLudAp7J","Flo Rida","Low (feat. T-Pain)",231400,"Mail on Sunday",5,"2008-03-17",14,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4
249,"2afCBiru10AFckfOa49wIa","One Direction","You & I",237933,"Midnight Memories (Deluxe)",5,"2013-11-25",18,0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,4
