"n","id","artist_name","name","duration_ms","album_name","track_number","release_date","total_tracks","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
124,"2hloaUoRonYssMuqLCBLTX","Ariana Grande","bloodline",216893,"thank u, next",4,"2019-02-08",12,0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976,4
125,"0e8nrvls4Qqv5Rfa2UhqmO","Lil Nas X","THATS WHAT I WANT",143901,"MONTERO",4,"2021-09-17",15,0.737,0.846,1,-4.51,0,0.22,0.00614,0,0.0486,0.546,87.981,4
126,"52K4Nl7eVNqUpUeJeWJlwT","Britney Spears","Break the Ice",196053,"Blackout",4,"2007-10-25",15,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533,4
127,"3Dv1eDb0MEgF93GpLXlucZ","Doja Cat","Say So",237893,"Hot Pink",5,"2019-11-07",12,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4
128,"2WyRfGeHo97VC5mP1BBSzr","Miley Cyrus","Mother's Daughter",219080,"SHE IS COMING",1,"2019-05-31",6,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,4
129,"2cMTIlktg3M9mXYqCPqw1J","Kelis","Milkshake",182626,"Tasty",3,"2003-12-05",14,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,4
130,"2zUbimuKNWDMCwbqNauLWV","Latto","B*tch From Da Souf (Remix)",224119,"B*tch From Da Souf (Remix)",1,"2019-12-04",1,0.834,0.531,1,-5.708,1,0.36,0.0662,0,0.136,0.415,150.126,4
131,"08TILUAN56HJoS1d9mNRty","Megan Thee Stallion","Circles",170641,"Good News",2,"2020-11-20",17,0.842,0.789,6,-8.733,0,0.178,0.0265,0,0.355,0.795,111.113,4
132,"6qNB2ChCVPepl5ZjVJJTUW","Ashnikko","STUPID (feat. Yung Baby Tate)",167317,"Hi, It's Me",3,"2019-07-12",5,0.772,0.637,2,-6.881,1,0.114,0.00459,0,0.0778,0.54,149.906,4
133,"30TmLgK0ja5O8q9l4BShIX","Ariana Grande","Everyday",194840,"Dangerous Woman",9,"2016-04-01",15,0.637,0.733,7,-4.387,0,0.0553,0.0152,0,0.162,0.432,131.005,4
134,"4E7ZbuJH3NddjnMWLstkRq","Baby Tate","I Am (feat. Flo Milli)",182464,"After The Rain",2,"2020-12-04",7,0.932,0.835,1,-3.905,1,0.156,0.105,0,0.0847,0.926,144.02,4
135,"2VOomzT6VavJOGBeySqaMc","Rihanna","Disturbia",238626,"Good Girl Gone Bad: Reloaded",13,"2008-06-02",15,0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921,4
136,"7qdFz1dTJqgdVe6NA4F4DP","Flo Milli","Beef FloMix",147692,"Ho, why is you here ?",2,"2020-07-24",12,0.879,0.733,11,-3.953,0,0.142,0.216,0,0.274,0.913,117.039,4
137,"2fHXAuXRcCDXbZYJIUZCGW","City Girls","Jobs",121386,"City On Lock",3,"2020-06-20",15,0.885,0.592,10,-6.06,0,0.303,0.00094,9.04e-05,0.081,0.672,159.996,4
138,"3jRHehB5ulTMKfK5WaqDqc","Megan Thee Stallion","What’s New",155090,"Good News",9,"2020-11-20",17,0.934,0.873,1,-4.707,1,0.309,0.00488,0,0.0832,0.721,139.997,4
139,"0CfmNX2TXk7yoJqHJiixnp","Cardi B","She Bad",230952,"Invasion of Privacy",11,"2018-04-06",13,0.791,0.504,10,-7.864,1,0.266,0.0183,0,0.0963,0.355,159.949,4
140,"3H6JUtLbiZh07T7GLiuTON","Khia","My Neck, My Back",222333,"Thug Misses",1,"2002",17,0.877,0.696,9,-2.296,0,0.138,0.0302,0,0.0478,0.747,102.055,4
141,"794F99D5BQHS5ZGRXAs7I5","Nicki Minaj","Anaconda",260240,"The Pinkprint (Deluxe)",12,"2014-12-15",19,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,4
142,"7GLqR9ToJLb0PV3XyNAWNm","Kali","MMM MMM (feat. ATL Jacob)",137341,"MMM MMM (feat. ATL Jacob)",1,"2021-06-28",2,0.85,0.444,9,-8.69,1,0.346,0.134,0,0.113,0.187,86.533,4
143,"1yLTcitjbEJr7a4jyDB0Lz","Reyanna Maria","So Pretty",85741,"So Pretty",1,"2021-01-20",1,0.799,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906,4
144,"4hXDobvUaXyDFLnmecoY0z","Tyga","Dip (feat. Nicki Minaj)",195991,"Dip (feat. Nicki Minaj)",1,"2018-10-29",1,0.885,0.543,2,-6.338,1,0.2,0.0311,0,0.154,0.43,99.026,4
145,"62GXGpd73vslqIBHq8XqOx","The Carters","APESHIT",264853,"EVERYTHING IS LOVE",2,"2018-06-18",9,0.706,0.785,2,-6.475,1,0.271,0.0131,0,0.164,0.377,160.033,4
146,"6ldwfK0yWgTAlmIfuQkTYN","Britney Spears","I'm a Slave 4 U",203600,"Britney (Digital Deluxe Version)",1,"2001-10-31",15,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,4
147,"5VH29X65xVLfH2TwD9EcxO","Nicki Minaj","I'm Legit",198053,"Pink Friday: Roman Reloaded The Re-Up (Explicit Version)",5,"2012-01-01",27,0.859,0.746,9,-3.014,1,0.0663,0.0301,0.000877,0.169,0.543,75.002,4
148,"0NTMtAO2BV4tnGvw9EgBVq","Rihanna","Bitch Better Have My Money",219305,"Bitch Better Have My Money",1,"2015-03-26",1,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,4
149,"2bocAPQcUTLUXx8lAOTiK3","Iggy Azalea","Team",209466,"Team",1,"2016-03-18",1,0.891,0.692,4,-4.989,1,0.0673,0.0545,0,0.608,0.218,100.023,4
150,"2ZCu2xskiEBCV3y0eu0zJG","Chlöe","Treat Me",149865,"Treat Me",1,"2022-04-08",1,0.708,0.793,7,-2.518,0,0.0417,0.0442,2.62e-06,0.0362,0.503,94.005,4
151,"19Fcrc0nJiwMKom00gS9SW","Nicki Minaj","Good Form",199400,"Queen",12,"2018-08-10",19,0.88,0.775,7,-5.133,1,0.0953,0.113,0.00264,0.0943,0.284,96.503,4
152,"5hyq3LBlCfjRQAFkdQwe8o","Charli XCX","Vroom Vroom",193270,"Vroom Vroom EP",1,"2016-02-26",4,0.836,0.684,11,-5.818,1,0.241,0.122,0,0.0854,0.514,151.007,4
153,"7ssEhls1ZYEGtBsoovkMSe","Ciara","Level Up",204150,"Beauty Marks",2,"2019-05-10",11,0.746,0.825,1,-4.666,1,0.169,0.0142,0.0107,0.121,0.584,152.914,4
154,"5hgnY0mVcVetszbb85qeDg","Beyoncé","Partition",319466,"BEYONCÉ [Platinum Edition]",6,"2014-11-24",20,0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571,4
155,"1bPoQ1zaUWZmiYrckwfulU","Iggy Azalea","Sally Walker",178993,"In My Defense",3,"2019-07-19",12,0.905,0.492,8,-8.953,0,0.0936,0.0177,0,0.0994,0.605,140.076,4
156,"21pySLskKIKrhDziCX5ojQ","The Pussycat Dolls","When I Grow Up",245680,"Doll Domination (Deluxe)",1,"2008-09-23",20,0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449,4
157,"5N1o6d8zGcSZSeMFkOUQOk","Megan Thee Stallion","Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)",199427,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)",1,"2019-08-09",1,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,4
158,"2sYREp7K5QAkM4qd3hDZWk","Megan Thee Stallion","Eat It",169420,"Something for Thee Hotties",8,"2021-10-28",21,0.864,0.596,5,-5.889,0,0.267,0.0337,0,0.302,0.585,137.951,4
159,"0lnIJmgcUpEpe4AZACjayW","Beyoncé","Sorry",232560,"Lemonade",4,"2016-04-23",13,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,4
284,"18asYwWugKjjsihZ0YvRxO","Tiësto","The Motto",164818,"The Motto",1,"2021-11-04",1,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4
160,"1a4CELt8vGuKBFZ8hVDMJU","Tom Enzy","Low (feat. Victor Perry)",145952,"Low (feat. Victor Perry)",1,"2022-03-25",1,0.789,0.896,11,-6.965,1,0.0383,0.00903,0.468,0.0851,0.682,125.958,4
161,"77PmH9QCb4RZY6ZlfKJlFA","Martin Jensen","One Day",152990,"One Day",1,"2022-04-22",1,0.579,0.834,8,-5.879,0,0.306,0.203,0,0.218,0.494,126.289,4
162,"4MdZkudMwETtvGqf0ZwIKW","Aryue","DO IT TO IT (feat. Dsnt Matter)",178057,"DO IT TO IT (feat. Dsnt Matter)",1,"2021-11-26",1,0.849,0.796,0,-3.828,1,0.15,0.0614,5.23e-06,0.088,0.463,124.01,4
163,"1ZRblW8yUDxpcF4gvk5BSC","Mosimann","No Diggity",154080,"No Diggity",1,"2022-05-06",1,0.884,0.822,4,-5.921,1,0.0973,0.0158,0.485,0.0969,0.587,125.0,4
164,"3QuJ4TqND9JE7cqAkIrgYr","Marcus Layton","Smalltown Boy",144240,"Smalltown Boy",1,"2022-03-25",1,0.65,0.644,6,-8.45,0,0.234,0.236,4.32e-05,0.0964,0.445,124.966,4
165,"3xEctWmH2DytcEFUDOItXi","MOLOW","Gotta Get Thru This",151088,"Gotta Get Thru This",1,"2022-04-08",1,0.744,0.678,5,-4.823,0,0.0304,0.0412,0,0.0823,0.508,124.024,4
166,"0ObjR62m9dqIwRyoqAOrhM","MÖWE","Body 2 Body",164454,"Body 2 Body",1,"2022-05-13",1,0.706,0.885,6,-5.851,1,0.044,0.0617,0.557,0.108,0.598,109.972,4
167,"638bKuHUI5evFzk1EOSGnj","Mosimann","Bananza (Belly Dancer)",147881,"Bananza (Belly Dancer)",1,"2022-02-18",1,0.838,0.899,9,-4.582,0,0.0777,0.00716,0.117,0.0836,0.649,124.001,4
168,"75FBblO0fUs45UbusABgXe","WISEKIDS","Ringtone Flip",119412,"Ringtone Flip",1,"2022-04-22",1,0.806,0.683,7,-7.31,0,0.0555,0.000988,0.852,0.087,0.395,124.995,4
169,"4BjqwQpiIxrwRvNeQig8uL","Ugg'A","ilomilo",161280,"ilomilo",1,"2022-05-13",1,0.862,0.895,5,-6.587,0,0.184,0.0611,0.0541,0.298,0.0396,125.005,4
170,"0Ux8HpG6fuA6VvHACPVdiG","Bless You","Give It To Me",129677,"Give It To Me",1,"2022-04-15",1,0.824,0.677,8,-10.255,1,0.0672,0.0337,0.038,0.165,0.813,124.008,4
171,"6Bs3ki2dOX2OrtEY3AWdha","Boye & Sigvardt","Fool",188720,"Fool",1,"2022-04-01",1,0.804,0.768,5,-5.378,0,0.185,0.0916,0.000272,0.159,0.422,111.018,4
172,"57lio22IReowFvXxaRGxA4","Harrison","Heat Waves",171919,"Heat Waves",1,"2022-02-11",1,0.687,0.655,8,-6.111,0,0.0369,0.0391,0,0.305,0.597,126.016,4
173,"12PUI1f4EcGAfubkxtDtY1","VAMERO","Ghost",147288,"Ghost",1,"2022-02-25",1,0.716,0.857,2,-5.419,0,0.0315,0.0538,0.00545,0.647,0.363,124.024,4
174,"320ucx6z79VgPO3vkFvkdz","Red Lemon","Somebody That I Used To Know",163809,"Somebody That I Used To Know",1,"2022-05-06",1,0.699,0.884,2,-4.392,0,0.0369,0.00512,7.37e-05,0.0755,0.332,125.983,4
175,"2VN3QrKl8iAgElarbGLYRC","Martin Jensen","Running",185015,"Running",1,"2022-01-14",1,0.606,0.853,5,-4.601,0,0.0392,0.00673,1.19e-06,0.241,0.333,122.001,4
176,"5Bl32FoKm0kTiMe6hcRNkV","SOMMA","Body on Fire",159180,"Body on Fire",1,"2022-04-01",2,0.735,0.691,9,-6.578,0,0.0418,0.111,0.0186,0.207,0.575,125.024,4
177,"7IjuHpUF1HNE4j0V0NUB02","R3YAN","Say It Right",132000,"Say It Right",1,"2022-04-15",1,0.633,0.638,5,-6.337,0,0.0256,0.00452,0.00127,0.167,0.498,120.121,4
178,"4KxhFfnsHaUKOHScPSKfVt","Morgan Oliver-Allen","Can't Sleep At Night",186027,"Can't Sleep At Night",1,"2022-04-22",1,0.778,0.664,1,-7.136,1,0.0358,0.0441,0.0012,0.146,0.612,119.961,4
179,"1DFnYrCz5ySeU3PS13FGVI","The High","Better Now",185338,"Better Now",1,"2022-04-08",1,0.695,0.886,6,-6.27,1,0.0725,0.011,0,0.387,0.543,127.982,4
180,"0Ec7Qf3xtl9fM3OdpDGtAk","Harrison","What's Poppin (feat. Sebastien Dior)",173793,"What's Poppin (feat. Sebastien Dior)",1,"2022-01-14",1,0.808,0.855,11,-5.746,1,0.0636,0.122,0,0.0889,0.76,124.024,4
181,"3JuLu3PF1EyVBK2gI82Oxd","Nu Aspect","Afterlife",192122,"Afterlife",1,"2022-04-15",2,0.573,0.682,5,-12.578,1,0.041,0.449,0.0113,0.0957,0.0562,123.959,3
182,"7b4MzgnreMgesQn5I21FsQ","Ian Storm","Losing My Religion (feat. Polina Vita)",225517,"Losing My Religion (feat. Polina Vita)",1,"2022-04-29",1,0.665,0.792,11,-4.787,0,0.0681,0.0617,0,0.393,0.331,115.98,4
183,"1GAzZNQP3cRaTiR3sYLAxJ","Aiman Beretta","Someone You Loved (feat. Joel Abrams)",193010,"Someone You Loved (feat. Joel Abrams)",1,"2022-04-08",1,0.747,0.85,8,-4.923,0,0.0659,0.0744,0.000298,0.106,0.425,120.013,4
184,"5GvamHhgJ1uw3Ej0hYEHaA","Cuervo","Head Shoulders Knees & Toes",151725,"Head Shoulders Knees & Toes",1,"2022-04-08",1,0.723,0.815,4,-6.213,0,0.0428,0.00741,0.00532,0.616,0.313,130.007,4
185,"4HjGotlHv4imEjXrgQGaWf","Sexycools","Lalala",152307,"Lalala",1,"2022-03-11",1,0.724,0.858,9,-5.303,1,0.0353,0.00636,0.0324,0.306,0.492,130.051,4
186,"2K4TuXklZiu0S5cWLimBWH","WISEKIDS","abcdefu",170000,"abcdefu",1,"2022-02-25",1,0.702,0.702,7,-7.356,1,0.0436,0.149,4.08e-05,0.128,0.478,121.992,4
187,"1hIU1rSduReuWRibAhIcSd","Thomas Irwin","LA LA",173536,"LA LA",1,"2022-03-25",1,0.672,0.762,4,-5.85,1,0.14,0.212,0,0.384,0.688,125.987,4
188,"0ertSKKjkblxh00ENXWJJq","Malifoo","Waiting for You",222696,"Waiting for You",1,"2022-02-25",1,0.768,0.621,6,-6.54,1,0.0529,0.0357,0.157,0.166,0.327,123.993,4
189,"2gOlp6jtvqqt1k205GmbzR","AINT","All Fucked Up",144590,"All Fucked Up",1,"2022-04-01",1,0.805,0.451,9,-13.224,1,0.0568,0.0305,0.404,0.291,0.844,122.041,4
190,"0CfLO1VTH4RVh69IFShbIY","Marc Benjamin","Hard To Forget",138861,"Hard To Forget",1,"2022-02-25",1,0.714,0.969,1,-3.742,0,0.036,0.121,2.14e-05,0.0564,0.433,135.019,4
191,"3NcYTc2Q6G84WZqUeCQhFk","Galwaro","Mystery",156446,"Mystery",1,"2022-03-25",1,0.629,0.952,8,-2.893,0,0.0577,0.00157,0.0126,0.134,0.204,139.969,4
192,"0JYWFybzY2HaLUnIpvy0WL","LOOZE","Stars (feat. Crooked Bangs)",155625,"Stars (feat. Crooked Bangs)",1,"2022-02-04",1,0.724,0.839,11,-6.19,0,0.158,0.172,0.000241,0.336,0.326,128.015,4
193,"4VClJJiVxTzLml2p7SSP3c","Dario G","Mi Rey (My King)",194875,"Mi Rey (My King)",1,"2022-04-15",1,0.637,0.864,1,-6.189,1,0.0531,0.0189,0.000589,0.11,0.506,120.014,4
194,"17YSA04qkkUZDzAfM3mKb1","Ian Storm","We Are The People (feat. Heleen)",161344,"We Are The People (feat. Heleen)",1,"2022-01-28",1,0.626,0.883,11,-5.183,0,0.0957,0.0984,0.000124,0.154,0.404,118.963,4
195,"2B4GHvToeLTOBB4QLzW3Ni","Farruko","Pepas",287120,"La 167",3,"2021-10-01",25,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4
196,"1nAV9S3nZ8Y7GcnqKazZX0","Maciel","Inside Out",174735,"Inside Out",1,"2022-02-18",1,0.783,0.802,6,-6.081,1,0.104,0.0228,7.82e-06,0.0805,0.559,124.964,4
197,"5MRSQiSr6sRUTiLBTwqx1t","DeejaVu","Alone",144637,"Alone",1,"2022-03-11",1,0.698,0.707,6,-9.762,1,0.037,0.19,0.00613,0.116,0.213,126.018,4
198,"67EPXZyocCphVYz0zUHllM","WILL K","Holding On",150588,"Holding On",1,"2022-02-04",1,0.67,0.766,1,-8.591,1,0.0367,0.0666,0.0453,0.237,0.184,123.981,4
199,"4j744MQLKOhP4K5X4f0YTt","Le Boeuf","U Remind Me (feat. J.None)",171228,"U Remind Me (feat. J.None)",1,"2022-02-18",1,0.676,0.825,3,-5.065,0,0.181,0.127,0,0.344,0.632,118.061,4
200,"06HddeIchc6iA9kPMpFz4C","The High","Listen To Your Heart",193101,"Listen To Your Heart",1,"2022-02-18",1,0.415,0.71,11,-7.285,0,0.0448,0.0119,0,0.45,0.387,183.933,4
201,"6l2PG5FV5MXmbjOrWoUbEM","MÖWE","Bad Intentions",167213,"Bad Intentions",1,"2022-01-28",1,0.673,0.875,6,-5.201,0,0.0398,0.0125,0.00283,0.242,0.345,122.027,4
202,"1ct6NVKa8FzmUWK41eh3Ta","Bless You","Driving",181935,"Driving",1,"2021-08-20",1,0.715,0.821,11,-6.939,0,0.0774,0.428,0.145,0.159,0.283,123.994,4
203,"22jmAYu0N0uYsx5QrryGYQ","Zombic","You Broke Me First",146852,"You Broke Me First",1,"2022-02-04",1,0.676,0.858,1,-4.927,0,0.252,0.0194,2.44e-06,0.295,0.159,138.052,4
204,"5YaskwnGDZFDRipaqzbwQx","ATB","Your Love (9PM)",150052,"Your Love (9PM)",1,"2021-01-15",1,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,4
205,"5BD1qcjCD02u8UVEK3LhV9","Finnet","Caught In The Middle (feat. Darla Jade)",166013,"Caught In The Middle (feat. Darla Jade)",1,"2022-03-18",1,0.654,0.828,11,-8.438,1,0.0381,0.527,0.0282,0.41,0.502,120.037,4
206,"2mPNmOoKknwCQQ3XQTcD1O","MÖWE","Barking",139500,"Barking",1,"2021-11-05",1,0.678,0.783,8,-7.17,0,0.145,0.459,0,0.0713,0.635,118.024,4
207,"44lgNpiLDPUISTbv7MHFPX","MOLOW","Tamagotchi",148625,"Tamagotchi",1,"2022-01-21",1,0.668,0.855,3,-5.321,0,0.0971,0.0168,2.5e-06,0.0385,0.276,101.214,3
208,"02e6Rdflco84N2gLqtnKlq","Harrison","Flatlining",143771,"Flatlining",1,"2021-12-10",1,0.869,0.481,6,-9.161,0,0.0834,0.336,0.00206,0.109,0.551,124.046,4
209,"7g1JBB5oEkSFAPMBi1Qlc4","Sick Individuals","More Than I Want To",167503,"More Than I Want To",1,"2022-01-07",1,0.442,0.804,0,-4.508,1,0.0756,0.156,0,0.279,0.494,119.825,4
210,"73ThEGwF5i9GrsXXGyZBRa","Imanbek","I'm Just Feelin' (Du Du Du)",164884,"I'm Just Feelin' (Du Du Du)",1,"2020-05-01",1,0.442,0.804,0,-4.508,1,0.0756,0.156,0,0.279,0.494,119.825,4
211,"3t7lNGWk8nxPxlyhDcxLo2","Veronica Bravo","Everytime We Touch",155686,"Everytime We Touch",1,"2022-01-21",1,0.697,0.684,8,-8.317,1,0.326,0.217,0,0.207,0.215,125.95,4
212,"1zkNia0NYgTVvCWYwfi9PT","Cat Mode","Save Your Tears",181069,"Save Your Tears",1,"2022-01-28",1,0.726,0.819,11,-7.771,1,0.0521,0.176,4.15e-06,0.117,0.402,117.985,4
213,"178Jceoni0JxXQgPc7xOfs","Arc North","Regrets",163000,"Regrets",1,"2022-02-04",1,0.647,0.688,5,-6.759,0,0.0451,0.139,0,0.333,0.0932,114.99,4
214,"1d1OPVQPRgk7FTPLxRTru5","Ian Storm","White Rabbit",184424,"White Rabbit",1,"2021-12-10",1,0.668,0.656,6,-6.308,0,0.0432,0.0063,0.00858,0.652,0.106,116.997,4
215,"3jz02A9rGkOVMGuhoE6Edv","MÖWE","Deep End",164761,"Deep End",1,"2021-12-03",1,0.697,0.766,7,-6.738,1,0.0501,0.0354,8.54e-06,0.103,0.564,125.908,4
216,"12KaApmjLvdS23DCbFIGLv","NEVALEFT","Hope It Hurts (feat. Lousy)",184270,"Hope It Hurts (feat. Lousy)",1,"2022-02-11",1,0.538,0.902,11,-5.871,0,0.0675,0.0603,3.09e-05,0.118,0.419,124.057,4
217,"5TgQSnfqCivROLGrJ7prqy","Tom Enzy","Love U Seek",161612,"Love U Seek",1,"2021-09-24",1,0.69,0.877,1,-6.514,0,0.0357,0.0103,2.64e-05,0.171,0.292,123.999,4
218,"3nahu7dQYVwfNEiU10DUWL","Paige","Hey Now",238524,"Hey Now",1,"2021-12-10",1,0.631,0.651,10,-9.537,0,0.0383,0.371,0.338,0.156,0.131,122.979,4
219,"5WB5il3i6mGYwXDwvrtBGU","RAZZ","Down That Road Tonight",154634,"Down That Road Tonight",1,"2022-03-11",1,0.712,0.622,1,-8.956,0,0.0323,0.246,0.429,0.0973,0.0701,123.003,4
220,"5BqSkBYlctfQ2oI7ADiVjj","Cat Mode","Faded & Cold",188500,"Faded & Cold",1,"2022-02-18",1,0.516,0.781,4,-6.373,0,0.366,0.147,0,0.0648,0.293,125.214,4
221,"1ebWHl25E8wl7BxiExDRaY","Rompasso","Make My Mind Go (feat. Martin Jensen) - Jonasu & FAULHABER Dirty Moog Remix",169864,"Make My Mind Go (feat. Martin Jensen) [Jonasu & FAULHABER Dirty Moog Remix]",1,"2021-12-31",1,0.666,0.681,0,-6.339,0,0.0387,0.0363,1.05e-06,0.167,0.471,126.021,4
222,"5xKwPZl3Ny4a50AiD2V0zQ","Salasnich","Am I Wrong (feat. Valencia James)",162612,"Am I Wrong (feat. Valencia James)",1,"2022-01-07",1,0.652,0.856,9,-5.719,0,0.135,0.00947,2.31e-06,0.104,0.288,123.974,4
223,"7GmoBiIFfCjbo6ZI8mL8Tr","Jacob Bech","Cherish",216400,"Cherish",1,"2021-12-31",1,0.728,0.805,3,-5.91,1,0.0929,0.138,0.0198,0.114,0.579,125.032,4
224,"6u3RxBwCVPrkeiJgtfIU9p","Martin Jensen","Can't Come To The Phone",175305,"Can't Come To The Phone",1,"2021-08-06",1,0.742,0.787,9,-4.712,0,0.0479,0.0273,3.25e-05,0.107,0.688,124.016,4
225,"6ndyHWX5zBFbZI9sBnyv7k","Karma Child","Eyes For U (feat. Conor Maynard & Gia Koka) - WISEKIDS Remix",133875,"Eyes For U (feat. Conor Maynard & Gia Koka) [WISEKIDS Remix]",1,"2021-12-31",2,0.726,0.819,0,-6.329,1,0.156,0.0997,2.22e-05,0.0942,0.505,117.928,4
226,"1rOsA3XJSyfe28s5oyBvTF","Kallisto","Wicked Game",191612,"Wicked Game",1,"2022-01-14",1,0.616,0.692,1,-9.08,0,0.0467,0.0376,0.0209,0.0708,0.554,123.996,4
227,"7oITc5325kIyKNGYheFyAc","Markhese","Tonight",204000,"Tonight",1,"2022-01-07",1,0.588,0.896,7,-4.998,0,0.0393,0.00615,0.0947,0.67,0.0765,124.96,4
228,"0bI7K9Becu2dtXK1Q3cZNB","Tiësto","Don't Be Shy",140500,"Don't Be Shy",1,"2021-08-12",1,0.588,0.896,7,-4.998,0,0.0393,0.00615,0.0947,0.67,0.0765,124.96,4
229,"4mqdXZj1MHuQ57HBWJufjU","Niklas Dee","SugarCrash!",163106,"SugarCrash!",1,"2021-12-17",1,0.708,0.812,5,-6.63,1,0.445,0.0745,0,0.0941,0.731,132.042,4
230,"17e9cIORs10rzE4cX5iSNS","WISEKIDS","Whats The Prob Dog? (Let me Think About It)",112439,"Whats The Prob Dog? (Let me Think About It)",1,"2020-12-25",1,0.75,0.798,1,-4.415,1,0.0973,0.00268,0.677,0.0741,0.703,129.034,4
231,"3iogyo3Mvn944f5c7ph7Jk","Sirona","I Follow Rivers (feat. Britt Lari)",191311,"I Follow Rivers (feat. Britt Lari)",1,"2021-11-05",1,0.786,0.716,2,-6.443,0,0.0381,0.103,0.00189,0.156,0.259,121.989,4
232,"2JUKxpH1uaZpRrTrUfxIEU","Cat Mode","Feel The Love",162701,"Feel The Love",1,"2022-01-14",1,0.576,0.704,0,-6.508,1,0.0579,0.194,0.000541,0.031,0.195,123.928,4
233,"4iWVJE20eXjJoNeLDOXZz8","Harrison","Stay",180495,"Stay",1,"2021-10-22",1,0.698,0.735,1,-6.07,1,0.0359,0.0321,0,0.537,0.356,121.046,4
234,"7ILq42wa4pbYgVtEbBYB9K","Blaikz","Love Tonight",164878,"Love Tonight",1,"2021-12-17",1,0.605,0.918,0,-6.253,0,0.0791,0.00759,0.00162,0.842,0.2,122.98,4
235,"3YnOIhATp9QC9OxJb3pDfg","Martin Jensen","Carry On",152111,"Carry On",1,"2020-02-28",1,0.701,0.668,9,-6.555,0,0.0729,0.011,1.98e-06,0.166,0.692,124.106,4
236,"3uUuGVFu1V7jTQL60S1r8z","Lost Frequencies","Where Are You Now",148197,"Where Are You Now",1,"2021-07-30",1,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4
237,"57Tyx15Nnt81jJeVDTQnE5","DVRT","Señorita",162927,"Señorita",1,"2021-12-17",1,0.722,0.88,0,-4.958,1,0.0326,0.0815,2.31e-05,0.145,0.205,124.018,4
238,"2b9QRWZm5k3Ftv6tlfUV7F","Gabry Ponte","Give My All - Gabry Ponte & R3SPAWN Remix",188307,"Give My All (Gabry Ponte & R3SPAWN Remix)",1,"2021-11-05",1,0.678,0.894,2,-4.08,0,0.0443,0.0109,0.000854,0.297,0.325,130.062,4
239,"1W4dJUbhsVUbTqIAXuWNPR","Galwaro","Gun Down",133655,"Gun Down",1,"2021-10-22",1,0.714,0.925,10,-2.391,0,0.035,0.000875,0.124,0.311,0.445,145.013,4
240,"2h4tjVVBuvdwpuNnBq9gt0","Rompasso","123 (Dolly Song) (feat. Karma Child)",141652,"123 (Dolly Song) (feat. Karma Child)",1,"2021-09-10",1,0.839,0.826,9,-5.452,0,0.116,0.113,2.02e-06,0.111,0.631,117.948,4
241,"4cG7HUWYHBV6R6tHn1gxrl","Riton","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",169153,"Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]",1,"2021-01-15",1,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4
242,"4mVxcMSvjMyags09yjdfip","Santi","Todo de Ti",166491,"Todo de Ti",1,"2021-11-19",1,0.774,0.833,3,-4.526,0,0.051,0.265,5.25e-06,0.0574,0.481,123.92,4
243,"0GVhTGXL32Y7amlF0NbyIg","Karma Child","Eyes For U (feat. Conor Maynard & Gia Koka)",158099,"Eyes For U (feat. Conor Maynard & Gia Koka)",1,"2021-11-26",1,0.657,0.794,0,-4.649,1,0.0287,0.0513,2.45e-06,0.371,0.398,100.062,4
244,"5r1s7qGmLpFtu4KdbLAPvq","The High","Lonely Nights",168625,"Lonely Nights",1,"2021-11-19",1,0.592,0.784,7,-5.75,0,0.0341,0.0295,0,0.125,0.513,123.988,4
