id,duration_ms,tempo,loudness,name,artist_id,artist,album_id,album,popularity,playlist,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature
3iWo5Y9DpJNdFI3lERYgEy,0.1557663627608452,0.5414173553525086,0.11748374707910147,"Ave verum corpus, K. 618 (Transcr. Liszt for Solo Piano)",4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,70RFSsaRzmyH4IlZv76VKA,Mozart & Contemporaries,45,2,0.48700000000000004,0.00409,11,1,0.0612,0.985,0.894,0.0965,0.16,4
4XPq8MBYuWi4Z5PzmebwYo,0.106411882351204,0.6598056193010366,0.3440992064410152,Open,3duTXsC49HoPt4f4EySDKf,Luke Howard,1Bqt4IAh5SgCWyN42nHKDD,Open,52,2,0.258,0.0238,0,0,0.0428,0.9940000000000001,0.904,0.106,0.0757,3
7yNdc5jF4CAe2TzFadHPKK,0.19555904834875285,0.3505422667736652,0.39620109663836384,Sakamoto: Opus,2h8Yy5xhlNbJsekoeiPhbb,Gina Alice,2oIsG2NcHyrGM3kCAmdWrf,Wonderworld,42,2,0.39799999999999996,0.0252,9,0,0.0624,0.992,0.914,0.10800000000000001,0.11699999999999999,4
0ftAOThcYwpSDapJhDOy7o,0.18955503528249787,0.3404759558302477,0.39048654651458714,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,44c4dUwLlRWjAvMgg4ihIG,"Mozart: Piano Sonatas K.309, K.332 & K.570",51,2,0.522,0.0308,5,1,0.0641,0.995,0.915,0.0805,0.313,4
6Olyr6tQ7DKWPJro6nn35C,0.15900585553289615,0.7155809598896224,0.7224163061333086,Short Ride in a Fast Machine,35OhI7DSls022v9Bz9r0VZ,John Adams,1UcPTXCWsMxVqXJArrzxfi,The John Adams Album,42,2,0.392,0.501,2,1,0.146,0.682,0.909,0.442,0.113,3
3hgRiVuiBWVbpd4kBQD68m,0.1252081593544968,0.3742931290975048,0.42977118663674435,"Nacht und Träume, Op. 43 No. 2, D. 827",2p0UyoPfYfI76PCStuXfOP,Franz Schubert,6xpG0gvWQSnQlRqyxGdX29,"Schubert: Nacht und Träume, Op. 43 No. 2, D. 827",44,2,0.20600000000000002,0.0645,4,1,0.0396,0.985,0.894,0.138,0.0398,4
4aGi0uWDjzW8asTmAlBJrg,0.09849813538438316,0.4237611867453199,0.3940726002359855,"Salut d'amour, Op. 12 (Arr. Viola & Piano)",430byzy0c5bPn5opiu0SRd,Edward Elgar,4yPQ6357TICpvEHwOz3G1R,Viola Bouquet,36,2,0.282,0.0714,2,1,0.0532,0.9570000000000001,0.28800000000000003,0.113,0.10800000000000001,5
6t7lMFHSifu9j8NPMNCv9T,0.18955503528249787,0.3793192451909314,0.4184114938805727,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2e0FIWorD7mcJNs573R4Zq,Orpheus Chamber Orchestra - Baroque Highlights,49,2,0.0891,0.0894,2,1,0.042,0.9359999999999999,0.748,0.41600000000000004,0.0728,4
5xlRxcBGa6RqPRBzKP8fwv,0.2108836785018761,0.43428271081764724,0.5563241792564144,"Canon and Gigue in D Major, P. 37: I. Canon (Arr. Seiffert for Orchestra)",62TD7509VQIxUe4WpwO0s3,Johann Pachelbel,7EvQTMFbqvXw3GSo5F9SZ1,Herbert von Karajan - Adagio,44,2,0.264,0.11,2,1,0.0358,0.9229999999999999,0.898,0.37,0.191,4
6qRi4Nuw8lU4pn0kK3LGJA,0.10615429796770844,0.4696579331446779,0.4319228188695833,Jeux Interdits: Spanish Romance (Arr. for Guitar and Orchestra),4kCZ5nyurc9eIqLJfUcW0Y,Anonymous,59wykB5aKaXRudvU8VTo6h,Mediterráneo,40,2,0.254,0.0681,4,0,0.0346,0.971,0.92,0.19,0.0916,4
6VbKfs0qEJBUfICAyon04g,0.1952907996436476,0.3757573197801837,0.7197788214607963,Superman March,3dRfiJ2650SZu6GbydcHNb,John Williams,3PN8wpgNEaj1XjjW7PaxA7,"Superman March (From ""Superman"")",41,2,0.382,0.49,5,1,0.0394,0.816,0.9209999999999999,0.276,0.24100000000000002,3
16xQMSrDSEWP5Lp8GrHGcu,0.299665796567401,0.3131913256087889,0.3962242324688246,Vague / E la nave va,0SGPrWBKXE2DfxLX4GbtBN,Anja Lechner,37ooDqQ2qsCn7NdgWfOW6n,Lontano,43,2,0.165,0.0239,0,0,0.045,0.995,0.922,0.0966,0.0953,4
62Boz6NDFyOT3tKkSWis2E,0.04522000495480789,0.37652695847236106,0.26529856789209444,Adelita,3cYz1jb3gzmFv2R0Dj3U2t,Francisco Tárrega,59wykB5aKaXRudvU8VTo6h,Mediterráneo,41,2,0.39,0.0235,4,0,0.0474,0.986,0.9540000000000001,0.0646,0.18899999999999997,1
7mX2xUpAPaMVh0zHhGoDkC,0.12386773616140205,0.27427764246528413,0.5680077736390349,Pure Imagination (arr. piano),54MsweggxTxlfYUbhZNIQ0,Sophie Hutchings,641LFbtheOsfOBLU2fyFeu,Pure Imagination,42,2,0.28,0.10300000000000001,3,1,0.0391,0.982,0.958,0.0668,0.153,4
6TS1h31F8I9SIBIwIvdKYk,0.15139317056844115,0.6548686686658499,0.47676005830229273,Fauré: Sicilienne,2gClsBep1tt1rv1CN210SO,Gabriel Fauré,6cZ4qoRFJuVTNhPop4LfuM,Sicilienne,42,2,0.304,0.04,3,1,0.0428,0.977,0.895,0.10800000000000001,0.18100000000000002,3
5BmNj3cDAyqSFw69VY12WU,0.13130404965308143,0.3778597474271072,0.4767831941327535,The Tearjerker Returns,0qudezVgvl4Chd9BgNFB83,Chilly Gonzales,5OoDylPvT78As7o5uwIDRX,Room 29,49,2,0.354,0.00717,7,0,0.0413,0.987,0.6709999999999999,0.0959,0.11599999999999999,4
4ObQ0m7VUtrgdEwpFeCKua,0.10562928521153912,0.36624946618048027,0.17335677764153348,"12 Songs, Op. 21: V. Lilacs (Transcr. Rachmaninoff for Solo Piano)",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,5952RUol8Nl7Ihk1zcaUb4,Rachmaninoff: Préludes; Études-Tableaux; Moments musicaux,55,2,0.168,0.00571,8,1,0.0404,0.995,0.92,0.068,0.0705,3
6brnswWmZ8Xdf4MWeskofY,0.13550087037270983,0.36973161197069737,0.42040117530018756,Adoration,1M9s5TbPcKurMEzvvW0FFH,Florence Beatrice Price,11pIdn7j8vNhuCto2x6mgS,Price: Adoration,50,2,0.151,0.0857,7,1,0.0521,0.9840000000000001,0.0636,0.0899,0.0621,4
5FgOdb5ilNpgXpPBYl23Ln,0.11910488606402858,0.32094872047567424,0.3245031580408579,Of Twilight Skies,72uoxerTvAd7x3cbfYmNc8,Chad Lawson,76YGw1azMme9elduNgSeld,Of Twilight Skies,48,2,0.223,0.0461,2,1,0.0496,0.991,0.932,0.0902,0.0393,1
29S6PLRccSCyKozzwIik0J,0.08820542436617014,0.44517497547949897,0.3239710339402633,Truman Sleeps - From “The Truman Show” / Short Version,69lxxQvsfAIoQbB20bEPFC,Philip Glass,1DJldMHQQA7Fglm9dhMg8t,Valentina Lisitsa Plays Philip Glass,47,2,0.266,0.00361,8,1,0.052000000000000005,0.995,0.925,0.0723,0.0631,4
14DLTNK9HrUbwJM0H9FGxI,0.046401283656188834,0.4189884882700493,0.44703051616037764,"12 Romances, Op. 21: No. 7, How Fair This Spot (Arr. Sheku Kanneh-Mason for Cello and Piano)",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,3Kp3ja7MjrsNSECes94IIz,"Rachmaninoff: 12 Romances, Op. 21: No. 7, How Fair This Spot",43,2,0.156,0.0645,9,1,0.0516,0.993,0.9,0.0757,0.0363,3
6sLr7HzQe2xQVhBmhrT3vU,0.09089611474153786,0.6492606306344356,0.3769752215255766,Les baricades mystérieuses - Arranged By Göran Söllscher,4kVLtXuKJTE7SgYd2sQtaL,François Couperin,5PLhV92TFsYvktcyaSVOlj,Eleven String Baroque,44,2,0.213,0.0868,10,1,0.0413,0.9520000000000001,0.907,0.111,0.44,4
3mk0kPavvau5tz8b174cdl,0.202870671310842,0.4137793483412878,0.33556208500104107,"6 Pieces for Piano, P. 44: No. 3. Notturno. Lento (Version for Harp)",7KkUirCiJZhgRN3NbgG98L,Ottorino Respighi,00IH40TMmGPf83GY5eiOng,"Respighi: 6 Pieces for Piano, P. 44: No. 3. Notturno. Lento (Version for Harp)",48,2,0.152,0.0274,6,1,0.0478,0.9790000000000001,0.895,0.107,0.0398,4
0RpkVigRs7isnjAaK6WOdQ,0.22638303946291194,0.3127267266421696,0.6513661707887004,Mercy,2VZNmg4vCnew4Pavo8zDdW,Max Richter,3ZQ76t0fo1GxMP3FWUJaDu,Voices (Pt. 1 & 2),42,2,0.106,0.132,10,0,0.0531,0.894,0.632,0.127,0.0398,4
2Imxyb3LiuXsDFo7Gq5YDs,0.1336083634532058,0.37781281823855983,0.2756865557689193,"Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)",2UqjDAXnDxejEyE0CzfUrZ,Robert Schumann,3dtyRuctasvglDB28bijNg,"Schumann: Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)",60,2,0.406,0.00921,2,1,0.087,0.9840000000000001,0.9059999999999999,0.0953,0.303,4
7wimV3Cs7awovZner8YvD5,0.13773217458642942,0.3390305368229877,0.0018740022673114562,Bagatellen: III,1bauOA5U5M3RwH2euX3Eq6,Valentin Silvestrov,13F1ZPltvX3UoJBM3t6IvM,Bagatellen und Serenaden,40,2,0.19699999999999998,0.0013800000000000002,0,1,0.0505,0.992,0.86,0.0508,0.228,3
595G0No6FI82sWWsbsQEoX,0.044356194904423066,0.7609943356469422,0.3798440645026953,Eternity And A Day: 2. By The Sea,2ojmPypSGMyKaRvknyxKKP,Eleni Karaindrou,6Hq6QXtLpHWsxO5o5DUFRK,Eternity And A Day,54,2,0.361,0.0437,10,0,0.0643,0.9940000000000001,0.7559999999999999,0.11800000000000001,0.18,4
39uLYYZytVUwcjgeYLI409,0.2117917865035627,0.33605053335022783,0.7212132429493557,Merry-Go-Round of Life - from 'Howl's Moving Castle',7nzSoJISlVJsn7O0yTeMOB,Joe Hisaishi,5y3QOvNMlvamEs4rzua8JV,FREEDOM PIANO STORIES 4,65,2,0.239,0.287,7,0,0.0388,0.8759999999999999,0.644,0.122,0.185,3
2Tz7fLm0pWasWCCfJiHPlJ,0.15622738958735638,0.809805384655094,0.32593757952941727,"Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy of Man's Desiring (Arr. for Piano by Myra Hess)",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,3TOMQGaZieoPQQCJ3ft9bc,Johann Sebastian Bach,48,2,0.239,0.0142,7,1,0.0438,0.995,0.894,0.0659,0.306,3
5liyqr2PFQKbYPKRAjedvq,0.0734615895745592,0.6205868964319737,0.39851467968442716,"Orgelbüchlein, BWV 599-644: Ich ruf zu dir, Herr Jesu Christ, BWV 639 (Arr. Thomas)",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,7GewFhb3itMkFN9OvHmZF8,"J.S. Bach: Orgelbüchlein, BWV 599-644: Ich ruf zu dir, Herr Jesu Christ, BWV 639 (Arr. Thomas)",41,2,0.28800000000000003,0.0386,5,0,0.0374,0.976,0.937,0.10300000000000001,0.133,4
4h4py9AzEuUGBTJZO4ifnm,0.13847457543695008,0.3505141092605367,0.4319922263609652,"Nocturne No. 1 in E Flat Major, H.24",7vDYlejWEU6Yuw4MxTiv56,John Field,0I3BvDSNoPQnI8Fsr60Cub,Field: Complete Nocturnes,55,2,0.321,0.0272,3,1,0.037000000000000005,0.993,0.919,0.0947,0.0632,4
2tJBG2m6K5jUKxzyTZm9Z7,0.22058000784237805,0.34727130233191134,0.41887421048978546,Malasana,14YzutUdMwS9yTnI0IFBaD,Hania Rani,1KZB5lAvsyeK9X1vFnqARz,Inner Symphonies,48,2,0.245,0.077,10,0,0.0305,0.9570000000000001,0.843,0.121,0.0677,4
7oenWdkfvoEySYVc0rH6Cq,0.17127802870835376,0.8015505403896062,0.43592531753927305,"Du bist die Ruh', D. 776 (Transc. for Cello & Piano)",2p0UyoPfYfI76PCStuXfOP,Franz Schubert,4BXGjoLEXYMhFcLRfPPJAK,"Schubert: Du bist die Ruh', D. 776 (Transc. for Cello & Piano)",45,2,0.102,0.0419,10,1,0.0485,0.977,0.8340000000000001,0.0866,0.0406,5
4acoaqSa5dno7qMFExRG2w,0.3649199601646571,0.5877505432053574,0.3869004927931888,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",2p0UyoPfYfI76PCStuXfOP,Franz Schubert,4NZXp2MtBeEcRfHva9PDL9,Schubert: Impromptus Opp.90 & 142,51,2,0.34299999999999997,0.0209,8,1,0.0398,0.987,0.922,0.126,0.0393,3
2LiWNkeUOAeibGxJKxmjsD,0.209101096128195,0.3701117383979313,0.5288619484996413,"Romeo and Juliet, Op. 64 / Act 1: Dance Of The Knights",4kHtgiRnpmFIV5Tm4BIs8l,Sergei Prokofiev,2wYzIASaoQtpXa16C5HvDZ,Prokofiev: Romeo & Juliet,52,2,0.19899999999999998,0.0677,0,1,0.039,0.7859999999999999,0.738,0.225,0.145,3
4LVfZALFDBhIZ6cOKpd6Z4,0.07897422351433694,0.3429021948781483,0.42683293616824375,Still (Arr. Lawson),29lbSb4ujaVH5pHnQjFT0G,Ola Gjeilo,6I8SuXbYF7pdRvfGo0U30f,Still (Arr. Lawson),0,2,0.183,0.0157,0,1,0.0374,0.993,0.9620000000000001,0.0839,0.0373,3
1PINN6x0Riouab3wPSglpp,0.08661972177605252,0.33300013609464674,0.3261689378340235,An Idea,4PdumqEAuo2EQzukVWnxa0,Leo Brouwer,3TRN62RoTGNXKtKEu2JvxW,En Otra Parte,54,2,0.294,0.00785,4,0,0.0667,0.9940000000000001,0.956,0.0929,0.17300000000000001,3
6vhfwjF82YaIN7fqMz8CEn,0.35123681520699446,0.6350410865045731,0.5295097517525392,"The Planets, Op. 32: 4. Jupiter, the Bringer of Jollity",5B7uXBeLc2TkR5Jk23qKIZ,Gustav Holst,2GPUFtgewnQaWbW3CkeNQW,Holst: The Planets,42,2,0.268,0.155,7,0,0.0352,0.938,0.914,0.261,0.20600000000000002,4
7nGA1sRfLDWXYb3VPstnZf,0.11442899120439567,0.3534424906258945,0.5574578349489855,Notturno for Strings and Harp,5U827e4jbYz6EjtN0fIDt9,Arnold Schoenberg,4rCx7dnAgXhes9ckGrMXA4,Schoenberg: Notturno for Strings and Harp,57,2,0.0979,0.0801,8,1,0.0458,0.941,0.431,0.115,0.0608,4
53sR7EKIy3Yc2a3xPXMz9h,0.08790682336109885,0.44617926011441333,0.5857529556023413,The Turning Year,7JCthCuu5Wmxv2avqVFolo,Roger Eno,7qIBorzIVw58P2LWsSVqLX,The Turning Year,48,2,0.414,0.1,5,1,0.031,0.972,0.902,0.109,0.106,4
0vOL2KFf7RDui8Qudi6DzG,0.12019838919523748,0.6506872779662766,0.5534090646183746,春よ、来い,2acDvNu4hqCoCPlUdehoj2,Shinya Kiyozuka,0NKqxR6xA5XbmlqUrYXL7l,春よ、来い,46,2,0.381,0.13699999999999998,10,0,0.0395,0.983,0.922,0.147,0.14300000000000002,4
5UhNUgVvEDNY7FBYo5f7QJ,0.10324539916555785,0.4543684035159347,0.3860676028966059,"Nocturne in B Flat Major, H. 37 (Version for Harp)",7vDYlejWEU6Yuw4MxTiv56,John Field,03YDkvHvjobIvWRfEjcJfg,"Field: Nocturne in B Flat Major, H. 37 (Version for Harp)",43,2,0.319,0.0553,10,1,0.0442,0.976,0.927,0.114,0.146,1
6mJU2BSVEm03xuNQeu0aIr,0.10460304933971443,0.43871282621652186,0.5174097124216274,Ponce: Estrellita,3sam97auWZppQpYU1HWNxK,Manuel Ponce,6m0ZKimlD2b69IluIOEsy0,Estrellita,41,2,0.245,0.0562,6,1,0.048,0.987,0.8490000000000001,0.0793,0.153,3
11kFCPT3e5GGpDQhX6d4sD,0.17066524038201242,0.7470141303786716,0.40700552946348006,The Piano: The Heart Asks Pleasure First,2LvhyFvUCDJ7gFuEBOcrM8,Michael Nyman,3IfV4HTqOGTPRSP7QJo74O,Chasing Pianos - The Piano Music Of Michael Nyman,49,2,0.217,0.0408,9,0,0.0379,0.9940000000000001,0.912,0.0553,0.0614,3
2TOUdZaG9w8pbGVoH0GohP,0.14362708343929295,0.6784458929920641,0.5201860120769034,There Is a Solitude,3duTXsC49HoPt4f4EySDKf,Luke Howard,74eIgzLtcbJVr4NIajGzrb,Infinity,41,2,0.162,0.0682,3,1,0.0393,0.9890000000000001,0.475,0.11599999999999999,0.0358,1
3Sy6wgTNEp6vSgLs4EyXAf,0.27746185864359674,0.42340921783121444,0.504777548990121,Flight from the City,3IpQziA6YwD53PQ5xbwgLF,Jóhann Jóhannsson,1ZPtIPAHcNHgLuL0K6BzJN,Orphée,53,2,0.13,0.086,10,1,0.0373,0.932,0.912,0.10800000000000001,0.0375,4
3Gz8ExGcRpnu8BSDzepQhy,0.08874192177638066,0.715590345727332,0.6336903963167758,"The Four Seasons - Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto",2QOIawHpSlOwXDvSqQ9YJR,Antonio Vivaldi,1BxxmokA4eBg1EBpfYP1fC,Vivaldi: The Four Seasons,39,3,0.377,0.35100000000000003,7,1,0.0406,0.9009999999999999,0.852,0.20199999999999999,0.39899999999999997,3
6xez71zpAqQ6N5i8E1jHlD,0.07500381454580654,0.6975789231628395,0.5612752469749903,Carmina Burana: O Fortuna,4LXxsm5BF85PWnQ1dUDAze,Carl Orff,6qhs0KJyOcA7CERbkddjtE,Orff: Carmina Burana,46,3,0.287,0.158,10,1,0.0325,0.525,0.344,0.23199999999999998,0.363,3
0dXrZ47LxK2PHm4mjSlwgt,0.3089954373110159,0.36017682918244653,0.6716562941026768,"The Planets, Op. 32: 1. Mars, the Bringer of War",5B7uXBeLc2TkR5Jk23qKIZ,Gustav Holst,7MOYiQcBcdYvqCyopWBj64,"Holst: The Planets / John Williams: Star Wars Suite / Strauss, R.: Also sprach Zarathustra",42,3,0.293,0.317,7,1,0.0336,0.6890000000000001,0.9229999999999999,0.121,0.0859,3
0N1nVucqKLpIQVuVZyi8t8,0.6074980024905292,0.5633239005664353,0.5169238599819541,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato - Live",5ihY290YPGc3aY2xTyx7Gy,Edvard Grieg,675zFvCNg3trc61Wm3YRW1,"Wonderland - Edvard Grieg: Piano Concerto, Lyric Pieces",35,3,0.331,0.0896,9,0,0.0409,0.98,0.8959999999999999,0.11699999999999999,0.0375,4
3By9jCy6b4dv5XnlhvIWwx,0.0671179588816572,0.37436821579918056,0.687781967933739,Dies Irae,1JOQXgYdQV2yfrhewqx96o,Giuseppe Verdi,7CQrqiAhWcFfu9abqPHQgQ,Verdi Requiem,51,3,0.272,0.34600000000000003,0,0,0.0317,0.9259999999999999,0.9309999999999999,0.0772,0.24,4
61WPkxq6gvXSfJLTyzm62L,0.5185083403198312,0.6599135564346956,0.653101358073248,"Symphony No.9 In E Minor, Op.95, B. 178 ""From The New World"": 4. Allegro con fuoco",6n7nd5iceYpXVwcx8VPpxF,Antonín Dvořák,6g8prYR409LumFVcnJANPm,"Dvorák: Symphony No.9 , Op.95, B. 178 ""From the New World"" / Smetana: The Moldau",0,3,0.23800000000000002,0.159,4,0,0.0342,0.897,0.855,0.0904,0.124,4
7tRoCdhlg4QYrSMgmJvk0p,0.14269764679438696,0.42255510659965173,0.6192305022788793,"Jenkins: Palladio, for Strings (Excerpt, Allegretto)",1q1wfzh2xtpj27TnIAqIvd,Karl Jenkins,6WggQRWkbz8LU1HFzddVjA,"Karl Jenkins: Quirk, Sarikiz & Over the Stone",0,3,0.53,0.33899999999999997,2,0,0.0419,0.5670000000000001,0.8740000000000001,0.102,0.0719,4
2oLjhx7w8Hyd3gry9cCXr7,0.07036647531045481,0.6784130425600811,0.6417416653170765,Hungarian Dance No. 5 in G Minor (Orch. by Schmeling),5wTAi7QkpP6kp8a54lmTOq,Johannes Brahms,4ItbBO7SVJLn7HU6BXrmKV,Brahms: 21 Hungarian Dances,57,3,0.358,0.16699999999999998,7,0,0.0354,0.899,0.96,0.10300000000000001,0.601,4
4Qt8ZMOkXzQ5dvvVrd3si5,0.2264699947006525,0.4272527183732466,0.6193924530921039,"Die Walkure, Act III: Ride of the Valkyries",1C1x4MVkql8AiABuTw6DgE,Richard Wagner,6TUiuucpGRoiMrMTkgDJfg,Bleeding Chunks of Wagner,32,3,0.201,0.198,7,1,0.0325,0.963,0.9329999999999999,0.0783,0.0482,3
67F2FBLJL9Wn09qvPe6XVa,0.5886631698629553,0.34311806914546633,0.5599796404691945,Night on Bare Mountain,284mnx33IWcymQEpMxyfHl,Modest Mussorgsky,1JmhEF6tDO0FKfYUMc0peY,"Mussorgsky Pictures at an Exhibition, Songs and Dances of Death, Night on Bare Mountain",0,3,0.245,0.247,2,0,0.0498,0.863,0.698,0.366,0.107,4
7oB0QBEnGRIJjvlDc8YnM6,0.7664677633964387,0.33231966286070946,0.5875575503782708,Rhapsody in Blue,1YuknfkSYTTbolRpwZBOv4,George Gershwin,7y2gHGuQhJmesRiNO8d8fK,Gershwin: Rhapsody in Blue & An American in Paris,47,3,0.305,0.184,9,1,0.0409,0.9690000000000001,0.7809999999999999,0.132,0.0771,4
11nAMCXHi82msHXGXAUmOI,0.36126701984712284,0.4798134095463355,0.5253915739305464,"Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",430byzy0c5bPn5opiu0SRd,Edward Elgar,3PwJLGFcKrecmaRbJQYMSg,Elgar,35,3,0.14400000000000002,0.0782,4,0,0.0471,0.961,0.915,0.106,0.0383,4
3hHWhvw2hjwfngWcFjIzqr,0.3732873509661055,0.3502653845612355,0.5675219211993615,"Finlandia, Op. 26",7jzR5qj8vFnSu5JHaXgFEr,Jean Sibelius,3c4pFqVpXlGjUt9yGSaCQi,The Sound of Sibelius,34,3,0.18100000000000002,0.188,8,1,0.0392,0.9329999999999999,0.887,0.0989,0.040999999999999995,4
4iUQ9SxroN3CtLIzwdf8HB,0.38673013852133437,0.5146160957730879,0.5032274483492586,"Danse macabre, Op. 40 (arr. F. Liszt, V. Horowitz and Y. Sudbin for piano)",4Ws5hSoABAwvGJ4LhHwHgq,Vladimir Horowitz,1goHbSFkoo85VQenZgy7rB,Liszt: Funérailles - 3 Sonetti del Petrarca - Saint-Saëns: Danse macabre - Ravel: Gaspard de la nuit,35,3,0.35600000000000004,0.17,3,1,0.0379,0.975,0.898,0.0843,0.0456,4
3T9HSgS5jBFdXIBPav51gj,0.11774887655473504,0.48949020822480954,0.6480577470328297,Fanfare for the Common Man,0nJvyjVTb8sAULPYyA1bqU,Aaron Copland,6HTApVGuu1fLH9QBbB3vEQ,"Copland Conducts Copland - Expanded Edition (Fanfare for the Common Man, Appalachian Spring, Old American Songs (Complete), Rodeo: Four Dance Episodes)",33,3,0.228,0.179,10,1,0.0382,0.986,0.9540000000000001,0.0575,0.0378,4
4HE2Ex0bjbj3YNXmV01OoM,0.08028675540476023,0.39207459863811495,0.6526386414640353,"Toccata and Fugue in D Minor, BWV 565: I. Toccata",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,55QLnZs735inLUYGNBkti5,"Bach, J.S.: Toccata and Fugue BWV 565; Organ Works BWV 572, 590, 532, 769 & 552",38,3,0.303,0.158,2,0,0.0417,0.705,0.259,0.239,0.10800000000000001,4
4I024wasuUj1tEm6t7Uz5x,0.4296277823625246,0.5665854791704796,0.7081183629086366,"Symphony No. 3 In A Minor, Op. 56, MWV N 18 - ""Scottish"": 4. Allegro vivacissimo - Allegro maestoso assai",6MF58APd3YV72Ln2eVg710,Felix Mendelssohn,66Hw8kNdwLAVe2939JL6q0,Mendelssohn: Symphony No.3; A Midsummer Night's Dream,0,3,0.326,0.284,9,0,0.0383,0.902,0.922,0.126,0.213,4
6kQsS6IALerD0Wa8PJloPf,0.1444367515491978,0.39899665394885653,0.7078870046040303,"1812 Festival Overture, Op. 49: 1812 Overture, Op. 49: Finale",3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,05CIOVFHFNIHGmqwBijNcZ,Extreme Classics,34,3,0.233,0.537,3,1,0.0616,0.48200000000000004,0.773,0.0789,0.0857,4
5lXVUcoaKzOMzmNo11jcSe,0.1326444728461762,0.5708137990586004,0.5051245864470305,"El sombrero de tres picos, Pt. 1: III. Danza de la molinera",5BcbyYRgvvhfVGmCJSjHlT,Manuel de Falla,5JQqFfwyn8K2jQEmpi0gk2,De Falla: The Three-Cornered Hat & Nights in the Gardens of Spain,0,3,0.297,0.0966,2,1,0.0411,0.932,0.882,0.165,0.223,3
3kwDgSavfVKpt6cUlfthxm,0.48138583679650343,0.5768066564361035,0.5183814173009742,Sorcerer's Apprentice,3KpcdlqCaWWruPfmM2rWy1,Paul Dukas,2hRaFLIC2ge5ZDoThJZaMU,Danse Macabre,29,3,0.321,0.248,1,1,0.0585,0.902,0.627,0.263,0.10300000000000001,3
5WUD6s1M0deBvjLVbRTeAO,0.5859068528930664,0.41800297531055386,0.6374846725123199,"Symphony No. 5 in D Minor, Op. 47: IV. Allegro non troppo",6s1pCNXcbdtQJlsnM1hRIA,Dmitri Shostakovich,42zZJIFAKnTpqDah60SFlS,"Shostakovich, D.: Symphonies, Vol. 2 - Symphonies Nos. 5 and 9",27,3,0.21,0.14400000000000002,10,1,0.0364,0.927,0.613,0.0748,0.039,4
2r2U2tFfbtHzzhjI0YDaIU,0.04353586247290852,0.7589482230262756,0.6246211507762073,"Requiem in D minor, K.626: 3. Sequentia: Dies irae",4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,62TBuvIWwGvb1Y9P7NShjd,Mozart: Requiem; Kyrie in D minor,42,3,0.29100000000000004,0.37200000000000005,7,0,0.0358,0.973,0.285,0.14400000000000002,0.34600000000000003,4
2TQdH3wUzuX5vOg8JdmQKi,1.0,0.37422273531468364,0.3620526108784674,"Symphony No. 2 in C Minor, ""Resurrection"": I. Allegro maestoso",2ANtgfhQkKpsW6EYSDqldz,Gustav Mahler,4tOU83gMccKNCa4BctKox5,"Mahler, G.: Symphony No. 2",26,3,0.11900000000000001,0.0125,0,1,0.0371,0.8170000000000001,0.534,0.0871,0.0738,4
5xjh7foPsLNJClLE6c8B98,0.9537545795057989,0.5675897638053939,0.40651967702380676,"Symphonic Variations on an African Air, Op. 63",0fhN6BHa9pN66ZnsrI5NUR,Samuel Coleridge-Taylor,7KqSUieP9JzzqfeT6Oke7N,Butterworth: The Banks of Green Willow; A Shropshire Lad/ /McGunn: The Land of the Mountain and the Flood/Coleridge-Taylor: Symphonic Variations on an African Air &c.,43,3,0.22399999999999998,0.0291,7,1,0.0455,0.9590000000000001,0.845,0.11,0.0538,4
41l4dwKu61s7lCECTrl3Kt,0.5814220954899764,0.4151168302148887,0.4942507461305324,"Cello Concerto in B Minor, Op. 104, B. 191: III. Allegro moderato",6n7nd5iceYpXVwcx8VPpxF,Antonín Dvořák,7fS8RgtlZDuiXwKM7R7U5l,"Dvořák: Cello Concerto; Piano Trio No. 4 ""Dumky""",26,3,0.168,0.0777,11,1,0.0415,0.96,0.78,0.0884,0.0704,3
